Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	kog_humano_pos_go	protein_mansoni
OG0000306		NP_523983.1	NP_510582.1	NP_001439.2, NP_002072.2, NP_004457.1, NP_004475.1, NP_005699.1	6183.Smp_105200.3, 6183.Smp_123780.1, 6183.Smp_158320.2
OG0000307		NP_523662.1		NP_004117.1, NP_004476.1, NP_005265.1, NP_061329.3, NP_068774.1, NP_113686.1, NP_150283.1, NP_443079.1	6183.Smp_205760.1
OG0000308		NP_610287.2	NP_495478.1, NP_504031.1, NP_504032.1	NP_004680.2, NP_004730.2	6183.Smp_049730.2, 6183.Smp_101370.1, 6183.Smp_168850.1, 6183.Smp_188270.1
OG0000309			NP_495986.3	NP_056375.2, NP_570844.1, NP_570845.1, NP_570846.1, NP_570847.2, NP_570848.1, NP_570849.2, NP_570850.2	6183.Smp_028120.1
OG0000310			NP_494540.1, NP_494777.1, NP_495768.1, NP_505188.3, NP_509834.1	NP_000538.3, NP_006142.1, NP_036425.1	6183.Smp_123650.1, 6183.Smp_123660.1
OG0000311			NP_499007.1, NP_499014.1	NP_003827.4, NP_056322.2, NP_057299.1, NP_076421.2, NP_085155.1	6183.Smp_040110.1, 6183.Smp_140800.1, 6183.Smp_143300.1
OG0000312			NP_491027.1, NP_491057.1, NP_492714.1, NP_494881.2, NP_507054.1	NP_001814.2, NP_001815.2, NP_001816.2, NP_066270.1	6183.Smp_194770.1
OG0000313			NP_494951.3, NP_497338.2, NP_498637.3, NP_501567.1, NP_501715.1, NP_502839.3, NP_505841.2, NP_506308.3, NP_507870.2, NP_508810.2		
OG0000314			NP_503441.2, NP_506446.2, NP_507007.3, NP_507114.2, NP_507118.1, NP_507120.3, NP_507205.2, NP_509701.1		6183.Smp_124340.1, 6183.Smp_162060.1
OG0000315			NP_491223.1, NP_496523.1, NP_496525.2, NP_501814.2, NP_502615.1, NP_502624.1, NP_506687.2, NP_506726.2, NP_507996.1	NP_036342.2	
OG0000316			NP_492020.1, NP_495742.1, NP_497206.1, NP_497207.4, NP_499035.2, NP_499036.3, NP_499406.2, NP_499772.1, NP_509868.1, NP_510044.2		
OG0000317				NP_000175.1, NP_000508.1, NP_000509.1, NP_000510.1, NP_000550.2, NP_005321.1, NP_005322.1, NP_005323.1, NP_005359.1, NP_599030.1	
OG0000318					6183.Smp_048050.1, 6183.Smp_049230.1, 6183.Smp_049240.1, 6183.Smp_049250.1, 6183.Smp_049270.1, 6183.Smp_049300.3, 6183.Smp_138210.1, 6183.Smp_148530.1, 6183.Smp_185680.1, 6183.Smp_186020.1
OG0000319					6183.Smp_074150.1, 6183.Smp_077880.2, 6183.Smp_155580.1, 6183.Smp_173290.1, 6183.Smp_173300.1, 6183.Smp_178820.1, 6183.Smp_194120.1, 6183.Smp_201250.1, 6183.Smp_201340.1, 6183.Smp_205300.1
OG0000320					6183.Smp_083940.1, 6183.Smp_083950.1, 6183.Smp_084270.1, 6183.Smp_091950.1, 6183.Smp_167870.1, 6183.Smp_177720.1, 6183.Smp_196080.1, 6183.Smp_203400.1, 6183.Smp_204060.1, 6183.Smp_204550.1
OG0000321					6183.Smp_177380.1, 6183.Smp_180780.1, 6183.Smp_182090.1, 6183.Smp_187010.1, 6183.Smp_187410.1, 6183.Smp_188780.1, 6183.Smp_193400.1, 6183.Smp_194180.1, 6183.Smp_199230.1, 6183.Smp_205290.1
OG0000322	NP_012731.1	NP_524741.1	NP_497601.1, NP_503830.2	NP_000936.1, NP_009167.1, NP_071380.1	6183.Smp_026420.1, 6183.Smp_064950.1
OG0000323	NP_011572.2	NP_610592.1		NP_003121.1, NP_036330.1, NP_036524.1, NP_037364.1	6183.Smp_067480.3, 6183.Smp_067490.1, 6183.Smp_136640.1
OG0000324	NP_014931.3	NP_609792.1	NP_499613.1, NP_500961.2, NP_509190.1	NP_005733.1, NP_006801.1, NP_110437.2	6183.Smp_172110.1
OG0000325	NP_014934.1			NP_071372.1, NP_078800.3	6183.Smp_128460.1, 6183.Smp_128470.1, 6183.Smp_154360.1, 6183.Smp_172750.1, 6183.Smp_175360.1, 6183.Smp_208060.1
OG0000326	NP_011399.1, NP_011512.1	NP_477501.1, NP_523494.1, NP_611854.1	NP_496075.1	NP_001246.2	6183.Smp_004060.1, 6183.Smp_132020.1
OG0000327	NP_011932.2, NP_012039.1	NP_476927.1	NP_499069.1	NP_057439.2, NP_061943.2	6183.Smp_090440.1, 6183.Smp_123410.2, 6183.Smp_157660.1
OG0000328	NP_011437.3, NP_014287.3	NP_572424.1	NP_496973.1	NP_004387.1, NP_006377.2, NP_061135.2	6183.Smp_013790.1, 6183.Smp_133120.2
OG0000329	NP_015430.1		NP_493966.1	NP_056201.2	6183.Smp_080070.1, 6183.Smp_180630.1, 6183.Smp_184340.1, 6183.Smp_186830.1, 6183.Smp_199440.1, 6183.Smp_209080.1
OG0000330	NP_009858.3, NP_011803.3, NP_011808.3, NP_012096.1, NP_012319.1, NP_014485.1	NP_476628.2	NP_503064.2	NP_000332.2	
OG0000331	NP_012264.3	NP_611178.1		NP_000267.2, NP_001578.2, NP_057616.2	6183.Smp_050830.1, 6183.Smp_064190.1, 6183.Smp_064200.1, 6183.Smp_156740.1
OG0000332	NP_015115.1	NP_476749.1, NP_477336.1	NP_491714.1, NP_505119.1	NP_003151.2, NP_003591.2, NP_004208.2	6183.Smp_135360.1
OG0000333	NP_009718.3	NP_477080.1, NP_524420.1	NP_499783.1	NP_001249.1, NP_001789.2, NP_004926.1, NP_439892.2	6183.Smp_073340.1
OG0000334	NP_009343.1	NP_572788.2	NP_499176.1, NP_504575.1	NP_001737.1, NP_004334.1, NP_004353.1	6183.Smp_030370.1, 6183.Smp_043150.1
OG0000335	NP_009497.2, NP_009683.1, NP_010278.3, NP_011013.1	NP_612039.1		NP_002697.1, NP_066283.1	6183.Smp_020040.2, 6183.Smp_148510.1
OG0000336	NP_012220.3	NP_524458.1	NP_499364.1	NP_036419.3, NP_055531.1, NP_068759.2, NP_085152.2	6183.Smp_000670.1, 6183.Smp_142850.1
OG0000337	NP_010780.1, NP_014540.1, NP_014641.2		NP_498148.2	NP_057083.2, NP_078827.2	6183.Smp_045410.1, 6183.Smp_045420.1, 6183.Smp_057130.1
OG0000338	NP_012802.1, NP_013452.1	NP_610933.1	NP_493694.2, NP_509133.1	NP_003553.2, NP_036272.2	6183.Smp_004080.1, 6183.Smp_121160.1
OG0000339	NP_009662.3, NP_014743.1, NP_015383.1	NP_477221.1, NP_609093.1, NP_609380.1	NP_506030.2	NP_000378.1	6183.Smp_064150.1
OG0000340	NP_012592.1, NP_013271.1		NP_508767.1	NP_001274.1, NP_003907.3, NP_004060.2	6183.Smp_019990.1, 6183.Smp_060700.1, 6183.Smp_143060.1
OG0000341	NP_015356.1	NP_610266.1	NP_497691.1, NP_501475.1	NP_004625.2, NP_055550.1, NP_056510.2	6183.Smp_097110.1, 6183.Smp_137970.1
OG0000342	NP_014124.1			NP_000333.1, NP_003031.3, NP_003606.3, NP_003750.1, NP_005061.3, NP_067019.3, NP_071341.2	6183.Smp_127940.1
OG0000343	NP_012257.1, NP_013974.1, NP_014962.3		NP_498568.1, NP_508993.2	NP_004448.2, NP_004449.1, NP_075266.1	6183.Smp_103160.2
OG0000344	NP_012653.1, NP_013901.1	NP_523486.1	NP_502032.2	NP_004178.2, NP_004644.2, NP_006609.3	6183.Smp_019170.1, 6183.Smp_156290.1
OG0000345	NP_011917.1, NP_013134.1, NP_014519.1	NP_524425.2	NP_500235.4, NP_509131.2	NP_000569.3, NP_000608.1	6183.Smp_099850.3
OG0000346	NP_011261.1, NP_116711.3	NP_524674.1, NP_524848.1	NP_492905.1	NP_000153.1, NP_277042.1, NP_277043.1	6183.Smp_043030.1
OG0000347	NP_015297.1	NP_523528.1, NP_612094.2	NP_495455.2, NP_495456.1	NP_000010.1, NP_005882.2, NP_006102.2	6183.Smp_197330.1
OG0000348	NP_009380.1	NP_609049.1	NP_506521.2, NP_508795.1, NP_510571.1	NP_001523.2, NP_060814.4	6183.Smp_173820.1, 6183.Smp_201150.1
OG0000349	NP_011337.1, NP_011501.1, NP_013088.1		NP_495523.3, NP_508980.2	NP_055491.1, NP_056132.1	6183.Smp_155000.1, 6183.Smp_180910.1
OG0000350	NP_010276.3, NP_014508.1	NP_569852.1	NP_491849.1, NP_497937.1, NP_505496.1	NP_055060.1, NP_055063.1	6183.Smp_028430.1
OG0000351	NP_009590.1		NP_507909.1	NP_001526.2, NP_001527.3, NP_060607.2, NP_062828.3	6183.Smp_029240.2, 6183.Smp_070340.1, 6183.Smp_211290.1
OG0000352	NP_011860.1, NP_012917.3		NP_493403.1, NP_501459.1, NP_508803.3	NP_067090.1, NP_078828.2	6183.Smp_042440.1, 6183.Smp_122050.1
OG0000353	NP_013050.1	NP_477034.1	NP_503427.2	NP_005498.1, NP_006861.1, NP_068733.1	6183.Smp_086590.1, 6183.Smp_120700.1, 6183.Smp_195080.1
OG0000354	NP_011400.1		NP_508509.3, NP_510725.1	NP_002724.1, NP_057287.2, NP_059127.2	6183.Smp_001030.1, 6183.Smp_142030.1, 6183.Smp_212370.1
OG0000355	NP_010562.1, NP_010814.1, NP_012384.1		NP_491922.1, NP_492460.1, NP_494940.1, NP_506461.1, NP_506462.2, NP_506970.1		
OG0000356	NP_014657.1		NP_507133.4	NP_002710.2, NP_006234.1, NP_006235.1, NP_006236.1, NP_006237.1	6183.Smp_035430.2, 6183.Smp_176600.1
OG0000357	NP_011517.1	NP_523573.1	NP_495525.2, NP_503151.1	NP_003579.3, NP_003580.1, NP_003581.1	6183.Smp_031000.2, 6183.Smp_082850.2
OG0000358	NP_015118.1		NP_498106.1, NP_501176.1, NP_506439.1, NP_509638.2	NP_057725.1, NP_077283.2	6183.Smp_052850.1, 6183.Smp_196620.1
OG0000359	NP_014405.1		NP_492033.1	NP_000220.1, NP_036452.1	6183.Smp_031180.1, 6183.Smp_031190.1, 6183.Smp_160880.1, 6183.Smp_166500.1, 6183.Smp_166530.2
OG0000360	NP_010075.1		NP_499146.2, NP_499147.3, NP_504341.1, NP_504342.2	NP_079235.2	6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1
OG0000361	NP_009981.1, NP_014420.1		NP_491329.2, NP_499250.1, NP_505890.1	NP_003067.3, NP_003069.2	6183.Smp_134330.1, 6183.Smp_199640.1
OG0000362	NP_009358.1, NP_013644.1	NP_569847.1	NP_508375.1, NP_510494.2	NP_057050.1, NP_057654.2	6183.Smp_040360.1, 6183.Smp_164200.1
OG0000363	NP_014176.2	NP_608563.1	NP_502208.1	NP_037457.3, NP_116241.2, NP_116274.3, NP_443168.2	6183.Smp_039820.1, 6183.Smp_124830.1
OG0000364	NP_014548.1	NP_608464.1, NP_611335.1	NP_491647.3, NP_501789.1	NP_060289.2	6183.Smp_181090.1, 6183.Smp_210580.1, 6183.Smp_211190.1
OG0000365	NP_010932.1	NP_610233.1	NP_496438.1, NP_507526.1, NP_507528.1	NP_036457.1, NP_036458.2, NP_055083.1	6183.Smp_054540.1
OG0000366	NP_012553.3		NP_493374.2, NP_495072.2, NP_495075.1, NP_495079.1, NP_504301.1, NP_508159.2	NP_005460.2	6183.Smp_150820.1
OG0000367	NP_010570.1		NP_494696.1, NP_509790.2	NP_001025230.1, NP_003702.2, NP_003703.1, NP_003704.3	6183.Smp_085240.2, 6183.Smp_171720.1
OG0000368	NP_009963.1, NP_012339.1, NP_013476.3		NP_497086.1, NP_499056.1, NP_500797.1, NP_501689.1, NP_503114.1	NP_076995.1	
OG0000369	NP_012901.3	NP_524038.1	NP_509786.2, NP_510236.1	NP_000467.1, NP_057392.1	6183.Smp_043620.1, 6183.Smp_071390.1, 6183.Smp_194530.1
OG0000370	NP_012152.3, NP_014343.1	NP_476813.1	NP_501211.1	NP_003365.1, NP_003366.2, NP_005653.3	6183.Smp_022990.1, 6183.Smp_091240.1
OG0000371	NP_009379.2, NP_010188.1, NP_010190.1, NP_011715.1, NP_012677.1, NP_014966.1	NP_569858.1		NP_009102.4, NP_037514.2	
OG0000372	NP_015198.1		NP_491678.1, NP_503554.1, NP_506680.1, NP_509375.1, NP_510410.1	NP_005309.1	6183.Smp_003770.1, 6183.Smp_162370.1
OG0000373	NP_010769.3	NP_573047.1, NP_610496.1		NP_000469.3, NP_001622.2, NP_001623.3, NP_112603.2	6183.Smp_145290.1, 6183.Smp_155890.1
OG0000374	NP_012266.1	NP_476902.1	NP_492504.1, NP_495021.1, NP_495022.2, NP_500665.2, NP_500666.2	NP_004634.1	6183.Smp_007630.1
OG0000375	NP_010410.3, NP_011625.3, NP_013200.1		NP_492685.2, NP_504297.1, NP_504299.2	NP_057090.2, NP_071343.2	6183.Smp_145880.1
OG0000376	NP_009758.3, NP_009764.3, NP_010771.1, NP_012181.3, NP_012396.1, NP_012987.3, NP_014369.3, NP_014742.1, NP_015272.1				
OG0000377		NP_523687.1	NP_493376.1	NP_002857.1, NP_002858.2, NP_004154.2, NP_004274.1, NP_612462.1	6183.Smp_139340.1, 6183.Smp_154580.1
OG0000378		NP_610339.1	NP_496485.2	NP_037418.3, NP_055816.2, NP_073605.4	6183.Smp_027550.1, 6183.Smp_048160.1, 6183.Smp_159350.1, 6183.Smp_167130.1
OG0000379		NP_569908.1	NP_496057.1	NP_001410.2, NP_001411.2, NP_004423.2, NP_068771.2	6183.Smp_175930.1, 6183.Smp_176810.1, 6183.Smp_194950.1
OG0000380		NP_476950.1, NP_524533.1	NP_500363.1, NP_509931.1	NP_002863.1, NP_005043.1, NP_008839.2, NP_061485.1	6183.Smp_062300.1
OG0000381		NP_476942.1	NP_492575.1	NP_002493.3, NP_002494.2, NP_004547.3, NP_005169.2, NP_065390.1	6183.Smp_064320.1, 6183.Smp_105360.1
OG0000382		NP_476687.1	NP_499934.1	NP_002818.1, NP_002819.2, NP_002833.4, NP_536347.1	6183.Smp_139930.1, 6183.Smp_156870.1, 6183.Smp_172890.1
OG0000383		NP_477162.1, NP_477353.1	NP_509322.2, NP_509682.1, NP_509683.1	NP_002747.2, NP_002749.2, NP_003001.1	6183.Smp_086690.1
OG0000384		NP_476759.1	NP_495962.2	NP_001973.2, NP_004439.2, NP_005219.2, NP_005226.1	6183.Smp_093930.2, 6183.Smp_152680.1, 6183.Smp_165470.1
OG0000385		NP_476581.1	NP_496503.1	NP_002291.1, NP_002292.1, NP_005557.1, NP_149972.1	6183.Smp_033040.1, 6183.Smp_038950.1, 6183.Smp_038960.1
OG0000386		NP_477306.3, NP_523772.1	NP_492143.1, NP_501390.1	NP_006549.1, NP_006550.1	6183.Smp_006320.1, 6183.Smp_149420.1, 6183.Smp_171860.1
OG0000387		NP_476882.1, NP_476883.1, NP_536788.2	NP_498552.2, NP_509032.1	NP_009077.2	6183.Smp_049160.1, 6183.Smp_152210.1, 6183.Smp_158490.1
OG0000388		NP_476755.1	NP_495652.1, NP_510199.1	NP_006798.1, NP_009207.2, NP_036249.1, NP_059990.2	6183.Smp_174840.1, 6183.Smp_179650.1
OG0000389		NP_476600.1, NP_476601.1, NP_476732.1	NP_491001.2, NP_492338.1	NP_003059.1, NP_005976.2, NP_112599.2	6183.Smp_054430.1
OG0000390		NP_477355.1	NP_507289.1	NP_001940.1, NP_001941.2, NP_001942.2, NP_004082.1, NP_005216.1, NP_937987.2	6183.Smp_093310.1
OG0000391		NP_476579.1, NP_612571.1	NP_492535.1	NP_002329.2, NP_002536.1, NP_057606.1	6183.Smp_126640.1, 6183.Smp_144130.1, 6183.Smp_174040.1
OG0000392		NP_609293.2	NP_499267.1, NP_509659.3	NP_005621.2, NP_009187.1, NP_037404.2, NP_057438.3, NP_112220.2	6183.Smp_159140.1
OG0000393		NP_476701.1, NP_477096.1, NP_524035.2, NP_524398.1, NP_524407.1		NP_150598.1	6183.Smp_104210.1, 6183.Smp_180030.1, 6183.Smp_180350.1
OG0000394		NP_524548.1	NP_508238.2	NP_000669.1, NP_000670.1, NP_000671.2, NP_150645.2, NP_150646.3, NP_150647.2	6183.Smp_150180.1
OG0000395		NP_609169.1	NP_499625.2, NP_499802.3, NP_508919.2	NP_000063.2, NP_005496.4, NP_005497.1	6183.Smp_011680.1, 6183.Smp_026810.1
OG0000396		NP_511146.2, NP_524428.1, NP_524549.1	NP_495138.2, NP_510466.1	NP_006548.1	6183.Smp_138230.1, 6183.Smp_143190.1, 6183.Smp_163870.1
OG0000397		NP_477344.1, NP_477446.1, NP_524124.1	NP_500236.1, NP_508410.2	NP_005163.1, NP_006152.2, NP_066279.2	6183.Smp_082290.1
OG0000398		NP_476623.1, NP_476694.1, NP_476803.1, NP_476824.1	NP_495131.3, NP_496070.1	NP_004307.2, NP_005161.1, NP_065697.1	
OG0000399		NP_476923.1, NP_523599.1	NP_500281.1	NP_005515.1, NP_061115.2, NP_061962.2, NP_066993.1, NP_115969.2	6183.Smp_152190.1
OG0000400			NP_493049.2	NP_005817.1, NP_006363.4, NP_055391.2, NP_061900.2, NP_620310.1, NP_620311.1	6183.Smp_142220.1, 6183.Smp_144450.1
OG0000401			NP_492969.2, NP_496017.1, NP_496022.1, NP_496025.2, NP_496123.1, NP_496130.2, NP_503375.2, NP_506728.2, NP_506771.3		
OG0000402			NP_496162.1, NP_498433.3, NP_499382.1, NP_501177.1, NP_501556.2, NP_501604.2, NP_502801.2, NP_509167.2, NP_509958.2		
OG0000403			NP_504350.1, NP_504351.1, NP_504352.2, NP_504413.1, NP_504417.2, NP_504418.1, NP_505373.1, NP_505684.2, NP_508632.2		
OG0000404			NP_492975.3, NP_492976.2, NP_493321.1, NP_503934.2	NP_065086.2, NP_065093.2, NP_066928.1	6183.Smp_008860.1, 6183.Smp_180500.1
OG0000405			NP_495617.1	NP_001778.2, NP_076916.2, NP_277021.2, NP_277022.1, NP_277024.2, NP_277025.1, NP_277071.2	6183.Smp_176620.1
OG0000406			NP_498764.1	NP_004218.1, NP_004219.3, NP_004753.1, NP_037517.1, NP_059430.2, NP_059431.1, NP_061155.2	6183.Smp_143390.1
OG0000407			NP_509702.3	NP_001969.2, NP_002304.3, NP_006711.3, NP_055760.1	6183.Smp_000790.1, 6183.Smp_029520.1, 6183.Smp_138170.1, 6183.Smp_148580.1
OG0000408			NP_497787.1	NP_000202.3, NP_000203.2, NP_000879.2, NP_002202.2, NP_002204.2, NP_004782.1, NP_391988.1	6183.Smp_089700.1
OG0000409			NP_499356.1, NP_501968.2, NP_501972.1, NP_503352.1	NP_001451.2, NP_001452.2, NP_002012.1, NP_002013.1, NP_008825.4	
OG0000410			NP_495614.4, NP_509830.2, NP_510622.3	NP_003039.2, NP_004165.2, NP_004585.1	6183.Smp_045680.1, 6183.Smp_146740.1, 6183.Smp_146750.1
OG0000411			NP_506031.1	NP_000253.1	6183.Smp_089270.1, 6183.Smp_089290.1, 6183.Smp_170830.1, 6183.Smp_170840.1, 6183.Smp_179250.1, 6183.Smp_179260.1, 6183.Smp_186710.1
OG0000412			NP_492564.2, NP_494757.1, NP_496200.1, NP_500478.1, NP_500578.2, NP_503440.2, NP_503892.1, NP_503954.2	NP_612463.1	
OG0000413			NP_507519.2		6183.Smp_020840.1, 6183.Smp_036470.1, 6183.Smp_134980.1, 6183.Smp_134990.1, 6183.Smp_135010.1, 6183.Smp_135020.1, 6183.Smp_141800.1, 6183.Smp_145560.1
OG0000414			NP_490911.1	NP_004857.4, NP_005688.2, NP_005689.2, NP_443069.1, NP_524558.1, NP_620417.1	6183.Smp_013460.1, 6183.Smp_127650.1
OG0000415			NP_492035.1, NP_497975.1, NP_502115.1, NP_502116.2, NP_505375.2, NP_505635.1, NP_505646.1, NP_505647.1, NP_509692.1		
OG0000416			NP_496982.2	NP_004655.1, NP_057568.1, NP_060843.2, NP_065132.1, NP_071448.1	6183.Smp_055600.1, 6183.Smp_192580.1, 6183.Smp_197780.1
OG0000417			NP_502803.3	NP_004438.3, NP_060199.3, NP_073609.2, NP_078802.2, NP_573441.2, NP_620641.1	6183.Smp_139520.1, 6183.Smp_141030.1
OG0000418			NP_500114.3, NP_503328.2, NP_503435.1, NP_504139.1, NP_506438.2, NP_506798.1, NP_507272.2, NP_507334.1, NP_507649.2		
OG0000419			NP_492304.1	NP_000297.1, NP_000298.3, NP_002690.3, NP_002692.2, NP_005595.2, NP_006227.1, NP_055167.2	6183.Smp_149570.1
OG0000420			NP_493188.2, NP_494385.1, NP_502932.1, NP_503021.2, NP_507659.1, NP_507660.2, NP_507661.2, NP_507665.2, NP_507666.2		
OG0000421				NP_003428.1, NP_005806.3, NP_057348.3, NP_066358.2, NP_079080.2, NP_079243.1, NP_110451.1, NP_149981.2, NP_149990.1	
OG0000422				NP_001189.2, NP_001346562.2, NP_036363.2, NP_036538.3, NP_056950.2, NP_064612.2, NP_064613.2, NP_067632.2	6183.Smp_128350.1
OG0000423				NP_000372.1, NP_036348.2, NP_060158.2, NP_061170.2, NP_077309.1, NP_079334.3, NP_115977.2	6183.Smp_132840.1, 6183.Smp_168410.1
OG0000424				NP_000286.3, NP_000345.2, NP_000615.3, NP_000925.2, NP_001076.2, NP_001747.3, NP_002606.3, NP_006206.2, NP_006211.2	
OG0000425				NP_001897.4, NP_001898.1, NP_001962.3, NP_003882.1, NP_005738.4, NP_009203.2, NP_031378.1, NP_056933.3, NP_254275.1	
OG0000426				NP_000624.2, NP_000648.2, NP_001179.1, NP_001182.1, NP_004040.1, NP_004041.2, NP_068779.1, NP_612815.1	6183.Smp_095190.1
OG0000427					6183.Smp_001000.1, 6183.Smp_031300.1, 6183.Smp_043120.1, 6183.Smp_076400.1, 6183.Smp_097930.1, 6183.Smp_136890.1, 6183.Smp_200240.1, 6183.Smp_202690.1, 6183.Smp_205720.1
OG0000428					6183.Smp_002500.1, 6183.Smp_109090.1, 6183.Smp_112480.1, 6183.Smp_112910.1, 6183.Smp_157780.1, 6183.Smp_164700.1, 6183.Smp_167840.1, 6183.Smp_177890.1, 6183.Smp_178330.1
OG0000429					6183.Smp_012460.1, 6183.Smp_015480.1, 6183.Smp_020480.1, 6183.Smp_080620.1, 6183.Smp_084440.1, 6183.Smp_084450.1, 6183.Smp_130620.1, 6183.Smp_146440.1, 6183.Smp_170260.1
OG0000430					6183.Smp_027830.1, 6183.Smp_110560.1, 6183.Smp_118350.1, 6183.Smp_137240.1, 6183.Smp_168420.1, 6183.Smp_191640.1, 6183.Smp_193320.1, 6183.Smp_193570.1, 6183.Smp_193580.1
OG0000431					6183.Smp_033380.1, 6183.Smp_119260.1, 6183.Smp_121200.1, 6183.Smp_121230.1, 6183.Smp_121240.1, 6183.Smp_166690.1, 6183.Smp_166710.1, 6183.Smp_166720.1, 6183.Smp_166730.1
OG0000432					6183.Smp_043260.1, 6183.Smp_043270.1, 6183.Smp_043290.1, 6183.Smp_043300.1, 6183.Smp_043320.1, 6183.Smp_043340.1, 6183.Smp_059400.1, 6183.Smp_134460.1, 6183.Smp_145520.1
OG0000433					6183.Smp_052630.1, 6183.Smp_083980.1, 6183.Smp_093210.1, 6183.Smp_124040.1, 6183.Smp_144110.1, 6183.Smp_162680.1, 6183.Smp_170810.1, 6183.Smp_178830.1, 6183.Smp_180260.1
OG0000434					6183.Smp_084330.1, 6183.Smp_104170.1, 6183.Smp_117880.1, 6183.Smp_124900.1, 6183.Smp_144740.1, 6183.Smp_147200.1, 6183.Smp_154120.1, 6183.Smp_159900.1, 6183.Smp_179400.1
OG0000435					6183.Smp_117000.1, 6183.Smp_120390.1, 6183.Smp_185340.1, 6183.Smp_200510.1, 6183.Smp_200620.1, 6183.Smp_203100.1, 6183.Smp_203380.1, 6183.Smp_204620.1, 6183.Smp_204630.1
OG0000436					6183.Smp_185420.1, 6183.Smp_200230.1, 6183.Smp_200760.1, 6183.Smp_200960.1, 6183.Smp_201680.1, 6183.Smp_204180.1, 6183.Smp_205320.1, 6183.Smp_205660.1, 6183.Smp_205790.1
OG0000437	NP_009741.3		NP_492441.1	NP_002388.2, NP_005578.2, NP_005910.1, NP_005911.1	6183.Smp_129430.1, 6183.Smp_161530.1
OG0000438	NP_009667.1	NP_476988.1, NP_523710.1	NP_503386.1	NP_001734.1, NP_005175.2, NP_005176.1	6183.Smp_026560.2
OG0000439	NP_014900.3		NP_498986.3	NP_004057.1, NP_004335.1, NP_004356.2	6183.Smp_083740.1, 6183.Smp_134950.1, 6183.Smp_136850.2
OG0000440	NP_013875.1		NP_493327.2, NP_497460.2, NP_497964.1, NP_500082.2	NP_005623.1, NP_055111.1	6183.Smp_083530.1
OG0000441	NP_010414.3	NP_523385.1	NP_508051.1	NP_002289.2, NP_002661.2, NP_005023.2	6183.Smp_037230.1, 6183.Smp_149130.1
OG0000442	NP_010294.1, NP_010694.1, NP_012252.1, NP_014468.3, NP_014654.1, NP_014796.3, NP_014973.1, NP_015267.1				
OG0000443	NP_010948.1, NP_011305.1	NP_477170.1	NP_490675.1	NP_004209.2, NP_004654.1	6183.Smp_005670.1, 6183.Smp_190370.1
OG0000444	NP_013363.1	NP_477172.1	NP_498993.1, NP_510790.1	NP_002860.2, NP_057661.3, NP_115520.2	6183.Smp_163580.1
OG0000445	NP_011092.1	NP_476667.1, NP_611924.1		NP_002559.2, NP_003810.1, NP_112241.2, NP_543022.1	6183.Smp_024140.4
OG0000446	NP_011509.1		NP_500161.1, NP_501709.2	NP_001673.2, NP_001674.2, NP_001675.3	6183.Smp_137170.1, 6183.Smp_199210.1
OG0000447	NP_009376.2			NP_005594.2, NP_006086.1, NP_055431.1, NP_057613.4, NP_079113.2	6183.Smp_104500.1, 6183.Smp_163820.1
OG0000448	NP_012380.1		NP_491530.1, NP_500893.2	NP_002616.2, NP_004557.1, NP_004558.1, NP_006203.2	6183.Smp_015710.1
OG0000449	NP_010022.1, NP_010785.1, NP_013583.1, NP_014538.2		NP_497725.2, NP_507623.1, NP_507624.1	NP_443117.3	
OG0000450	NP_009562.1, NP_009599.2, NP_011654.1, NP_011914.1, NP_013072.1, NP_014453.3, NP_014916.1, NP_015482.1				
OG0000451	NP_010858.3	NP_524354.1	NP_492551.1, NP_492552.1	NP_002884.1, NP_005601.1	6183.Smp_068950.1, 6183.Smp_212260.1
OG0000452	NP_012218.1	NP_523922.1	NP_506421.1	NP_060785.2, NP_361014.1	6183.Smp_030320.1, 6183.Smp_047540.1, 6183.Smp_125280.1
OG0000453	NP_009984.1	NP_569954.1	NP_491653.2	NP_005040.2, NP_077315.2	6183.Smp_122890.1, 6183.Smp_126910.1, 6183.Smp_165460.1
OG0000454	NP_011466.1, NP_011678.3	NP_524640.3		NP_001409.3, NP_003751.2, NP_004944.3	6183.Smp_008900.1, 6183.Smp_017010.4
OG0000455	NP_012160.2	NP_609364.1	NP_501179.1, NP_502248.2	NP_060691.2, NP_079037.3	6183.Smp_070610.2, 6183.Smp_095470.1
OG0000456	NP_012221.2		NP_504638.1, NP_504639.1	NP_000389.1, NP_015565.1, NP_057313.2, NP_057327.2	6183.Smp_053230.1
OG0000457	NP_012407.2	NP_511098.1	NP_491087.1	NP_002746.1, NP_002748.1, NP_109587.1	6183.Smp_026510.1, 6183.Smp_151670.1
OG0000458	NP_009833.1		NP_502989.1, NP_503160.1, NP_503161.2, NP_503162.3	NP_001265.2	6183.Smp_077180.1, 6183.Smp_162710.1
OG0000459	NP_010175.1, NP_015294.1	NP_511044.1	NP_502232.2	NP_001790.1, NP_036251.2	6183.Smp_090980.1, 6183.Smp_150040.2
OG0000460	NP_009555.1, NP_010284.1	NP_611123.2	NP_491890.2, NP_493649.2, NP_501058.2, NP_510249.2	NP_009111.2	
OG0000461	NP_011708.3, NP_012483.3	NP_525108.2	NP_496192.1, NP_496237.1, NP_508534.3	NP_002037.2	6183.Smp_056970.1
