Orthogroup	kog_elegans_pos_go	protein_mansoni
OG0000508		6183.Smp_127790.1, 6183.Smp_157550.1, 6183.Smp_169430.1, 6183.Smp_205400.1
OG0000509		6183.Smp_128480.1, 6183.Smp_131700.1, 6183.Smp_176360.1, 6183.Smp_204130.1
OG0000510		6183.Smp_128640.1, 6183.Smp_155520.1, 6183.Smp_155540.1, 6183.Smp_160150.1
OG0000511		6183.Smp_129000.1, 6183.Smp_133070.1, 6183.Smp_133080.1, 6183.Smp_133090.1
OG0000512		6183.Smp_129170.1, 6183.Smp_130250.1, 6183.Smp_141230.1, 6183.Smp_150860.1
OG0000513		6183.Smp_133250.1, 6183.Smp_133690.1, 6183.Smp_135340.1, 6183.Smp_150730.1
OG0000514		6183.Smp_137980.1, 6183.Smp_153200.1, 6183.Smp_153210.1, 6183.Smp_204020.1
OG0000515		6183.Smp_141550.1, 6183.Smp_141560.1, 6183.Smp_160250.1, 6183.Smp_193710.1
OG0000516		6183.Smp_141910.1, 6183.Smp_143930.1, 6183.Smp_145990.1, 6183.Smp_155450.1
OG0000517		6183.Smp_142280.1, 6183.Smp_142290.1, 6183.Smp_153100.1, 6183.Smp_212410.1
OG0000518		6183.Smp_145770.1, 6183.Smp_151960.1, 6183.Smp_173570.1, 6183.Smp_174040.1
OG0000519		6183.Smp_152940.1, 6183.Smp_168630.1, 6183.Smp_174870.1, 6183.Smp_179570.1
OG0000520		6183.Smp_168300.1, 6183.Smp_179960.1, 6183.Smp_184360.1, 6183.Smp_193860.1
OG0000521		6183.Smp_177580.1, 6183.Smp_183040.1, 6183.Smp_184280.1, 6183.Smp_205560.1
OG0000522		6183.Smp_200820.1, 6183.Smp_200840.1, 6183.Smp_200870.1, 6183.Smp_200880.1
OG0000523		6183.Smp_205450.1, 6183.Smp_205460.1, 6183.Smp_205470.1, 6183.Smp_205480.1
OG0000524	NP_496011.1	6183.Smp_017980.1, 6183.Smp_142960.1
OG0000525	NP_505991.1, NP_505992.1	6183.Smp_044440.1
OG0000526	NP_491501.1, NP_496251.1, NP_509544.1	
OG0000527	NP_495906.2, NP_503386.1	6183.Smp_026560.2
OG0000528	NP_493366.1, NP_510000.2	6183.Smp_150560.1
OG0000529	NP_497601.1, NP_503830.2	6183.Smp_026420.1
OG0000530	NP_509738.2	6183.Smp_159160.1, 6183.Smp_171010.1
OG0000531	NP_508186.1, NP_508201.2	6183.Smp_085650.1
OG0000532	NP_492903.2, NP_492904.2, NP_493397.3	
OG0000533	NP_495449.1, NP_507053.1	6183.Smp_083650.1
OG0000534	NP_508121.1, NP_508122.2	6183.Smp_171740.1
OG0000535	NP_495407.1, NP_495408.1, NP_504689.1	
OG0000536	NP_501242.1, NP_501336.1	6183.Smp_088650.1
OG0000537	NP_492481.1, NP_508236.1	6183.Smp_040570.1
OG0000538	NP_498565.2	6183.Smp_000440.1, 6183.Smp_013360.1
OG0000539	NP_493049.2	6183.Smp_142220.1, 6183.Smp_144450.1
OG0000540	NP_491176.1	6183.Smp_012900.1, 6183.Smp_129720.1
OG0000541	NP_492958.3	6183.Smp_041280.1, 6183.Smp_131780.1
OG0000542	NP_500025.1	6183.Smp_019690.1, 6183.Smp_064590.1
OG0000543	NP_491793.1, NP_491794.1	6183.Smp_126850.2
OG0000544	NP_502414.1, NP_502415.1	6183.Smp_084540.2
OG0000545	NP_508778.1	6183.Smp_056760.1, 6183.Smp_157700.1
OG0000546	NP_499613.1, NP_509190.1	6183.Smp_172110.1
OG0000547	NP_490680.1, NP_492594.2, NP_497085.2	
OG0000548	NP_492620.1, NP_502888.2	6183.Smp_058790.1
OG0000549	NP_491913.1, NP_496201.1, NP_499953.2	
OG0000550	NP_491620.2, NP_501826.2, NP_502160.4	
OG0000551	NP_497500.1	6183.Smp_142360.1, 6183.Smp_197280.1
OG0000552	NP_492193.2	6183.Smp_084090.1, 6183.Smp_148200.1
OG0000553	NP_505989.1, NP_505990.3	6183.Smp_145320.1
OG0000554	NP_509293.1	6183.Smp_095350.1, 6183.Smp_165400.3
OG0000555	NP_491633.1, NP_492527.1, NP_496446.3	
OG0000556	NP_509768.1	6183.Smp_114470.1, 6183.Smp_136330.1
OG0000557	NP_498960.2	6183.Smp_132080.1, 6183.Smp_171870.1
OG0000558	NP_497725.2, NP_507623.1, NP_507624.1	
OG0000559	NP_510454.1	6183.Smp_007760.1, 6183.Smp_130540.1
OG0000560	NP_501127.2	6183.Smp_157740.1, 6183.Smp_212320.1
OG0000561	NP_491325.1, NP_509886.1	6183.Smp_025100.1
OG0000562	NP_506421.1	6183.Smp_030320.1, 6183.Smp_125280.1
OG0000563	NP_493279.1	6183.Smp_032800.2, 6183.Smp_032820.1
OG0000564	NP_493151.1, NP_501671.1	6183.Smp_015090.1
OG0000565	NP_501859.1	6183.Smp_102040.1, 6183.Smp_187870.1
OG0000566	NP_492851.1, NP_500252.2	6183.Smp_074370.1
OG0000567	NP_495299.2, NP_508768.2	6183.Smp_210840.1
OG0000568	NP_491653.2	6183.Smp_122890.1, 6183.Smp_126910.1
OG0000569	NP_502144.1, NP_506733.1	6183.Smp_073940.1
OG0000570	NP_497930.2	6183.Smp_150390.3, 6183.Smp_194110.1
OG0000571	NP_495891.1, NP_495892.1, NP_495893.1	
OG0000572	NP_491681.1, NP_491876.1, NP_491963.1	
OG0000573	NP_496973.1	6183.Smp_013790.1, 6183.Smp_133120.2
OG0000574	NP_492161.3, NP_501018.1	6183.Smp_083710.1
OG0000575	NP_495838.2	6183.Smp_113640.1, 6183.Smp_186670.1
OG0000576	NP_510623.1	6183.Smp_127280.1, 6183.Smp_134390.1
OG0000577	NP_510264.1, NP_510265.1	6183.Smp_028670.1
OG0000578	NP_510607.2	6183.Smp_135910.1, 6183.Smp_166940.1
OG0000579	NP_497972.1	6183.Smp_084940.3, 6183.Smp_198010.1
OG0000580	NP_504008.1, NP_508413.1	6183.Smp_050940.1
OG0000581	NP_495769.2, NP_498541.1	6183.Smp_004350.1
OG0000582	NP_510184.1, NP_510185.1, NP_510186.1	
OG0000583	NP_506389.2, NP_506390.1, NP_509154.2	
OG0000584	NP_505448.1	6183.Smp_008660.1, 6183.Smp_197860.1
OG0000585	NP_493275.1, NP_493276.1	6183.Smp_176630.1
OG0000586	NP_497345.2	6183.Smp_165720.1, 6183.Smp_165840.1
OG0000587	NP_496753.1, NP_496787.1	6183.Smp_075690.1
OG0000588	NP_504199.1	6183.Smp_032500.1, 6183.Smp_161880.1
OG0000589	NP_508524.2, NP_508525.3	6183.Smp_001980.1
OG0000590	NP_491693.1, NP_499401.1	6183.Smp_126190.1
OG0000591	NP_506048.1, NP_506049.1	6183.Smp_153810.1
OG0000592	NP_499452.2, NP_502249.3, NP_509620.2	
OG0000593	NP_491688.1, NP_498633.1	6183.Smp_148930.1
OG0000594	NP_504638.1, NP_504639.1	6183.Smp_053230.1
OG0000595	NP_499887.1, NP_500418.1	6183.Smp_157760.1
OG0000596	NP_495670.1	6183.Smp_066410.1, 6183.Smp_212190.1
OG0000597	NP_502675.4, NP_504430.2, NP_506734.2	
OG0000598	NP_504721.1	6183.Smp_005200.1, 6183.Smp_212600.1
OG0000599	NP_510290.1	6183.Smp_068060.1, 6183.Smp_150260.1
OG0000600	NP_497696.2, NP_498528.1	6183.Smp_090890.1
OG0000601	NP_491914.1	6183.Smp_176970.1, 6183.Smp_177920.1
OG0000602	NP_502274.2, NP_509485.1	6183.Smp_126240.1
OG0000603	NP_495322.3, NP_510425.2, NP_510426.1	
OG0000604	NP_499388.1, NP_502355.2	6183.Smp_172270.1
OG0000605	NP_491864.2, NP_491865.2	6183.Smp_170170.1
OG0000606	NP_494154.1, NP_499018.1, NP_509425.1	
OG0000607	NP_501365.1	6183.Smp_047900.1, 6183.Smp_142050.1
OG0000608	NP_495617.1, NP_509746.2	6183.Smp_176620.1
OG0000609	NP_499922.1, NP_500384.2	6183.Smp_172240.1
OG0000610	NP_510460.2	6183.Smp_125270.1, 6183.Smp_206070.1
OG0000611	NP_492906.2	6183.Smp_003000.1, 6183.Smp_094760.1
OG0000612	NP_494744.2, NP_494745.3	6183.Smp_169930.1
OG0000613	NP_499208.1, NP_501733.1, NP_503065.1	
OG0000614	NP_503271.1, NP_503273.1, NP_507486.1	
OG0000615	NP_497962.1	6183.Smp_078800.1, 6183.Smp_196180.1
OG0000616	NP_502126.1, NP_502648.2	6183.Smp_136910.1
OG0000617	NP_495714.1, NP_495805.1, NP_506413.1	
OG0000618	NP_490726.1, NP_503501.1, NP_506230.1	
OG0000619	NP_492257.1	6183.Smp_013080.1, 6183.Smp_126110.1
OG0000620	NP_498148.2	6183.Smp_045410.1, 6183.Smp_045420.1
OG0000621	NP_498249.3, NP_499187.1	6183.Smp_149320.1
OG0000622	NP_506030.2	6183.Smp_000680.1, 6183.Smp_064150.1
OG0000623	NP_498671.2	6183.Smp_082420.1, 6183.Smp_082430.1
OG0000624	NP_492030.1, NP_494864.2, NP_501764.2	
OG0000625	NP_491382.2, NP_497129.1	6183.Smp_079400.1
OG0000626	NP_492422.2	6183.Smp_125640.1, 6183.Smp_148320.1
OG0000627	NP_495533.2, NP_502006.2, NP_508396.3	
OG0000628	NP_492721.1	6183.Smp_019880.1, 6183.Smp_059350.2
OG0000629	NP_491070.1, NP_497662.1, NP_509962.1	
OG0000630	NP_492290.1, NP_510764.1	6183.Smp_056440.1
OG0000631	NP_505487.3	6183.Smp_162340.1, 6183.Smp_189130.1
OG0000632	NP_491549.2, NP_491552.2	6183.Smp_122910.1
OG0000633	NP_491142.1	6183.Smp_008070.1, 6183.Smp_054470.1
OG0000634	NP_501303.1, NP_501357.3	6183.Smp_144840.1
OG0000635	NP_500420.3	6183.Smp_016380.1, 6183.Smp_034660.1
OG0000636	NP_506135.2, NP_508153.1	6183.Smp_063390.1
OG0000637	NP_498283.1	6183.Smp_019760.1, 6183.Smp_155500.1
OG0000638	NP_507508.2	6183.Smp_153880.1, 6183.Smp_196800.1
OG0000639	NP_492132.1, NP_493057.1, NP_495713.2	
OG0000640	NP_497771.1	6183.Smp_136970.1, 6183.Smp_173700.1
OG0000641	NP_490901.2, NP_490902.2	6183.Smp_153610.1
OG0000642	NP_502546.1	6183.Smp_053780.1, 6183.Smp_053790.1
OG0000643	NP_500309.3, NP_501324.2, NP_502449.2	
OG0000644	NP_495962.2	6183.Smp_093930.2, 6183.Smp_165470.1
OG0000645	NP_495394.3	6183.Smp_150920.1, 6183.Smp_194330.1
OG0000646	NP_509912.1	6183.Smp_060940.1, 6183.Smp_079390.1
OG0000647	NP_499191.1, NP_502217.1, NP_502218.1	
OG0000648	NP_497834.1, NP_503177.1, NP_508092.1	
OG0000649	NP_506381.1, NP_506382.1	6183.Smp_065110.1
OG0000650	NP_509702.3	6183.Smp_029520.1, 6183.Smp_148580.1
OG0000651	NP_497105.3, NP_499230.2, NP_500831.2	
OG0000652	NP_494570.1, NP_494571.1	6183.Smp_138860.1
OG0000653	NP_492170.2, NP_492171.2	6183.Smp_210090.1
OG0000654	NP_505507.1, NP_505508.1	6183.Smp_018760.1
OG0000655	NP_508776.1, NP_508777.1	6183.Smp_174690.1
OG0000656	NP_494973.3, NP_494974.3	6183.Smp_004120.1
OG0000657	NP_497655.1, NP_497656.2	6183.Smp_045040.1
OG0000658	NP_501315.1, NP_501316.2	6183.Smp_060860.1
OG0000659	NP_491231.2	6183.Smp_138440.1, 6183.Smp_176060.1
OG0000660	NP_497203.1	6183.Smp_037400.1, 6183.Smp_134020.1
OG0000661	NP_492198.1, NP_494824.1, NP_494922.2	
OG0000662	NP_509953.1, NP_510350.2, NP_510698.2	
OG0000663	NP_499031.3	6183.Smp_036180.1, 6183.Smp_163080.1
OG0000664	NP_502544.1	6183.Smp_022870.1, 6183.Smp_178740.1
OG0000665	NP_499488.3, NP_508923.2	6183.Smp_009150.1
OG0000666	NP_502367.3, NP_509509.1	6183.Smp_143830.1
OG0000667	NP_502373.3, NP_503978.1, NP_504369.1	
OG0000668	NP_492563.1, NP_505915.1	6183.Smp_000190.1
OG0000669	NP_498237.2, NP_498537.1, NP_500815.2	
OG0000670	NP_491270.2, NP_492397.4, NP_501228.1	
OG0000671	NP_499007.1, NP_499014.1	6183.Smp_143300.1
OG0000672	NP_500134.2, NP_501957.1, NP_504660.1	
OG0000673	NP_496734.4, NP_506862.2, NP_508174.2	
OG0000674	NP_498177.1, NP_499983.2, NP_508843.1	
OG0000675	NP_491767.3, NP_502002.1, NP_509087.1	
OG0000676	NP_493671.2, NP_501928.1, NP_501929.1	
OG0000677	NP_506267.1, NP_508280.1	6183.Smp_127730.1
OG0000678	NP_495284.1	6183.Smp_163970.1, 6183.Smp_172590.1
OG0000679	NP_491002.2, NP_493960.3, NP_505905.2	
OG0000680	NP_499918.1	6183.Smp_131870.1, 6183.Smp_146400.1
OG0000681	NP_505751.1	6183.Smp_010160.1, 6183.Smp_168350.1
OG0000682	NP_492960.1, NP_492961.1	6183.Smp_094130.1
OG0000683	NP_497173.1, NP_498631.2	6183.Smp_162080.1
OG0000684	NP_492337.1	6183.Smp_141010.1, 6183.Smp_163750.1
OG0000685	NP_503825.2, NP_503826.2, NP_507653.2	
OG0000686	NP_500787.1	6183.Smp_138770.1, 6183.Smp_177250.1
OG0000687	NP_493106.1, NP_501564.1	6183.Smp_153490.1
OG0000688	NP_497719.1, NP_509566.1	6183.Smp_026930.1
OG0000689	NP_504653.2, NP_504654.1	6183.Smp_168800.2
OG0000690	NP_493402.1, NP_508851.1, NP_508852.3	
OG0000691	NP_495666.4, NP_495667.2	6183.Smp_049380.1
OG0000692	NP_491349.1, NP_491350.1	6183.Smp_048240.1
OG0000693	NP_491173.1	6183.Smp_070190.1, 6183.Smp_168890.1
OG0000694	NP_508124.1	6183.Smp_147950.1, 6183.Smp_164080.1
OG0000695	NP_499692.1, NP_510091.2	6183.Smp_176100.1
OG0000696	NP_498808.2	6183.Smp_080550.1, 6183.Smp_133350.1
OG0000697	NP_500799.2, NP_500981.3, NP_501078.1	
OG0000698	NP_502370.1, NP_505412.2, NP_509260.1	
OG0000699	NP_504644.1, NP_505971.2	6183.Smp_095580.1
OG0000700	NP_500871.1, NP_500872.1	6183.Smp_002080.1
OG0000701	NP_497019.2, NP_507590.2	6183.Smp_161220.1
OG0000702	NP_505458.1, NP_507627.1, NP_507904.2	
OG0000703	NP_503382.1, NP_503383.1, NP_504682.1	
OG0000704	NP_493866.1, NP_493904.1	6183.Smp_139240.1
OG0000705	NP_506002.2, NP_506790.1, NP_507186.3	
OG0000706	NP_492210.2	6183.Smp_010280.1, 6183.Smp_027000.1
OG0000707	NP_506205.1, NP_509242.1, NP_509243.1	
OG0000708	NP_492143.1, NP_501390.1	6183.Smp_171860.1
OG0000709	NP_499464.1, NP_502317.1	6183.Smp_068280.1
OG0000710	NP_508448.1	6183.Smp_011150.1, 6183.Smp_173480.1
OG0000711	NP_504283.1, NP_506475.1, NP_506480.1	
OG0000712	NP_501459.1, NP_508803.3	6183.Smp_042440.1
OG0000713	NP_501868.1, NP_501869.1	6183.Smp_075870.2
OG0000714	NP_502580.2, NP_502581.2	6183.Smp_063340.1
OG0000715	NP_499446.1	6183.Smp_101670.1, 6183.Smp_170160.1
OG0000716	NP_496520.1, NP_500610.1	6183.Smp_196270.1
OG0000717	NP_501719.1, NP_510071.1, NP_510077.1	
OG0000718	NP_500242.2, NP_509615.3, NP_509616.1	
OG0000719	NP_492598.1	6183.Smp_058690.1, 6183.Smp_058700.1
OG0000720	NP_503558.1, NP_503560.2, NP_507175.2	
OG0000721	NP_498737.1, NP_502816.2	6183.Smp_030690.1
OG0000722	NP_496795.1, NP_501542.1, NP_505069.1	
OG0000723	NP_505926.2, NP_505927.2	6183.Smp_087320.1
OG0000724	NP_507861.1, NP_508054.1	6183.Smp_072950.1
OG0000725	NP_491892.1, NP_502288.1	6183.Smp_140180.1
OG0000726	NP_498483.1, NP_498484.1	6183.Smp_126840.1
OG0000727	NP_499926.1, NP_501178.1	6183.Smp_154470.1
OG0000728	NP_493353.3, NP_495833.1	6183.Smp_066930.1
OG0000729	NP_498574.2, NP_499549.1	6183.Smp_015860.1
OG0000730	NP_493258.1, NP_508205.1, NP_508910.3	
OG0000731	NP_497936.2, NP_505713.1	6183.Smp_175210.1
OG0000732	NP_496385.1, NP_500964.1	6183.Smp_175550.1
OG0000733	NP_506658.1	6183.Smp_020370.1, 6183.Smp_058240.1
OG0000734	NP_494789.1, NP_494790.2	6183.Smp_092390.1
OG0000735	NP_491748.1, NP_491749.2	6183.Smp_130600.1
OG0000736	NP_502348.1, NP_502349.1	6183.Smp_196510.1
OG0000737	NP_491902.4	6183.Smp_177280.1, 6183.Smp_186740.1
OG0000738	NP_491855.1	6183.Smp_142550.1, 6183.Smp_163440.1
OG0000739	NP_496579.3	6183.Smp_161010.1, 6183.Smp_210660.1
OG0000740	NP_507241.2, NP_508475.2	6183.Smp_059150.1
OG0000741	NP_491362.1	6183.Smp_058050.1, 6183.Smp_153400.1
OG0000742	NP_505825.1, NP_505826.1	6183.Smp_089180.1
OG0000743	NP_499162.2	6183.Smp_000710.1, 6183.Smp_196290.1
OG0000744	NP_495453.1, NP_495454.1	6183.Smp_104470.1
OG0000745	NP_490938.3	6183.Smp_164340.1, 6183.Smp_169130.1
OG0000746	NP_499022.1, NP_509399.2, NP_509400.3	
OG0000747	NP_493778.1	6183.Smp_047860.1, 6183.Smp_084340.1
OG0000748	NP_503132.3	6183.Smp_068720.1, 6183.Smp_146810.1
OG0000749	NP_497505.4	6183.Smp_141590.2, 6183.Smp_144430.1
OG0000750	NP_498813.1, NP_508771.1	6183.Smp_039130.1
OG0000751	NP_491642.2, NP_491643.2	6183.Smp_026040.1
OG0000752	NP_509108.1, NP_509109.1	6183.Smp_176410.1
OG0000753	NP_498394.1	6183.Smp_156020.1, 6183.Smp_156040.1
OG0000754	NP_496909.1	6183.Smp_120980.1, 6183.Smp_128970.1
OG0000755	NP_495787.2	6183.Smp_131420.1, 6183.Smp_203220.1
OG0000756	NP_508169.2	6183.Smp_153310.1, 6183.Smp_210870.1
OG0000757	NP_493543.1, NP_498784.1	6183.Smp_175960.1
OG0000758	NP_496987.1, NP_496988.1	6183.Smp_142770.1
OG0000759	NP_493548.1, NP_510342.1	6183.Smp_137150.1
OG0000760	NP_501748.1, NP_501749.1	6183.Smp_138400.1
OG0000761	NP_497896.1	6183.Smp_036980.1, 6183.Smp_165560.1
OG0000762	NP_503420.3, NP_508185.2	6183.Smp_148450.1
OG0000763	NP_493676.1, NP_494804.2, NP_510072.1	
OG0000764	NP_491915.2	6183.Smp_156890.1, 6183.Smp_158720.1
OG0000765	NP_492861.1, NP_496363.1	6183.Smp_171070.1
OG0000766	NP_494772.1, NP_494773.1	6183.Smp_024970.1
OG0000767	NP_500566.1, NP_500567.1	6183.Smp_152570.1
OG0000768	NP_499309.1	6183.Smp_052460.1, 6183.Smp_150270.1
OG0000769	NP_495916.1, NP_502683.2	6183.Smp_136740.1
OG0000770	NP_491737.1, NP_491738.2, NP_492366.1	
OG0000771	NP_497351.3	6183.Smp_132270.1, 6183.Smp_145490.1
OG0000772	NP_508085.2, NP_509928.3	6183.Smp_135510.1
OG0000773	NP_497694.3, NP_497695.3	6183.Smp_138150.1
OG0000774	NP_496590.1, NP_499104.1, NP_499105.1	
OG0000775	NP_508988.3	6183.Smp_130480.1, 6183.Smp_207030.1
OG0000776	NP_491343.1	6183.Smp_042210.1, 6183.Smp_145740.1
OG0000777	NP_500371.1, NP_503252.3, NP_503604.2	
OG0000778	NP_496067.1, NP_496524.1	6183.Smp_178850.1
OG0000779	NP_499293.2	6183.Smp_168450.1, 6183.Smp_193030.1
OG0000780	NP_504838.1	6183.Smp_071770.1, 6183.Smp_160090.1
OG0000781	NP_506133.2, NP_506134.3	6183.Smp_078610.1
OG0000782	NP_508216.1	6183.Smp_003140.1, 6183.Smp_042550.1
OG0000783	NP_491797.1, NP_497314.1, NP_498100.1	
OG0000784	NP_491956.1, NP_491957.1	6183.Smp_127840.1
OG0000785	NP_491302.1	6183.Smp_030860.1, 6183.Smp_162310.1
OG0000786	NP_497974.1, NP_498054.2	6183.Smp_197640.1
OG0000787	NP_491198.1, NP_504944.2	6183.Smp_087760.1
OG0000788	NP_497790.2	6183.Smp_037930.1, 6183.Smp_061500.1
OG0000789	NP_506246.1, NP_509700.2	6183.Smp_067390.1
OG0000790	NP_505173.2, NP_505174.3	6183.Smp_149630.1
OG0000791	NP_508973.3	6183.Smp_146360.1, 6183.Smp_177240.1
OG0000792	NP_492942.1, NP_493077.1	6183.Smp_193750.1
OG0000793	NP_493947.1, NP_493948.1	6183.Smp_028140.1
OG0000794	NP_490714.1, NP_502918.1, NP_508017.2	
OG0000795	NP_491489.1, NP_504162.2	6183.Smp_198210.1
OG0000796	NP_499588.1, NP_510384.2	6183.Smp_135660.1
OG0000797	NP_503545.1, NP_504634.2	6183.Smp_172730.1
OG0000798	NP_491001.2, NP_492338.1	6183.Smp_054430.1
OG0000799	NP_505856.1, NP_510223.1	6183.Smp_068220.1
OG0000800	NP_496269.1, NP_509196.2	6183.Smp_198530.1
OG0000801	NP_503655.2, NP_503681.2, NP_510308.1	
OG0000802	NP_504684.2	6183.Smp_142970.1, 6183.Smp_142980.1
OG0000803	NP_507242.1	6183.Smp_076550.1, 6183.Smp_086450.1
OG0000804	NP_494208.2, NP_500785.1, NP_503119.1	
OG0000805	NP_491527.1	6183.Smp_161460.1, 6183.Smp_163030.1
OG0000806	NP_501481.2, NP_501883.1, NP_504743.3	
OG0000807	NP_497284.1, NP_510012.2, NP_510521.1	
OG0000808	NP_499472.1	6183.Smp_000530.1, 6183.Smp_157270.1
OG0000809	NP_506611.1	6183.Smp_164160.1, 6183.Smp_207060.1
OG0000810	NP_506260.1	6183.Smp_030000.1, 6183.Smp_083870.1
OG0000811	NP_491463.2, NP_491464.2	6183.Smp_164250.1
OG0000812	NP_491473.1, NP_491635.1	6183.Smp_080130.1
OG0000813	NP_490776.3, NP_492003.2, NP_492177.2	
OG0000814	NP_493388.1	6183.Smp_003620.1, 6183.Smp_060070.1
OG0000815	NP_490811.3, NP_499182.1	6183.Smp_047440.1
OG0000816	NP_510713.1	6183.Smp_014010.1, 6183.Smp_161550.1
OG0000817	NP_500648.2	6183.Smp_020450.1, 6183.Smp_164450.1
OG0000818	NP_492644.2	6183.Smp_124780.1, 6183.Smp_135110.1
OG0000819	NP_505171.1, NP_508412.1	6183.Smp_015070.1
OG0000820	NP_493696.1, NP_504132.1	6183.Smp_082030.1
OG0000821	NP_492730.2, NP_504502.1	6183.Smp_128980.1
OG0000822	NP_492408.2, NP_510627.1	6183.Smp_011120.1
OG0000823	NP_498325.1, NP_498326.1	6183.Smp_121420.1
OG0000824	NP_497603.3	6183.Smp_141280.1, 6183.Smp_162450.1
OG0000825	NP_495093.1, NP_495096.1	6183.Smp_039180.1
OG0000826	NP_502104.1	6183.Smp_008360.1, 6183.Smp_008400.1
OG0000827	NP_501004.2, NP_501005.2	6183.Smp_050430.1
OG0000828	NP_498423.1, NP_510569.1	6183.Smp_127340.1
OG0000829	NP_497567.1, NP_497568.1	6183.Smp_096780.1
OG0000830	NP_502124.1, NP_502125.1	6183.Smp_025560.1
OG0000831	NP_496405.1	6183.Smp_025690.1, 6183.Smp_178810.1
OG0000832	NP_497707.1, NP_498908.2	6183.Smp_171890.1
OG0000833	NP_510634.1	6183.Smp_000320.1, 6183.Smp_194720.1
OG0000834	NP_501511.1	6183.Smp_014020.1, 6183.Smp_210250.1
OG0000835	NP_498649.1, NP_499005.2	6183.Smp_165350.1
OG0000836	NP_491108.2	6183.Smp_173890.1, 6183.Smp_212510.1
OG0000837	NP_500024.1	6183.Smp_044470.1, 6183.Smp_077400.1
OG0000838	NP_493549.1, NP_501256.1	6183.Smp_145900.1
OG0000839	NP_507526.1, NP_507528.1	6183.Smp_054540.1
OG0000840	NP_493569.1, NP_498689.2	6183.Smp_176760.1
OG0000841	NP_494696.1, NP_496399.1	6183.Smp_085240.2
OG0000842	NP_500635.3, NP_508949.1	6183.Smp_071880.1
OG0000843	NP_497618.1	6183.Smp_144000.1, 6183.Smp_144010.1
OG0000844	NP_510236.1	6183.Smp_071390.1, 6183.Smp_197230.1
OG0000845	NP_490911.1	6183.Smp_013460.1, 6183.Smp_127650.1
OG0000846	NP_501770.1, NP_501771.1	6183.Smp_169640.1
OG0000847	NP_498293.1	6183.Smp_060620.1, 6183.Smp_097180.1
OG0000848	NP_495306.1, NP_503027.1	6183.Smp_068420.1
OG0000849	NP_498349.1	6183.Smp_027610.1, 6183.Smp_131450.1
OG0000850	NP_506479.1	6183.Smp_026390.1, 6183.Smp_138890.2
OG0000851	NP_492567.3, NP_494837.2	6183.Smp_033020.1
OG0000852	NP_505741.2, NP_509929.2	6183.Smp_103210.1
OG0000853	NP_502898.1, NP_503061.1, NP_503062.1	
OG0000854	NP_495987.1, NP_508620.1	6183.Smp_038210.1
OG0000855	NP_501843.1, NP_508150.1	6183.Smp_009830.1
OG0000856	NP_496151.1	6183.Smp_001360.1, 6183.Smp_032810.1
OG0000857	NP_497796.1, NP_500335.1	6183.Smp_200020.1
OG0000858	NP_504235.2	6183.Smp_035190.2, 6183.Smp_199010.1
OG0000859	NP_496942.1, NP_499132.1	6183.Smp_040710.1
OG0000860	NP_497072.1, NP_497727.1	6183.Smp_035800.1
OG0000861	NP_509165.1	6183.Smp_146840.1, 6183.Smp_151310.1
OG0000862	NP_508166.1	6183.Smp_130070.1, 6183.Smp_132700.1
OG0000863	NP_509791.4	6183.Smp_082740.1, 6183.Smp_151580.1
OG0000864	NP_494706.2	6183.Smp_012580.1, 6183.Smp_155990.1
OG0000865	NP_496318.1, NP_496319.1	6183.Smp_153520.1
OG0000866	NP_491559.1, NP_491560.1	6183.Smp_066760.2
OG0000867	NP_508681.3, NP_510116.2	6183.Smp_171690.1
OG0000868	NP_498717.1, NP_502523.1, NP_502524.2	
OG0000869	NP_493472.1, NP_500411.3, NP_502846.2	
OG0000870	NP_502803.3	6183.Smp_139520.1, 6183.Smp_141030.1
OG0000871	NP_507060.2, NP_508547.1	6183.Smp_167770.1
OG0000872	NP_497759.1	6183.Smp_095290.1, 6183.Smp_164740.1
OG0000873	NP_500977.2	6183.Smp_062560.1, 6183.Smp_068680.1
OG0000874	NP_503965.2	6183.Smp_118970.1, 6183.Smp_139180.1
OG0000875	NP_506316.1, NP_506317.2	6183.Smp_123810.1
OG0000876	NP_502838.3	6183.Smp_165660.1, 6183.Smp_199610.1
OG0000877	NP_509342.1	6183.Smp_062950.1, 6183.Smp_176510.1
OG0000878	NP_499680.1, NP_509031.2, NP_509295.3	
OG0000879	NP_490875.1, NP_491197.3, NP_493582.3	
OG0000880	NP_501888.2	6183.Smp_130690.1, 6183.Smp_132000.1
OG0000881	NP_505689.2, NP_509531.1, NP_509532.1	
OG0000882	NP_494910.2	6183.Smp_065530.1, 6183.Smp_103680.1
OG0000883	NP_503544.2, NP_509076.1	6183.Smp_179810.1
OG0000884	NP_495282.1, NP_499624.2, NP_507814.1	
OG0000885	NP_498710.2, NP_503167.1, NP_510359.3	
OG0000886	NP_509920.3	6183.Smp_123300.1, 6183.Smp_155050.1
OG0000887	NP_498211.1	6183.Smp_080120.2, 6183.Smp_144390.1
OG0000888	NP_510833.3	6183.Smp_123350.1, 6183.Smp_203500.1
OG0000889	NP_493193.1, NP_510477.1	6183.Smp_199690.1
OG0000890	NP_497784.1, NP_497785.1	6183.Smp_012780.1
OG0000891	NP_495680.1	6183.Smp_124340.1, 6183.Smp_162060.1
OG0000892	NP_498664.3	6183.Smp_190090.1, 6183.Smp_198800.1
OG0000893	NP_503512.1	6183.Smp_057620.1, 6183.Smp_159490.1
