Orthogroup	Total	kog_elegans_pos_go	protein_mansoni
OG0002651	2	NP_492304.1	6183.Smp_149570.1
OG0002652	2	NP_509099.2	6183.Smp_204720.1
OG0002653	2	NP_502294.1	6183.Smp_212540.1
OG0002654	2	NP_508149.1	6183.Smp_173860.1
OG0002656	2	NP_495300.2	6183.Smp_157840.1
OG0002658	2	NP_491193.2	6183.Smp_141660.1
OG0002659	2	NP_495584.4	6183.Smp_174920.1
OG0002660	2	NP_498416.2	6183.Smp_152140.1
OG0002661	2	NP_502036.1	6183.Smp_042230.1
OG0002662	2	NP_499061.2	6183.Smp_008610.1
OG0002663	2	NP_506105.2	6183.Smp_049930.1
OG0002664	2	NP_509879.2	6183.Smp_174410.1
OG0002665	2	NP_492498.1	6183.Smp_074870.1
OG0002666	2	NP_496268.2	6183.Smp_041960.1
OG0002667	2	NP_510453.1	6183.Smp_194670.1
OG0002668	2	NP_508151.1	6183.Smp_174580.1
OG0002669	2	NP_505761.1	6183.Smp_164050.1
OG0002670	2	NP_495088.1	6183.Smp_136270.1
OG0002671	2	NP_509023.1	6183.Smp_023470.1
OG0002672	2	NP_500688.2	6183.Smp_062070.2
OG0002673	2	NP_498307.1	6183.Smp_167880.1
OG0002674	2	NP_505415.2	6183.Smp_153460.1
OG0002675	2	NP_506638.2	6183.Smp_029890.1
OG0002676	2	NP_497686.2	6183.Smp_039390.1
OG0002677	2	NP_508183.1	6183.Smp_126080.1
OG0002678	2	NP_508025.1	6183.Smp_049140.1
OG0002679	2	NP_498510.1	6183.Smp_046550.1
OG0002680	2	NP_503010.2	6183.Smp_210330.1
OG0002681	2	NP_502187.1	6183.Smp_026090.1
OG0002682	2	NP_496281.1	6183.Smp_012410.1
OG0002683	2	NP_491216.2	6183.Smp_126770.2
OG0002684	2	NP_496426.1	6183.Smp_128810.1
OG0002685	2	NP_501344.1	6183.Smp_123165.1
OG0002686	2	NP_509874.1	6183.Smp_069810.1
OG0002687	2	NP_496289.2	6183.Smp_210960.1
OG0002688	2	NP_506393.1	6183.Smp_162920.1
OG0002689	2	NP_502268.2	6183.Smp_192000.1
OG0002690	2	NP_501798.1	6183.Smp_159870.1
OG0002691	2	NP_501822.1	6183.Smp_145140.1
OG0002692	2	NP_493668.1	6183.Smp_196930.1
OG0002693	2	NP_498476.1	6183.Smp_104630.1
OG0002694	2	NP_499164.1	6183.Smp_210290.1
OG0002695	2	NP_506712.4	6183.Smp_019900.1
OG0002696	2	NP_509871.2	6183.Smp_075450.1
OG0002697	2	NP_492376.1	6183.Smp_132210.1
OG0002698	2	NP_496280.1	6183.Smp_210450.1
OG0002699	2	NP_506683.2	6183.Smp_159340.1
OG0002700	2	NP_496320.4	6183.Smp_137390.1
OG0002701	2	NP_495708.1	6183.Smp_011710.1
OG0002702	2	NP_508879.4	6183.Smp_088940.1
OG0002703	2	NP_500631.1	6183.Smp_015880.1
OG0002704	2	NP_509040.2	6183.Smp_173120.1
OG0002706	2	NP_495496.2	6183.Smp_035500.1
OG0002707	2	NP_499696.2	6183.Smp_037290.1
OG0002708	2	NP_497940.2	6183.Smp_000950.1
OG0002709	2	NP_490666.2	6183.Smp_090820.1
OG0002710	2	NP_503731.1	6183.Smp_160950.1
OG0002711	2	NP_498156.1	6183.Smp_035090.2
OG0002712	2	NP_492469.1	6183.Smp_050110.1
OG0002713	2	NP_501285.1	6183.Smp_026460.1
OG0002714	2	NP_499001.1	6183.Smp_000470.1
OG0002717	2	NP_491172.2	6183.Smp_007500.1
OG0002718	2	NP_508880.2	6183.Smp_001940.1
OG0002720	2	NP_504694.1	6183.Smp_172440.1
OG0002721	2	NP_499801.1	6183.Smp_210930.1
OG0002722	2	NP_510720.1	6183.Smp_162140.1
OG0002723	2	NP_499684.1	6183.Smp_092810.1
OG0002724	2	NP_492752.1	6183.Smp_058150.1
OG0002725	2	NP_509976.1	6183.Smp_169300.1
OG0002726	2	NP_509239.1	6183.Smp_059670.1
OG0002727	2	NP_492025.1	6183.Smp_010260.1
OG0002728	2	NP_498223.2	6183.Smp_102960.1
OG0002729	2	NP_498632.1	6183.Smp_207000.1
OG0002730	2	NP_495800.1	6183.Smp_131860.1
OG0002731	2	NP_499760.1	6183.Smp_086210.1
OG0002732	2	NP_508203.1	6183.Smp_011740.1
OG0002733	2	NP_500186.1	6183.Smp_076860.1
OG0002734	2	NP_510258.2	6183.Smp_194240.1
OG0002735	2	NP_502972.2	6183.Smp_029750.1
OG0002736	2	NP_506179.2	6183.Smp_024030.1
OG0002737	2	NP_492675.1	6183.Smp_141820.3
OG0002738	2	NP_495490.1	6183.Smp_151190.1
OG0002739	2	NP_498147.1	6183.Smp_046160.1
OG0002740	2	NP_491116.2	6183.Smp_133850.1
OG0002741	2	NP_497587.1	6183.Smp_061570.1
OG0002742	2	NP_502315.1	6183.Smp_000630.1
OG0002743	2	NP_502279.1	6183.Smp_122970.1
OG0002744	2	NP_491837.2	6183.Smp_168620.1
OG0002745	2	NP_498474.1	6183.Smp_103010.1
OG0002746	2	NP_495406.1	6183.Smp_098340.1
OG0002747	2	NP_504475.1	6183.Smp_052710.1
OG0002748	2	NP_498128.1	6183.Smp_180060.1
OG0002749	2	NP_508168.1	6183.Smp_165750.1
OG0002751	2	NP_493394.1	6183.Smp_128610.1
OG0002752	2	NP_499681.1	6183.Smp_148800.1
OG0002753	2	NP_492063.1	6183.Smp_143780.1
OG0002754	2	NP_510484.1	6183.Smp_088240.1
OG0002756	2	NP_490837.2	6183.Smp_019040.1
OG0002757	2	NP_493553.1	6183.Smp_029230.1
OG0002758	2	NP_498287.1	6183.Smp_136770.1
OG0002759	2	NP_496804.2	6183.Smp_010400.1
OG0002760	2	NP_494764.1	6183.Smp_030290.1
OG0002761	2	NP_497227.1	6183.Smp_062550.1
OG0002762	2	NP_501505.1	6183.Smp_039980.1
OG0002763	2	NP_505061.1	6183.Smp_128300.1
OG0002764	2	NP_509511.1	6183.Smp_158660.1
OG0002765	2	NP_506058.1	6183.Smp_098740.1
OG0002766	2	NP_493741.1	6183.Smp_030920.1
OG0002767	2	NP_492797.1	6183.Smp_004820.1
OG0002768	2	NP_495943.1	6183.Smp_056780.1
OG0002770	2	NP_501583.1	6183.Smp_039970.1
OG0002771	2	NP_497205.1	6183.Smp_198680.1
OG0002772	2	NP_500273.2	6183.Smp_042400.1
OG0002773	2	NP_505769.2	6183.Smp_160460.1
OG0002774	2	NP_500901.2	6183.Smp_139110.1
OG0002775	2	NP_508020.1	6183.Smp_073270.1
OG0002776	2	NP_502350.1	6183.Smp_207070.1
OG0002779	2	NP_492677.1	6183.Smp_041480.2
OG0002780	2	NP_491411.1	6183.Smp_164650.1
OG0002781	2	NP_497731.1	6183.Smp_139200.1
OG0002782	2	NP_491936.3	6183.Smp_103740.1
OG0002783	2	NP_509362.1	6183.Smp_147650.1
OG0002785	2	NP_510437.2	6183.Smp_132540.1
OG0002786	2	NP_502530.1	6183.Smp_157070.1
OG0002787	2	NP_493346.1	6183.Smp_128420.1
OG0002788	2	NP_499481.2	6183.Smp_030030.1
OG0002789	2	NP_491372.1	6183.Smp_054070.1
OG0002790	2	NP_509778.2	6183.Smp_128790.1
OG0002791	2	NP_496324.1	6183.Smp_000890.1
OG0002792	2	NP_509947.1	6183.Smp_049330.1
OG0002796	2	NP_490860.1	6183.Smp_210860.1
OG0002797	2	NP_500281.1	6183.Smp_152190.1
OG0002798	2	NP_510673.1	6183.Smp_018360.1
OG0002799	2	NP_492671.1	6183.Smp_129950.1
OG0002800	2	NP_492583.1	6183.Smp_085530.1
OG0002801	2	NP_509054.1	6183.Smp_133180.2
OG0002802	2	NP_501910.1	6183.Smp_052140.1
OG0002803	2	NP_495478.1	6183.Smp_101370.1
OG0002804	2	NP_491304.1	6183.Smp_076040.3
OG0002805	2	NP_492478.2	6183.Smp_168130.1
OG0002806	2	NP_491494.2	6183.Smp_166420.1
OG0002807	2	NP_490730.2	6183.Smp_052350.1
OG0002808	2	NP_504839.1	6183.Smp_163880.1
OG0002809	2	NP_491766.2	6183.Smp_127380.1
OG0002810	2	NP_492440.1	6183.Smp_169140.1
OG0002811	2	NP_501915.2	6183.Smp_158310.1
OG0002812	2	NP_491406.2	6183.Smp_020060.1
OG0002813	2	NP_497264.2	6183.Smp_143240.1
OG0002814	2	NP_510660.1	6183.Smp_154600.1
OG0002816	2	NP_500975.2	6183.Smp_035160.1
OG0002817	2	NP_496368.1	6183.Smp_146320.1
OG0002818	2	NP_493572.2	6183.Smp_139220.1
OG0002819	2	NP_499392.1	6183.Smp_137040.1
OG0002820	2	NP_505461.1	6183.Smp_003130.1
OG0002822	2	NP_495033.2	6183.Smp_126350.1
OG0002825	2	NP_491322.2	6183.Smp_096320.1
OG0002826	2	NP_509306.2	6183.Smp_210650.1
OG0002827	2	NP_496539.2	6183.Smp_012150.1
OG0002828	2	NP_499686.2	6183.Smp_210390.1
OG0002829	2	NP_501258.1	6183.Smp_068580.1
OG0002830	2	NP_499493.1	6183.Smp_017660.1
OG0002831	2	NP_491531.2	6183.Smp_083540.1
OG0002833	2	NP_509635.2	6183.Smp_163920.1
OG0002835	2	NP_492190.2	6183.Smp_130740.1
OG0002836	2	NP_500198.1	6183.Smp_074700.1
OG0002837	2	NP_496154.1	6183.Smp_194940.1
OG0002838	2	NP_499492.1	6183.Smp_042060.1
OG0002839	2	NP_493581.1	6183.Smp_127660.1
OG0002840	2	NP_492778.1	6183.Smp_054450.1
OG0002841	2	NP_499334.2	6183.Smp_064600.1
OG0002842	2	NP_510487.1	6183.Smp_032790.1
OG0002843	2	NP_491159.3	6183.Smp_124930.1
OG0002844	2	NP_498909.1	6183.Smp_123950.1
OG0002845	2	NP_499776.1	6183.Smp_148920.1
OG0002846	2	NP_505017.1	6183.Smp_180810.1
OG0002848	2	NP_492277.1	6183.Smp_020120.1
OG0002849	2	NP_495593.2	6183.Smp_059910.3
OG0002850	2	NP_491386.2	6183.Smp_026670.1
OG0002851	2	NP_495591.2	6183.Smp_156860.1
OG0002852	2	NP_499930.2	6183.Smp_130490.1
OG0002853	2	NP_501284.1	6183.Smp_045930.1
OG0002854	2	NP_496416.1	6183.Smp_159910.1
OG0002855	2	NP_498273.1	6183.Smp_061580.2
OG0002857	2	NP_510498.1	6183.Smp_071380.4
OG0002858	2	NP_495907.1	6183.Smp_048830.1
OG0002859	2	NP_497456.2	6183.Smp_013050.1
OG0002860	2	NP_491522.1	6183.Smp_196030.1
OG0002861	2	NP_508402.1	6183.Smp_152010.1
OG0002862	2	NP_499234.2	6183.Smp_176530.1
OG0002863	2	NP_491972.1	6183.Smp_102820.1
OG0002864	2	NP_006958.1	6183.Smp_900070.1
OG0002865	2	NP_006959.1	6183.Smp_900060.1
OG0002866	2	NP_006964.1	6183.Smp_900050.1
OG0002867	2	NP_496193.1	6183.Smp_163260.1
OG0002868	2	NP_497624.3	6183.Smp_022540.1
OG0002869	2	NP_509921.1	6183.Smp_083380.1
OG0002870	2	NP_492248.1	6183.Smp_086910.1
OG0002871	2	NP_492097.1	6183.Smp_068990.1
OG0002875	2	NP_495839.2	6183.Smp_044260.1
OG0002878	2	NP_496564.2	6183.Smp_011960.1
OG0002879	2	NP_501634.1	6183.Smp_169920.1
OG0002880	2	NP_006962.1	6183.Smp_900010.1
OG0002881	2	NP_006961.1	6183.Smp_900000.1
OG0002882	2	NP_006955.1	6183.Smp_900110.1
OG0002883	2	NP_492355.1	6183.Smp_036390.1
OG0002884	2	NP_497550.1	6183.Smp_102490.1
OG0002885	2	NP_510744.1	6183.Smp_166050.1
OG0002886	2	NP_507807.1	6183.Smp_083970.1
OG0002887	2	NP_508799.1	6183.Smp_149880.1
OG0002888	2	NP_006960.1	6183.Smp_900090.1
OG0002889	2	NP_492550.3	6183.Smp_074260.1
