Orthogroup	costa_droso_pos_go	protein_mansoni
OG0001172		6183.Smp_173620.1, 6183.Smp_197710.1
OG0001173		6183.Smp_173890.1, 6183.Smp_212510.1
OG0001174		6183.Smp_174270.1, 6183.Smp_174290.1
OG0001175		6183.Smp_175530.1, 6183.Smp_175540.1
OG0001176		6183.Smp_176770.1, 6183.Smp_211000.1
OG0001177		6183.Smp_177280.1, 6183.Smp_186740.1
OG0001178		6183.Smp_179580.1, 6183.Smp_185180.1
OG0001179		6183.Smp_179630.1, 6183.Smp_193650.1
OG0001180		6183.Smp_182360.1, 6183.Smp_185900.1
OG0001181		6183.Smp_182410.1, 6183.Smp_184380.1
OG0001182		6183.Smp_182930.1, 6183.Smp_183570.1
OG0001183		6183.Smp_182940.1, 6183.Smp_203030.1
OG0001184		6183.Smp_183020.1, 6183.Smp_186130.1
OG0001185		6183.Smp_184710.1, 6183.Smp_185170.1
OG0001186		6183.Smp_185080.1, 6183.Smp_201050.1
OG0001187		6183.Smp_185130.1, 6183.Smp_190210.1
OG0001188		6183.Smp_185360.1, 6183.Smp_186610.1
OG0001189		6183.Smp_185430.1, 6183.Smp_205950.1
OG0001190		6183.Smp_186470.1, 6183.Smp_186490.1
OG0001191		6183.Smp_189110.1, 6183.Smp_189120.1
OG0001192		6183.Smp_190090.1, 6183.Smp_198800.1
OG0001193		6183.Smp_191690.1, 6183.Smp_193270.1
OG0001194		6183.Smp_199550.1, 6183.Smp_205430.1
OG0001195		6183.Smp_200120.1, 6183.Smp_205330.1
OG0001196		6183.Smp_200710.1, 6183.Smp_212350.1
OG0001197		6183.Smp_201520.1, 6183.Smp_201530.1
OG0001198		6183.Smp_201650.1, 6183.Smp_205220.1
OG0001199		6183.Smp_203080.1, 6183.Smp_205170.1
OG0001200		6183.Smp_203550.1, 6183.Smp_204370.1
OG0001201		6183.Smp_205080.1, 6183.Smp_205090.1
OG0001202		6183.Smp_205150.1, 6183.Smp_205160.1
OG0001203		6183.Smp_205650.1, 6183.Smp_205710.1
OG0001204		6183.Smp_206230.1, 6183.Smp_206240.1
