Orthogroup	Total	protein_mansoni	resultado_cel	resultado_dme	resultado_sce
OG0002029	4	6183.Smp_070070.1	NP_504203.1	AAF52120.1	NP_012626.1
OG0002030	4	6183.Smp_070130.1	NP_499552.1	NP_572335.1	NP_013175.1
OG0002032	4	6183.Smp_070690.1	NP_495712.1	NP_477397.1	NP_012903.1
OG0002033	4	6183.Smp_070710.1	NP_493027.1	NP_477380.1	NP_012368.1
OG0002034	4	6183.Smp_070760.1	NP_502172.1	AAF52462.2	NP_014292.3
OG0002035	4	6183.Smp_070780.1	NP_493274.1	NP_612044.1	NP_009575.1
OG0002036	4	6183.Smp_071000.1	NP_497346.2	AAF52481.1	NP_010651.3
OG0002038	4	6183.Smp_071970.1	NP_495940.1	AAF49542.4	NP_012574.1
OG0002040	4	6183.Smp_072140.1	NP_502959.1	NP_477098.1	NP_015491.1
OG0002041	4	6183.Smp_072790.1	NP_498118.1	NP_569872.1	NP_012606.3
OG0002042	4	6183.Smp_072900.1	NP_498126.1	Q9VH95.1	NP_012805.1
OG0002043	4	6183.Smp_073080.2	NP_496099.1	NP_608387.1	NP_014788.1
OG0002044	4	6183.Smp_073200.1	NP_498089.2	AAF56576.2	NP_011703.3
OG0002046	4	6183.Smp_073540.1	NP_498582.1	Q9VCZ8.1	NP_013616.1
OG0002047	4	6183.Smp_073560.2	NP_491439.1	AAF46509.2	NP_014392.3
OG0002048	4	6183.Smp_073570.1	NP_496278.1	NP_524910.1	NP_015513.1
OG0002049	4	6183.Smp_073590.1	NP_500582.1	AAF55974.1	NP_015106.1
OG0002051	4	6183.Smp_074230.1	NP_495544.2	AAF55522.5	NP_012395.1
OG0002052	4	6183.Smp_074470.1	NP_502365.1	NP_610939.2	NP_011633.3
OG0002055	4	6183.Smp_075210.2	NP_495250.2	XP_080392.1	NP_011747.2
OG0002056	4	6183.Smp_075220.1	NP_502558.2	NP_610183.1	NP_012788.2
OG0002057	4	6183.Smp_075560.1	NP_506004.1	AAF54135.1	NP_013377.1
OG0002058	4	6183.Smp_075640.3	NP_496270.1	AAF56216.1	NP_014932.1
OG0002061	4	6183.Smp_075940.1	NP_490929.1	AAF53765.1	NP_011648.3
OG0002063	4	6183.Smp_076530.1	NP_495753.1	NP_523943.1	NP_011418.1
OG0002064	4	6183.Smp_076630.2	NP_492114.2	NP_477332.1	NP_012040.1
OG0002065	4	6183.Smp_076660.1	NP_502177.1	Q9W088.1	NP_012539.1
OG0002066	4	6183.Smp_076880.1	NP_502290.1	AAF49876.1	NP_010241.1
OG0002068	4	6183.Smp_077020.1	NP_496061.2	AAF56847.1	NP_015057.1
OG0002069	4	6183.Smp_077070.1	NP_499450.1	NP_573176.1	NP_012548.1
OG0002070	4	6183.Smp_077230.1	NP_498621.1	Q9VE50.1	NP_011832.1
OG0002071	4	6183.Smp_077400.1	NP_500024.1	AAF49233.1	NP_014404.3
OG0002072	4	6183.Smp_077590.1	NP_498982.1	AAF56315.1	NP_011341.3
OG0002073	4	6183.Smp_077670.1	NP_491075.2	AAF52125.2	NP_014517.1
OG0002075	4	6183.Smp_078310.1	NP_495208.1	AAF56176.1	NP_012201.1
OG0002078	4	6183.Smp_078730.1	NP_491930.1	NP_477224.1	NP_012706.1
OG0002079	4	6183.Smp_079050.1	NP_493176.1	AAF51580.2	NP_012879.1
OG0002080	4	6183.Smp_079240.1	NP_492542.1	NP_609479.1	NP_009811.3
OG0002081	4	6183.Smp_079310.1	NP_505879.1	AAF56382.2	NP_013701.1
OG0002082	4	6183.Smp_079390.1	NP_496781.1	NP_477230.1	NP_010569.3
OG0002083	4	6183.Smp_079750.1	NP_499920.1	NP_611400.1	NP_010368.5
OG0002084	4	6183.Smp_079920.1	NP_495693.1	AAF45977.1	NP_011105.4
OG0002085	4	6183.Smp_080280.1	NP_504355.1	NP_476996.1	NP_014837.1
OG0002086	4	6183.Smp_080550.1	NP_498808.2	AAF55688.1	NP_011689.1
OG0002088	4	6183.Smp_080840.1	NP_505627.1	AAF48180.2	NP_011906.1
OG0002089	4	6183.Smp_081450.1	NP_505573.1	AAF51181.1	NP_010872.1
OG0002090	4	6183.Smp_081510.1	NP_501870.1	AAF48988.1	NP_012292.3
OG0002091	4	6183.Smp_081820.3	NP_495430.1	AAF47807.1	NP_010269.1
OG0002093	4	6183.Smp_082120.1	NP_495286.1	NP_572610.1	NP_010280.1
OG0002094	4	6183.Smp_082710.1	NP_506467.1	AAF56862.1	NP_011468.1
OG0002095	4	6183.Smp_082790.1	NP_502859.2	AAF49614.1	NP_015203.1
OG0002096	4	6183.Smp_082800.1	NP_499317.2	AAF51247.3	NP_010475.1
OG0002097	4	6183.Smp_082810.2	NP_495598.1	NP_523414.1	NP_013330.1
OG0002098	4	6183.Smp_082860.1	NP_507683.2	NP_524826.1	NP_014544.1
OG0002099	4	6183.Smp_083020.1	NP_498092.4	AAF45404.1	NP_014159.1
OG0002101	4	6183.Smp_083120.1	NP_495812.1	NP_609358.1	NP_010663.1
OG0002103	4	6183.Smp_083150.1	NP_506071.1	AAF54042.2	NP_013373.1
OG0002104	4	6183.Smp_083180.2	NP_492523.1	NP_524867.2	NP_010626.1
OG0002108	4	6183.Smp_084380.1	NP_502553.2	AAF55578.2	NP_013379.1
OG0002109	4	6183.Smp_084400.2	NP_508444.1	NP_611536.1	NP_010541.3
OG0002113	4	6183.Smp_084620.1	NP_501750.1	NP_477136.1	NP_013753.1
OG0002114	4	6183.Smp_084740.1	NP_497006.1	AAF52908.1	NP_116665.1
OG0002115	4	6183.Smp_084810.1	NP_498408.1	NP_572236.3	NP_014178.1
OG0002116	4	6183.Smp_084870.1	NP_498068.1	NP_610999.4	NP_010514.3
OG0002117	4	6183.Smp_084900.1	NP_499106.1	AAF56977.1	NP_012951.1
OG0002118	4	6183.Smp_085310.2	NP_498869.1	NP_477300.1	NP_010938.1
OG0002119	4	6183.Smp_085500.1	NP_506055.2	NP_608834.1	NP_015239.1
OG0002120	4	6183.Smp_085520.1	NP_501040.1	NP_524237.1	NP_014977.3
OG0002121	4	6183.Smp_086460.1	NP_498392.2	AAF51302.2	NP_014260.3
OG0002122	4	6183.Smp_086710.1	NP_498174.1	NP_609416.1	NP_014527.1
OG0002123	4	6183.Smp_086900.1	NP_495816.1	NP_524098.2	NP_009723.3
OG0002124	4	6183.Smp_086960.1	NP_492468.2	NP_611097.2	NP_012489.2
OG0002125	4	6183.Smp_087010.1	NP_506017.1	P54358.2	NP_010181.2
OG0002126	4	6183.Smp_087270.1	NP_498201.1	NP_610269.1	NP_011395.1
OG0002127	4	6183.Smp_087440.1	NP_498045.2	NP_511166.2	NP_011736.1
OG0002128	4	6183.Smp_087860.1	NP_502698.2	Q9VTZ6.1	NP_116609.1
OG0002129	4	6183.Smp_087920.1	NP_498037.2	AAF50102.1	NP_015322.1
OG0002130	4	6183.Smp_087980.1	NP_491357.1	NP_572404.1	NP_014733.1
OG0002131	4	6183.Smp_088250.1	NP_497548.2	NP_476848.1	NP_014373.3
OG0002134	4	6183.Smp_089590.1	NP_499174.3	AAF54442.1	NP_010918.1
OG0002136	4	6183.Smp_089640.2	NP_495992.1	NP_477101.1	NP_013059.1
OG0002139	4	6183.Smp_090440.1	NP_499069.1	AAF53963.1	NP_011932.2
OG0002140	4	6183.Smp_090800.1	NP_490843.1	AAF54806.2	NP_116661.1
OG0002141	4	6183.Smp_090860.1	NP_507732.1	NP_524946.1	NP_011639.3
OG0002143	4	6183.Smp_091730.1	NP_492437.1	AAF54838.1	NP_015002.3
OG0002144	4	6183.Smp_091770.1	NP_499882.1	AAF50977.1	NP_012906.3
OG0002145	4	6183.Smp_092170.1	NP_498807.2	AAF47620.1	NP_010575.1
OG0002146	4	6183.Smp_092280.1	NP_496177.2	NP_523668.3	NP_015007.1
OG0002147	4	6183.Smp_092380.1	NP_499144.1	NP_511117.1	NP_009990.1
OG0002151	4	6183.Smp_092530.2	NP_493516.1	NP_572527.2	NP_015354.1
OG0002152	4	6183.Smp_092750.1	NP_492761.1	AAF57188.4	NP_012856.1
OG0002153	4	6183.Smp_092770.1	NP_501854.1	NP_524608.1	NP_014112.1
OG0002155	4	6183.Smp_092950.1	NP_491321.1	NP_610046.4	NP_014797.1
OG0002157	4	6183.Smp_093320.1	NP_492679.1	AAF58753.1	NP_058135.1
OG0002159	4	6183.Smp_093670.1	NP_498228.1	Q9VTU1.3	NP_009776.1
OG0002160	4	6183.Smp_093740.3	NP_501375.2	AAF51221.2	NP_014403.3
OG0002161	4	6183.Smp_093750.2	NP_490930.1	NP_573130.1	NP_012540.3
OG0002164	4	6183.Smp_094020.1	NP_492779.1	Q9VD51.2	NP_014017.1
OG0002165	4	6183.Smp_094050.2	NP_490888.2	NP_610333.1	NP_011889.1
OG0002166	4	6183.Smp_094140.1	NP_499170.1	NP_511065.1	NP_011314.2
OG0002169	4	6183.Smp_094880.1	NP_497961.1	AAF58416.2	NP_010905.1
OG0002171	4	6183.Smp_095150.1	NP_490960.1	Q24208.1	NP_010942.1
OG0002172	4	6183.Smp_095590.1	NP_508023.1	NP_525050.1	NP_014434.1
OG0002173	4	6183.Smp_095680.1	NP_498692.2	AAF47873.1	NP_010185.1
OG0002174	4	6183.Smp_095920.1	NP_493728.1	NP_523434.2	NP_013378.1
OG0002175	4	6183.Smp_096200.1	NP_492379.1	AAF51525.2	NP_013631.1
OG0002177	4	6183.Smp_096360.1	NP_498521.1	AAF48768.2	NP_012602.3
OG0002178	4	6183.Smp_096750.1	NP_498393.1	NP_476938.1	NP_010349.3
OG0002179	4	6183.Smp_096810.1	NP_503141.1	AAF51159.2	NP_013967.1
OG0002180	4	6183.Smp_096910.1	NP_495685.1	AAF52930.2	NP_014644.1
OG0002181	4	6183.Smp_097370.1	NP_491004.1	NP_610001.1	NP_013481.3
OG0002183	4	6183.Smp_097590.1	NP_493377.1	NP_524838.1	NP_011608.1
OG0002184	4	6183.Smp_097620.1	NP_493230.1	NP_610398.1	NP_012636.1
OG0002187	4	6183.Smp_098450.1	NP_496178.1	NP_523429.1	NP_010784.1
OG0002189	4	6183.Smp_098980.1	NP_507718.1	AAF58986.2	NP_011761.3
OG0002190	4	6183.Smp_099170.1	NP_492361.2	NP_477419.1	NP_012243.3
OG0002191	4	6183.Smp_099310.1	NP_507877.1	AAF51978.2	NP_015507.1
OG0002192	4	6183.Smp_099900.1	NP_492148.2	XP_080734.1	NP_014734.2
OG0002193	4	6183.Smp_100030.1	NP_504245.3	AAF49383.1	NP_015107.1
OG0002194	4	6183.Smp_100110.1	NP_501726.1	AAF54617.1	NP_075207.1
OG0002196	4	6183.Smp_100380.1	NP_493627.1	AAF51021.3	NP_012463.1
OG0002197	4	6183.Smp_101240.1	NP_491792.1	NP_572448.1	NP_116631.1
OG0002198	4	6183.Smp_101290.2	NP_505657.1	AAF48621.1	NP_010255.1
OG0002199	4	6183.Smp_101300.1	NP_499295.2	NP_569898.1	NP_015317.1
OG0002201	4	6183.Smp_102040.1	NP_501859.1	NP_477269.1	NP_013834.1
OG0002202	4	6183.Smp_102280.1	NP_491548.1	NP_477100.2	NP_013544.1
OG0002204	4	6183.Smp_102450.1	NP_495445.2	P56175.3	NP_014633.1
OG0002205	4	6183.Smp_102820.1	NP_491972.1	AAF57847.2	NP_012018.1
OG0002206	4	6183.Smp_102840.1	NP_505180.1	NP_523473.2	NP_011859.1
OG0002207	4	6183.Smp_103200.1	NP_499094.1	Q9V7D2.1	NP_010863.1
OG0002208	4	6183.Smp_103460.1	NP_492209.1	NP_524043.1	NP_015087.1
OG0002210	4	6183.Smp_103570.1	NP_508627.5	AAF49104.1	NP_014238.3
OG0002212	4	6183.Smp_103930.5	NP_496282.2	AAF56419.1	NP_014180.1
OG0002213	4	6183.Smp_104330.1	NP_504700.2	AAF54625.1	NP_010432.3
OG0002214	4	6183.Smp_104500.1	NP_499618.1	AAF58378.3	NP_009376.2
OG0002215	4	6183.Smp_104520.1	NP_508187.1	AAF54403.1	NP_011420.3
OG0002216	4	6183.Smp_104580.1	NP_498620.1	NP_610298.2	NP_012414.1
OG0002217	4	6183.Smp_104630.1	NP_498476.1	AAF46145.1	NP_010449.1
OG0002218	4	6183.Smp_104870.1	NP_505763.1	NP_572778.1	NP_015174.1
OG0002219	4	6183.Smp_104960.1	NP_508544.2	AAF58709.1	NP_010756.3
OG0002220	4	6183.Smp_105700.1	NP_496710.1	AAF49564.4	NP_011099.1
OG0002221	4	6183.Smp_105860.1	NP_505950.1	NP_511093.2	NP_009370.1
OG0002222	4	6183.Smp_105930.1	NP_498398.1	AAF56280.2	NP_013956.1
OG0002223	4	6183.Smp_105960.1	NP_501006.1	AAF51678.1	NP_011801.1
OG0002224	4	6183.Smp_106040.1	NP_491541.1	AAF52110.3	NP_009787.3
OG0002225	4	6183.Smp_106130.2	NP_504291.1	AAF58270.1	NP_012579.1
OG0002232	4	6183.Smp_114160.1	NP_497417.2	AAF56060.2	NP_013815.1
OG0002233	4	6183.Smp_115060.1	NP_504837.1	NP_477240.1	NP_009872.1
OG0002235	4	6183.Smp_118750.1	NP_496983.1	AAF49583.1	NP_012762.1
OG0002236	4	6183.Smp_118830.1	NP_501145.1	NP_611539.1	NP_012918.1
OG0002239	4	6183.Smp_119920.1	NP_506690.1	NP_611685.1	NP_010200.1
OG0002240	4	6183.Smp_119980.1	NP_495908.2	AAF52848.1	NP_015231.2
OG0002241	4	6183.Smp_120080.2	NP_499556.1	NP_525122.1	NP_012409.1
OG0002242	4	6183.Smp_120350.1	NP_502358.1	AAF46323.1	NP_011005.1
OG0002243	4	6183.Smp_120360.1	NP_501757.1	NP_524929.1	NP_012485.1
OG0002244	4	6183.Smp_120740.1	NP_495323.1	AAF46853.2	NP_009551.2
OG0002245	4	6183.Smp_121430.2	NP_494913.1	Q9XYN7.1	NP_011020.3
OG0002246	4	6183.Smp_121640.1	NP_507701.1	P41900.2	NP_011519.3
OG0002247	4	6183.Smp_121790.1	NP_492067.1	NP_523598.2	NP_014793.1
OG0002248	4	6183.Smp_121810.1	NP_500150.2	AAF54051.1	NP_012162.3
OG0002249	4	6183.Smp_122780.1	NP_492096.1	AAF47943.1	NP_013486.3
OG0002250	4	6183.Smp_122830.1	NP_499307.1	AAF55196.2	NP_011694.3
OG0002251	4	6183.Smp_122840.1	NP_505024.2	NP_573098.1	NP_015366.1
OG0002253	4	6183.Smp_123240.1	NP_501094.1	NP_572881.1	NP_010894.1
OG0002254	4	6183.Smp_123500.1	NP_498895.1	NP_476591.1	NP_013847.1
OG0002255	4	6183.Smp_123510.1	NP_498411.1	AAF54353.1	NP_015280.1
OG0002256	4	6183.Smp_123520.1	NP_503353.2	AAF49200.3	NP_012982.2
OG0002257	4	6183.Smp_123610.1	NP_496542.1	AAF54342.1	NP_009655.2
OG0002260	4	6183.Smp_124120.1	NP_501489.3	AAF50735.1	NP_015501.2
OG0002261	4	6183.Smp_124220.1	NP_490660.1	AAF58883.1	NP_009820.1
OG0002262	4	6183.Smp_124230.1	NP_501887.2	NP_524583.1	NP_011021.3
OG0002264	4	6183.Smp_124430.1	NP_494441.1	AAF48830.2	NP_010524.3
OG0002265	4	6183.Smp_124460.1	NP_499717.1	AAF50342.1	NP_010376.3
OG0002267	4	6183.Smp_124860.1	NP_497875.1	NP_609766.1	NP_010723.1
OG0002268	4	6183.Smp_124920.1	NP_493547.1	AAF09172.1	NP_013576.1
OG0002270	4	6183.Smp_124940.1	NP_502861.1	AAF50293.2	NP_015071.1
OG0002272	4	6183.Smp_125680.1	NP_498248.2	AAF59191.2	NP_015158.1
OG0002276	4	6183.Smp_126200.1	NP_501226.2	NP_573174.1	NP_010852.4
OG0002277	4	6183.Smp_126300.1	NP_493280.1	AAF51860.1	NP_011348.1
OG0002278	4	6183.Smp_126370.1	NP_491961.1	NP_610630.1	NP_009712.1
OG0002279	4	6183.Smp_126460.1	NP_499311.2	AAF54041.1	NP_015088.1
OG0002280	4	6183.Smp_126490.1	NP_492796.1	AAF49134.1	NP_009531.1
OG0002281	4	6183.Smp_126520.1	NP_491710.2	NP_477448.1	NP_011861.1
OG0002282	4	6183.Smp_126720.1	NP_505803.1	AAF54193.2	NP_012584.3
OG0002285	4	6183.Smp_126910.1	NP_491653.2	AAF58744.1	NP_009984.1
OG0002287	4	6183.Smp_127050.1	NP_506070.1	AAF46847.3	NP_014149.1
OG0002288	4	6183.Smp_127100.1	NP_496826.2	AAF57437.2	NP_011346.1
OG0002289	4	6183.Smp_127160.1	NP_492855.1	AAF57568.1	NP_013789.1
OG0002293	4	6183.Smp_127680.1	NP_510431.1	AAF46135.3	NP_012567.3
OG0002296	4	6183.Smp_128050.1	NP_490716.1	AAF53575.1	NP_011276.1
OG0002297	4	6183.Smp_128120.1	NP_492104.2	AAF56339.1	NP_012933.4
OG0002300	4	6183.Smp_128380.1	NP_509693.2	AAF49409.2	NP_010110.1
OG0002305	4	6183.Smp_128690.1	NP_495209.1	AAF54512.1	NP_013914.1
OG0002306	4	6183.Smp_128810.1	NP_496426.1	XP_080607.1	NP_012547.2
OG0002307	4	6183.Smp_128840.1	NP_491093.1	AAF55145.2	NP_010692.3
OG0002308	4	6183.Smp_128960.1	NP_500378.1	AAF50190.2	NP_009971.1
OG0002309	4	6183.Smp_128980.1	NP_504502.1	NP_609441.1	NP_010302.1
OG0002311	4	6183.Smp_129210.1	NP_493528.1	AAF49462.1	NP_011701.3
OG0002312	4	6183.Smp_129320.1	NP_492303.1	AAF47383.2	NP_013940.1
OG0002313	4	6183.Smp_129500.1	NP_496872.1	NP_523743.1	NP_014986.3
OG0002315	4	6183.Smp_129630.1	NP_505653.1	AAF50409.1	NP_014886.1
OG0002316	4	6183.Smp_129760.1	NP_506870.1	AAF50703.1	NP_011073.1
OG0002319	4	6183.Smp_130340.1	NP_508177.2	AAF47375.2	NP_014132.1
OG0002320	4	6183.Smp_130610.1	NP_496448.1	AAF45720.2	NP_010080.1
OG0002321	4	6183.Smp_130680.1	NP_498047.2	NP_476706.1	NP_014794.3
OG0002322	4	6183.Smp_130800.1	NP_498519.1	NP_610427.2	NP_011421.1
OG0002323	4	6183.Smp_130850.1	NP_492384.1	NP_611136.1	NP_014602.1
OG0002326	4	6183.Smp_131070.1	NP_499379.2	AAF56915.1	NP_013374.1
OG0002327	4	6183.Smp_131090.1	NP_497616.1	AAD34738.1	NP_012183.2
OG0002328	4	6183.Smp_131100.1	NP_500581.1	NP_572246.1	NP_009533.1
OG0002329	4	6183.Smp_131150.1	NP_496283.1	AAF55107.3	NP_014643.1
OG0002330	4	6183.Smp_131360.1	NP_491652.1	NP_611467.1	NP_009700.1
OG0002331	4	6183.Smp_131560.1	NP_492423.2	AAF47230.1	NP_014004.1
OG0002333	4	6183.Smp_131670.1	NP_502081.1	NP_476635.1	NP_011841.1
OG0002335	4	6183.Smp_132350.1	NP_504292.2	AAF54043.1	NP_013102.1
OG0002337	4	6183.Smp_132590.1	NP_506581.1	AAF50106.3	NP_010345.3
OG0002338	4	6183.Smp_132620.2	NP_495161.1	NP_572320.2	NP_009738.1
OG0002339	4	6183.Smp_132640.1	NP_496711.1	AAF48491.2	NP_015438.1
OG0002340	4	6183.Smp_132690.1	NP_501067.1	NP_524156.1	NP_015089.1
OG0002342	4	6183.Smp_133160.1	NP_502334.2	AAF55268.1	NP_014374.1
OG0002343	4	6183.Smp_133270.1	NP_506144.1	AAD55437.1	NP_013308.1
OG0002344	4	6183.Smp_133320.1	NP_498516.3	AAF58926.3	NP_010017.2
OG0002345	4	6183.Smp_133350.1	NP_499919.1	NP_610484.1	NP_015232.1
OG0002346	4	6183.Smp_133390.1	NP_492189.2	NP_609238.1	NP_013564.1
OG0002347	4	6183.Smp_133470.1	NP_497077.2	AAF47253.2	NP_015282.1
OG0002349	4	6183.Smp_134010.1	NP_503138.1	NP_572532.1	NP_011727.3
OG0002350	4	6183.Smp_134020.1	NP_491526.1	AAF50592.1	NP_009469.2
OG0002351	4	6183.Smp_134060.1	NP_494781.1	AAF49638.2	NP_013090.1
OG0002352	4	6183.Smp_134400.1	NP_499570.1	NP_476596.1	NP_009793.1
OG0002353	4	6183.Smp_134420.1	NP_495470.1	NP_610554.1	NP_012916.1
OG0002358	4	6183.Smp_135120.1	NP_496956.1	NP_611270.1	NP_013764.1
OG0002359	4	6183.Smp_135280.1	NP_493386.1	NP_609675.2	NP_010454.3
OG0002366	4	6183.Smp_136010.1	NP_495256.1	AAF55529.1	NP_013230.1
OG0002370	4	6183.Smp_136520.1	NP_499239.1	AAF51879.2	NP_013105.1
OG0002372	4	6183.Smp_136580.1	NP_491337.1	AAF50421.2	NP_012450.1
OG0002374	4	6183.Smp_136970.1	NP_491486.1	AAF56231.1	NP_116647.1
OG0002377	4	6183.Smp_137190.1	NP_495183.1	NP_511094.1	NP_010163.1
OG0002378	4	6183.Smp_137380.1	NP_491217.1	AAF45312.1	NP_013116.1
OG0002379	4	6183.Smp_137430.1	NP_491953.1	AAF47416.2	NP_013663.1
OG0002381	4	6183.Smp_137590.1	NP_497843.1	Q9VEP1.1	NP_009617.3
OG0002385	4	6183.Smp_138200.1	NP_490861.3	NP_608361.3	NP_013986.1
OG0002386	4	6183.Smp_138840.1	NP_498105.1	NP_523420.1	NP_014624.1
OG0002394	4	6183.Smp_140440.1	NP_500791.2	AAF50969.1	NP_011391.2
OG0002395	4	6183.Smp_140530.1	NP_500069.1	NP_523915.1	NP_014547.1
OG0002396	4	6183.Smp_140680.1	NP_502166.1	NP_524110.1	NP_014942.4
OG0002397	4	6183.Smp_140690.1	NP_492476.1	NP_476708.1	NP_015335.1
OG0002398	4	6183.Smp_140890.1	NP_498785.1	NP_610735.1	NP_012035.1
OG0002400	4	6183.Smp_141220.1	NP_505118.1	AAF58956.1	NP_014357.1
OG0002401	4	6183.Smp_141240.1	NP_502432.1	AAF50237.1	NP_015437.1
OG0002403	4	6183.Smp_141330.1	NP_494763.1	NP_610315.1	NP_015111.1
OG0002404	4	6183.Smp_141360.1	NP_505977.1	NP_610527.1	NP_011453.1
OG0002405	4	6183.Smp_141470.1	NP_502547.2	AAF52256.2	NP_015193.1
OG0002407	4	6183.Smp_141630.1	NP_497853.1	AAF51478.2	NP_014015.1
OG0002409	4	6183.Smp_142010.2	NP_500396.2	AAF56327.1	NP_013345.1
OG0002411	4	6183.Smp_142210.1	NP_494788.3	AAF45652.1	NP_013249.1
OG0002416	4	6183.Smp_142640.1	NP_493241.1	AAF46554.2	NP_014199.1
OG0002418	4	6183.Smp_142850.1	NP_499364.1	AAF59021.1	NP_012220.3
OG0002419	4	6183.Smp_142910.1	NP_491069.1	NP_477395.1	NP_010136.1
OG0002421	4	6183.Smp_143150.1	NP_492457.1	AAF57226.2	NP_010673.1
OG0002422	4	6183.Smp_143380.1	NP_505933.1	NP_477023.1	NP_014317.4
OG0002423	4	6183.Smp_143490.1	NP_497858.1	AAF54557.1	NP_013376.1
OG0002424	4	6183.Smp_143760.1	NP_495663.1	NP_612047.1	NP_014991.1
OG0002426	4	6183.Smp_144490.1	NP_491574.1	AAF46410.2	NP_014267.1
OG0002428	4	6183.Smp_144930.1	NP_491524.1	AAF54670.2	NP_013488.3
OG0002429	4	6183.Smp_144970.1	NP_499778.1	AAF48104.3	NP_010556.1
OG0002432	4	6183.Smp_145740.1	NP_491343.1	AAF50387.1	NP_012341.1
OG0002433	4	6183.Smp_145800.1	NP_495918.1	NP_477479.1	NP_011956.1
OG0002435	4	6183.Smp_146030.1	NP_499445.2	XP_080139.1	NP_013420.2
OG0002436	4	6183.Smp_146100.1	NP_509496.3	AAF55848.1	NP_011281.1
OG0002437	4	6183.Smp_146340.1	NP_490891.2	AAF59119.1	NP_013093.1
OG0002442	4	6183.Smp_147360.1	NP_495825.1	P25991.2	NP_013777.1
OG0002445	4	6183.Smp_147850.1	NP_490904.1	NP_569915.1	NP_011416.3
OG0002446	4	6183.Smp_147940.2	NP_506380.2	NP_610359.2	NP_013888.1
OG0002448	4	6183.Smp_148050.1	NP_502812.1	AAF56434.2	NP_014811.3
OG0002449	4	6183.Smp_148070.1	NP_501283.2	CAB44701.1	NP_013267.1
OG0002450	4	6183.Smp_148230.1	NP_504547.1	NP_477118.1	NP_013218.1
OG0002454	4	6183.Smp_148410.1	NP_504828.1	AAF54180.1	NP_012328.1
OG0002455	4	6183.Smp_148440.1	NP_498057.1	AAF50037.2	NP_012617.1
OG0002458	4	6183.Smp_148480.1	NP_500157.2	Q9V726.1	NP_010587.1
OG0002459	4	6183.Smp_148650.1	NP_509145.3	AAF47687.1	NP_014157.1
OG0002460	4	6183.Smp_148660.1	NP_498653.2	AAF48298.1	NP_014647.1
OG0002461	4	6183.Smp_148720.1	NP_493533.1	NP_608565.1	NP_116617.1
OG0002462	4	6183.Smp_148800.1	NP_499681.1	NP_477217.1	NP_011918.1
OG0002463	4	6183.Smp_148990.1	NP_491134.1	AAF52455.2	NP_014955.1
OG0002464	4	6183.Smp_149070.1	NP_493972.3	AAF55292.2	NP_011604.3
OG0002465	4	6183.Smp_149120.1	NP_496339.1	Q24168.2	NP_009616.1
OG0002466	4	6183.Smp_149260.1	NP_506582.1	AAF47458.2	NP_009490.1
OG0002467	4	6183.Smp_149360.1	NP_499100.1	AAF50270.3	NP_012994.1
OG0002468	4	6183.Smp_149430.1	NP_507852.2	NP_477283.1	NP_015372.2
OG0002469	4	6183.Smp_149450.1	NP_493554.1	NP_572950.2	NP_014412.1
OG0002470	4	6183.Smp_149540.1	NP_499750.1	NP_609736.1	NP_010685.1
OG0002473	4	6183.Smp_149900.1	NP_503522.1	AAF54292.2	NP_012424.1
OG0002474	4	6183.Smp_149960.1	NP_503178.2	NP_611114.1	NP_010132.1
OG0002475	4	6183.Smp_150040.2	NP_490952.2	NP_511044.1	NP_010175.1
OG0002477	4	6183.Smp_150160.1	NP_498559.1	NP_524894.1	NP_015502.1
OG0002479	4	6183.Smp_150200.1	NP_496950.2	CAA64537.1	NP_009471.1
OG0002481	4	6183.Smp_150660.1	NP_499596.2	NP_570014.3	NP_013408.1
OG0002482	4	6183.Smp_150680.1	NP_498114.1	AAF49293.1	NP_010554.1
OG0002483	4	6183.Smp_150690.1	NP_500311.1	AAF50751.1	NP_010386.1
OG0002484	4	6183.Smp_150840.2	NP_497829.1	NP_610573.1	NP_010011.1
OG0002485	4	6183.Smp_151070.1	NP_502283.1	AAF34689.1	NP_013703.1
OG0002486	4	6183.Smp_151380.1	NP_496383.3	AAF48455.1	NP_014227.4
OG0002487	4	6183.Smp_151420.1	NP_494939.1	AAF57264.3	NP_012956.3
OG0002488	4	6183.Smp_151520.1	NP_496135.1	NP_572355.1	NP_014710.1
OG0002489	4	6183.Smp_151650.1	NP_491662.1	AAF50050.2	NP_013108.1
OG0002492	4	6183.Smp_152140.1	NP_498416.2	NP_572901.1	NP_013215.1
OG0002494	4	6183.Smp_152400.1	NP_498762.2	NP_611862.1	NP_013228.1
OG0002495	4	6183.Smp_152440.1	NP_490765.1	AAF51719.1	NP_014113.1
OG0002496	4	6183.Smp_152510.1	NP_504577.1	AAF58671.2	NP_011607.3
OG0002497	4	6183.Smp_152650.1	NP_507906.1	AAF55259.3	NP_116695.3
OG0002499	4	6183.Smp_152860.1	NP_498636.2	AAF49283.1	NP_014086.1
OG0002500	4	6183.Smp_153160.1	NP_496245.1	NP_524312.1	NP_011097.3
OG0002503	4	6183.Smp_153460.1	NP_505415.2	NP_608934.1	NP_011771.1
OG0002504	4	6183.Smp_153480.1	NP_493773.1	NP_609887.1	NP_009794.3
OG0002506	4	6183.Smp_153760.2	NP_498192.2	NP_523706.1	NP_014850.1
OG0002507	4	6183.Smp_153770.1	NP_496498.1	NP_525068.1	NP_015303.1
OG0002510	4	6183.Smp_153950.1	NP_492572.1	AAF54637.1	NP_013109.1
