Orthogroup	Total	protein_mansoni	resultado_cel
OG0002432	2	6183.Smp_068280.1	NP_502317.1
OG0002433	2	6183.Smp_068480.1	NP_502781.1
OG0002435	2	6183.Smp_068580.1	NP_501258.1
OG0002436	2	6183.Smp_068920.3	NP_499370.1
OG0002437	2	6183.Smp_068960.2	NP_492008.1
OG0002438	2	6183.Smp_068990.1	NP_492097.1
OG0002440	2	6183.Smp_069130.2	NP_498868.1
OG0002441	2	6183.Smp_069220.2	NP_498875.1
OG0002442	2	6183.Smp_069670.1	NP_498920.2
OG0002443	2	6183.Smp_069770.1	NP_506376.1
OG0002444	2	6183.Smp_069810.1	NP_509874.1
OG0002445	2	6183.Smp_069840.1	NP_498030.1
OG0002446	2	6183.Smp_069900.1	NP_495984.2
OG0002447	2	6183.Smp_069910.1	NP_507698.1
OG0002448	2	6183.Smp_069960.1	NP_491765.2
OG0002449	2	6183.Smp_070070.1	NP_504203.1
OG0002450	2	6183.Smp_070090.1	NP_499840.1
OG0002451	2	6183.Smp_070110.1	NP_497347.3
OG0002452	2	6183.Smp_070130.1	NP_499552.1
OG0002453	2	6183.Smp_070190.1	NP_491173.1
OG0002454	2	6183.Smp_070200.1	NP_497276.2
OG0002455	2	6183.Smp_070310.1	NP_510667.2
OG0002457	2	6183.Smp_070360.1	NP_491680.2
OG0002458	2	6183.Smp_070680.1	NP_492777.1
OG0002459	2	6183.Smp_070710.1	NP_493027.1
OG0002460	2	6183.Smp_070760.1	NP_502172.1
OG0002461	2	6183.Smp_070770.1	NP_499055.1
OG0002462	2	6183.Smp_070780.1	NP_493274.1
OG0002463	2	6183.Smp_070920.1	NP_500302.1
OG0002464	2	6183.Smp_070930.1	NP_491520.2
OG0002465	2	6183.Smp_071000.1	NP_497346.2
OG0002466	2	6183.Smp_071250.1	NP_501549.1
OG0002467	2	6183.Smp_071390.1	NP_509884.1
OG0002468	2	6183.Smp_071560.1	NP_498544.1
OG0002469	2	6183.Smp_071570.1	NP_495526.1
OG0002470	2	6183.Smp_071610.1	NP_498688.1
OG0002471	2	6183.Smp_071630.1	NP_491233.1
OG0002472	2	6183.Smp_071840.1	NP_501998.1
OG0002473	2	6183.Smp_071950.1	NP_497468.2
OG0002474	2	6183.Smp_071970.1	NP_495940.1
OG0002475	2	6183.Smp_072080.1	NP_491419.2
OG0002476	2	6183.Smp_072140.1	NP_502959.1
OG0002478	2	6183.Smp_072330.2	NP_506626.1
OG0002479	2	6183.Smp_072340.1	NP_498429.1
OG0002480	2	6183.Smp_072360.1	NP_498651.2
OG0002481	2	6183.Smp_072370.1	NP_499090.1
OG0002482	2	6183.Smp_072640.1	NP_492517.2
OG0002483	2	6183.Smp_072720.1	NP_492005.1
OG0002484	2	6183.Smp_072740.1	NP_496475.3
OG0002485	2	6183.Smp_072790.1	NP_498118.1
OG0002487	2	6183.Smp_072870.1	NP_497108.2
OG0002488	2	6183.Smp_072900.1	NP_498126.1
OG0002489	2	6183.Smp_073080.2	NP_496099.1
OG0002490	2	6183.Smp_073110.1	NP_508898.2
OG0002491	2	6183.Smp_073200.1	NP_498089.2
OG0002492	2	6183.Smp_073210.1	NP_499078.1
OG0002493	2	6183.Smp_073220.1	NP_499368.1
OG0002494	2	6183.Smp_073270.1	NP_508020.1
OG0002495	2	6183.Smp_073290.1	NP_491907.1
OG0002496	2	6183.Smp_073340.1	NP_499783.1
OG0002497	2	6183.Smp_073410.1	NP_493271.1
OG0002498	2	6183.Smp_073500.2	NP_497623.1
OG0002499	2	6183.Smp_073540.1	NP_498582.1
OG0002500	2	6183.Smp_073560.2	NP_491439.1
OG0002501	2	6183.Smp_073570.1	NP_496278.1
OG0002502	2	6183.Smp_073590.1	NP_500582.1
OG0002503	2	6183.Smp_073790.1	NP_495277.1
OG0002504	2	6183.Smp_073830.1	NP_495706.2
OG0002505	2	6183.Smp_073880.1	NP_497910.1
OG0002506	2	6183.Smp_074020.1	NP_509572.1
OG0002508	2	6183.Smp_074230.1	NP_495544.2
OG0002510	2	6183.Smp_074260.1	NP_492550.3
OG0002511	2	6183.Smp_074470.1	NP_502365.1
OG0002512	2	6183.Smp_074500.2	NP_491261.1
OG0002513	2	6183.Smp_074700.1	NP_500198.1
OG0002514	2	6183.Smp_074780.1	NP_502794.1
OG0002515	2	6183.Smp_074830.1	NP_501494.1
OG0002516	2	6183.Smp_074870.1	NP_492498.1
OG0002517	2	6183.Smp_075030.1	NP_508437.1
OG0002518	2	6183.Smp_075110.1	NP_499521.1
OG0002519	2	6183.Smp_075130.1	NP_492072.2
OG0002521	2	6183.Smp_075210.2	NP_495250.2
OG0002522	2	6183.Smp_075220.1	NP_502558.2
OG0002523	2	6183.Smp_075450.1	NP_509871.2
OG0002524	2	6183.Smp_075470.1	NP_492812.2
OG0002525	2	6183.Smp_075560.1	NP_506004.1
OG0002526	2	6183.Smp_075640.3	NP_496270.1
OG0002527	2	6183.Smp_075810.1	NP_492915.2
OG0002528	2	6183.Smp_075940.1	NP_490929.1
OG0002529	2	6183.Smp_076040.3	NP_491304.1
OG0002531	2	6183.Smp_076230.1	NP_492360.1
OG0002532	2	6183.Smp_076390.1	NP_502284.1
OG0002534	2	6183.Smp_076530.1	NP_495753.1
OG0002536	2	6183.Smp_076630.2	NP_492114.2
OG0002537	2	6183.Smp_076650.2	NP_497231.1
OG0002538	2	6183.Smp_076660.1	NP_502177.1
OG0002540	2	6183.Smp_076740.1	NP_497481.1
OG0002541	2	6183.Smp_076860.1	NP_500186.1
OG0002542	2	6183.Smp_076880.1	NP_502290.1
OG0002543	2	6183.Smp_076990.1	NP_493383.1
OG0002544	2	6183.Smp_077020.1	NP_496061.2
OG0002545	2	6183.Smp_077030.1	NP_492683.1
OG0002546	2	6183.Smp_077070.1	NP_499450.1
OG0002547	2	6183.Smp_077090.1	NP_502658.1
OG0002548	2	6183.Smp_077230.1	NP_498621.1
OG0002549	2	6183.Smp_077400.1	NP_500024.1
OG0002550	2	6183.Smp_077590.1	NP_498982.1
OG0002552	2	6183.Smp_077670.1	NP_491075.2
OG0002555	2	6183.Smp_077980.1	NP_505615.1
OG0002557	2	6183.Smp_078040.1	NP_509585.1
OG0002558	2	6183.Smp_078050.1	NP_493028.2
OG0002560	2	6183.Smp_078240.1	NP_502136.1
OG0002561	2	6183.Smp_078320.1	NP_495988.1
OG0002562	2	6183.Smp_078400.1	NP_490909.2
OG0002566	2	6183.Smp_078640.1	NP_502579.1
OG0002568	2	6183.Smp_078710.1	NP_496492.1
OG0002569	2	6183.Smp_078730.1	NP_491930.1
OG0002570	2	6183.Smp_078900.1	NP_496992.3
OG0002571	2	6183.Smp_079050.1	NP_493176.1
OG0002572	2	6183.Smp_079240.1	NP_492542.1
OG0002573	2	6183.Smp_079290.1	NP_506059.1
OG0002574	2	6183.Smp_079310.1	NP_505879.1
OG0002575	2	6183.Smp_079390.1	NP_496781.1
OG0002576	2	6183.Smp_079430.2	NP_499369.1
OG0002578	2	6183.Smp_079650.1	NP_510140.1
OG0002579	2	6183.Smp_079710.1	NP_493465.2
OG0002580	2	6183.Smp_079730.1	NP_499734.1
OG0002581	2	6183.Smp_079750.1	NP_499920.1
OG0002582	2	6183.Smp_079760.1	NP_497139.1
OG0002583	2	6183.Smp_079770.1	NP_491995.1
OG0002584	2	6183.Smp_079800.1	NP_508458.1
OG0002585	2	6183.Smp_079910.1	NP_496466.1
OG0002586	2	6183.Smp_079920.1	NP_495693.1
OG0002587	2	6183.Smp_079950.1	NP_491515.2
OG0002588	2	6183.Smp_080110.1	NP_500212.1
OG0002589	2	6183.Smp_080180.1	NP_508835.1
OG0002591	2	6183.Smp_080280.1	NP_504355.1
OG0002592	2	6183.Smp_080550.1	NP_498808.2
OG0002593	2	6183.Smp_080610.1	NP_501358.1
OG0002594	2	6183.Smp_080700.3	NP_499108.1
OG0002595	2	6183.Smp_080730.1	NP_499153.1
OG0002596	2	6183.Smp_080840.1	NP_505627.1
OG0002597	2	6183.Smp_081260.1	NP_499273.3
OG0002598	2	6183.Smp_081380.1	NP_509787.2
OG0002599	2	6183.Smp_081450.1	NP_505573.1
OG0002600	2	6183.Smp_081460.3	NP_502783.1
OG0002601	2	6183.Smp_081510.1	NP_501870.1
OG0002602	2	6183.Smp_081820.3	NP_495430.1
OG0002603	2	6183.Smp_082120.1	NP_495286.1
OG0002604	2	6183.Smp_082250.1	NP_495012.2
OG0002605	2	6183.Smp_082560.1	NP_494440.1
OG0002606	2	6183.Smp_082620.1	NP_492582.1
OG0002607	2	6183.Smp_082710.1	NP_506467.1
OG0002608	2	6183.Smp_082780.1	NP_501374.1
OG0002609	2	6183.Smp_082790.1	NP_502859.2
OG0002610	2	6183.Smp_082800.1	NP_499317.2
OG0002611	2	6183.Smp_082810.2	NP_495598.1
OG0002612	2	6183.Smp_082860.1	NP_507683.2
OG0002613	2	6183.Smp_082940.1	NP_500247.2
OG0002614	2	6183.Smp_083020.1	NP_498092.4
OG0002615	2	6183.Smp_083030.1	NP_509188.3
OG0002616	2	6183.Smp_083040.1	NP_506013.3
OG0002617	2	6183.Smp_083080.1	NP_506715.1
OG0002618	2	6183.Smp_083120.1	NP_495812.1
OG0002619	2	6183.Smp_083130.1	NP_496076.1
OG0002620	2	6183.Smp_083150.1	NP_506071.1
OG0002621	2	6183.Smp_083180.2	NP_492523.1
OG0002622	2	6183.Smp_083200.2	NP_495684.2
OG0002623	2	6183.Smp_083380.1	NP_509921.1
OG0002624	2	6183.Smp_083410.1	NP_505800.1
OG0002625	2	6183.Smp_083450.1	NP_495944.1
OG0002626	2	6183.Smp_083530.1	NP_497964.1
OG0002627	2	6183.Smp_083540.1	NP_491531.2
OG0002628	2	6183.Smp_083720.1	NP_502087.1
OG0002630	2	6183.Smp_083970.1	NP_507807.1
OG0002631	2	6183.Smp_084080.1	NP_496562.3
OG0002632	2	6183.Smp_084380.1	NP_502553.2
OG0002633	2	6183.Smp_084400.2	NP_508444.1
OG0002634	2	6183.Smp_084460.1	NP_506180.1
OG0002635	2	6183.Smp_084620.1	NP_501750.1
OG0002636	2	6183.Smp_084790.1	NP_498475.1
OG0002637	2	6183.Smp_084810.1	NP_498408.1
OG0002638	2	6183.Smp_084830.1	NP_505730.1
OG0002639	2	6183.Smp_084870.1	NP_498068.1
OG0002640	2	6183.Smp_084900.1	NP_499106.1
OG0002641	2	6183.Smp_084930.1	NP_497538.1
OG0002642	2	6183.Smp_084940.3	NP_497972.1
OG0002643	2	6183.Smp_085110.2	NP_501797.1
OG0002644	2	6183.Smp_085150.1	NP_499741.1
OG0002645	2	6183.Smp_085310.2	NP_498869.1
OG0002646	2	6183.Smp_085480.1	NP_497833.1
OG0002647	2	6183.Smp_085500.1	NP_506055.2
OG0002648	2	6183.Smp_085520.1	NP_501040.1
OG0002649	2	6183.Smp_085530.1	NP_492583.1
OG0002650	2	6183.Smp_085540.6	NP_499769.1
OG0002651	2	6183.Smp_085640.1	NP_500034.1
OG0002653	2	6183.Smp_085740.1	NP_498224.1
OG0002654	2	6183.Smp_086190.1	NP_504750.2
OG0002655	2	6183.Smp_086210.1	NP_499760.1
OG0002656	2	6183.Smp_086460.1	NP_498392.2
OG0002657	2	6183.Smp_086710.1	NP_498174.1
OG0002658	2	6183.Smp_086900.1	NP_495816.1
OG0002659	2	6183.Smp_086910.1	NP_492248.1
OG0002660	2	6183.Smp_086920.1	NP_495467.2
OG0002661	2	6183.Smp_086960.1	NP_492468.2
OG0002662	2	6183.Smp_087010.1	NP_506017.1
OG0002663	2	6183.Smp_087220.1	NP_492774.1
OG0002664	2	6183.Smp_087230.1	NP_492692.1
OG0002665	2	6183.Smp_087270.1	NP_498201.1
OG0002666	2	6183.Smp_087440.1	NP_498045.2
OG0002667	2	6183.Smp_087860.1	NP_502698.2
OG0002668	2	6183.Smp_087920.1	NP_498037.2
OG0002669	2	6183.Smp_087930.1	NP_490986.2
OG0002670	2	6183.Smp_087980.1	NP_491357.1
OG0002671	2	6183.Smp_088240.1	NP_510484.1
OG0002672	2	6183.Smp_088250.1	NP_497548.2
OG0002673	2	6183.Smp_088270.1	NP_506684.3
OG0002674	2	6183.Smp_088390.1	NP_498859.1
OG0002675	2	6183.Smp_088460.1	NP_494756.1
OG0002676	2	6183.Smp_088550.1	NP_498234.1
OG0002677	2	6183.Smp_088660.1	NP_507806.2
OG0002678	2	6183.Smp_088940.1	NP_508879.4
OG0002679	2	6183.Smp_088950.1	NP_510142.1
OG0002680	2	6183.Smp_089240.1	NP_505864.1
OG0002681	2	6183.Smp_089400.1	NP_491634.1
OG0002682	2	6183.Smp_089570.1	NP_510604.1
OG0002683	2	6183.Smp_089590.1	NP_499174.3
OG0002684	2	6183.Smp_089640.2	NP_495992.1
OG0002685	2	6183.Smp_089700.1	NP_497787.1
OG0002686	2	6183.Smp_089880.1	NP_502171.1
OG0002687	2	6183.Smp_089930.1	NP_510690.3
OG0002688	2	6183.Smp_090070.1	NP_498101.2
OG0002689	2	6183.Smp_090230.1	NP_497721.1
OG0002690	2	6183.Smp_090440.1	NP_499069.1
OG0002691	2	6183.Smp_090800.1	NP_490843.1
OG0002692	2	6183.Smp_090830.1	NP_501214.1
OG0002693	2	6183.Smp_090860.1	NP_507732.1
OG0002694	2	6183.Smp_090890.1	NP_497696.2
OG0002695	2	6183.Smp_090920.1	NP_496208.2
OG0002696	2	6183.Smp_091010.1	NP_496556.1
OG0002697	2	6183.Smp_091230.1	NP_498705.1
OG0002698	2	6183.Smp_091460.1	NP_502917.1
OG0002699	2	6183.Smp_091470.1	NP_501220.1
OG0002700	2	6183.Smp_091640.1	NP_499915.2
OG0002701	2	6183.Smp_091650.1	NP_492470.1
OG0002702	2	6183.Smp_091730.1	NP_492437.1
OG0002703	2	6183.Smp_091770.1	NP_499882.1
OG0002704	2	6183.Smp_091800.1	NP_502578.1
OG0002706	2	6183.Smp_091850.1	NP_499758.1
OG0002708	2	6183.Smp_092170.1	NP_498807.2
OG0002709	2	6183.Smp_092280.1	NP_496177.2
OG0002710	2	6183.Smp_092380.1	NP_499144.1
OG0002711	2	6183.Smp_092490.1	NP_492445.1
OG0002712	2	6183.Smp_092500.1	NP_497626.1
OG0002713	2	6183.Smp_092530.2	NP_493516.1
OG0002714	2	6183.Smp_092570.1	NP_491881.2
OG0002715	2	6183.Smp_092750.1	NP_492761.1
OG0002716	2	6183.Smp_092770.1	NP_501854.1
OG0002717	2	6183.Smp_092810.1	NP_499684.1
OG0002718	2	6183.Smp_092850.3	NP_505853.1
OG0002719	2	6183.Smp_092880.2	NP_496816.1
OG0002720	2	6183.Smp_092950.1	NP_491321.1
OG0002721	2	6183.Smp_093100.1	NP_503036.1
OG0002722	2	6183.Smp_093220.1	NP_498374.1
OG0002723	2	6183.Smp_093230.1	NP_501314.2
OG0002724	2	6183.Smp_093310.1	NP_507289.1
OG0002725	2	6183.Smp_093320.1	NP_492679.1
OG0002726	2	6183.Smp_093440.1	NP_502077.1
OG0002727	2	6183.Smp_093540.3	NP_499868.2
OG0002729	2	6183.Smp_093630.2	NP_502337.1
OG0002730	2	6183.Smp_093670.1	NP_498228.1
OG0002731	2	6183.Smp_093700.1	NP_509363.1
OG0002732	2	6183.Smp_093740.3	NP_501375.2
OG0002733	2	6183.Smp_093750.2	NP_490930.1
OG0002735	2	6183.Smp_093820.1	NP_502267.1
OG0002736	2	6183.Smp_093850.1	NP_491887.1
OG0002737	2	6183.Smp_093950.1	NP_500333.3
OG0002739	2	6183.Smp_094020.1	NP_492779.1
OG0002740	2	6183.Smp_094050.2	NP_490888.2
OG0002741	2	6183.Smp_094060.1	NP_495785.1
OG0002742	2	6183.Smp_094140.1	NP_499170.1
OG0002743	2	6183.Smp_094190.1	NP_496679.3
OG0002744	2	6183.Smp_094340.1	NP_502300.2
OG0002745	2	6183.Smp_094470.1	NP_496087.2
OG0002747	2	6183.Smp_094500.1	NP_495846.1
OG0002748	2	6183.Smp_094810.1	NP_503034.1
OG0002749	2	6183.Smp_094820.1	NP_492139.3
OG0002750	2	6183.Smp_094880.1	NP_497961.1
OG0002751	2	6183.Smp_094920.1	NP_500924.2
OG0002752	2	6183.Smp_095000.2	NP_492064.2
OG0002753	2	6183.Smp_095150.1	NP_490960.1
OG0002754	2	6183.Smp_095470.1	NP_501179.1
OG0002756	2	6183.Smp_095590.1	NP_508023.1
OG0002757	2	6183.Smp_095680.1	NP_498692.2
OG0002758	2	6183.Smp_095910.1	NP_500059.1
OG0002759	2	6183.Smp_095920.1	NP_493728.1
OG0002761	2	6183.Smp_096200.1	NP_492379.1
OG0002762	2	6183.Smp_096250.1	NP_499262.2
OG0002763	2	6183.Smp_096290.1	NP_492733.2
OG0002764	2	6183.Smp_096310.1	NP_495011.1
OG0002765	2	6183.Smp_096320.1	NP_491322.2
OG0002766	2	6183.Smp_096360.1	NP_498521.1
OG0002767	2	6183.Smp_096450.1	NP_498308.1
OG0002768	2	6183.Smp_096720.1	NP_508584.3
OG0002769	2	6183.Smp_096750.1	NP_498393.1
OG0002770	2	6183.Smp_096810.1	NP_503141.1
OG0002771	2	6183.Smp_096910.1	NP_495685.1
OG0002773	2	6183.Smp_097020.1	NP_498800.1
OG0002774	2	6183.Smp_097110.1	NP_501475.1
OG0002775	2	6183.Smp_097370.1	NP_491004.1
OG0002776	2	6183.Smp_097380.1	NP_497428.1
OG0002778	2	6183.Smp_097590.1	NP_493377.1
OG0002779	2	6183.Smp_097620.1	NP_493230.1
OG0002781	2	6183.Smp_097810.1	NP_506709.1
OG0002782	2	6183.Smp_097820.1	NP_506224.1
OG0002783	2	6183.Smp_097940.1	NP_510080.2
OG0002784	2	6183.Smp_098330.1	NP_499415.1
OG0002785	2	6183.Smp_098340.1	NP_495406.1
OG0002786	2	6183.Smp_098370.2	NP_505980.1
OG0002787	2	6183.Smp_098450.1	NP_496178.1
OG0002788	2	6183.Smp_098740.1	NP_506058.1
OG0002789	2	6183.Smp_098840.1	NP_497181.2
OG0002790	2	6183.Smp_098850.1	NP_496560.1
OG0002791	2	6183.Smp_098890.2	NP_501287.1
OG0002792	2	6183.Smp_098950.1	NP_498635.1
OG0002793	2	6183.Smp_098980.1	NP_507718.1
OG0002794	2	6183.Smp_099030.1	NP_492811.1
OG0002795	2	6183.Smp_099170.1	NP_492361.2
OG0002797	2	6183.Smp_099300.1	NP_499685.1
OG0002798	2	6183.Smp_099310.1	NP_507877.1
OG0002799	2	6183.Smp_099320.1	NP_506241.1
OG0002800	2	6183.Smp_099420.1	NP_491234.1
OG0002803	2	6183.Smp_099850.3	NP_509132.1
OG0002804	2	6183.Smp_099870.1	NP_498520.1
OG0002805	2	6183.Smp_099900.1	NP_492148.2
OG0002806	2	6183.Smp_099930.1	NP_495285.1
OG0002807	2	6183.Smp_100010.1	NP_497191.1
OG0002808	2	6183.Smp_100030.1	NP_504245.3
OG0002809	2	6183.Smp_100110.1	NP_501726.1
OG0002810	2	6183.Smp_100120.1	NP_501802.2
OG0002811	2	6183.Smp_100130.1	NP_499455.2
OG0002812	2	6183.Smp_100380.1	NP_493627.1
OG0002814	2	6183.Smp_101220.1	NP_492549.2
OG0002815	2	6183.Smp_101240.1	NP_491792.1
OG0002816	2	6183.Smp_101280.1	NP_499522.2
OG0002817	2	6183.Smp_101290.2	NP_505657.1
OG0002818	2	6183.Smp_101300.1	NP_499295.2
OG0002819	2	6183.Smp_101310.1	NP_493579.2
OG0002820	2	6183.Smp_101450.1	NP_490676.1
OG0002822	2	6183.Smp_102040.1	NP_501859.1
OG0002824	2	6183.Smp_102240.1	NP_505522.1
OG0002825	2	6183.Smp_102280.1	NP_491548.1
OG0002826	2	6183.Smp_102340.1	NP_497970.1
OG0002827	2	6183.Smp_102400.1	NP_510324.2
OG0002828	2	6183.Smp_102450.1	NP_495445.2
OG0002829	2	6183.Smp_102490.1	NP_497550.1
OG0002832	2	6183.Smp_102810.1	NP_507702.1
OG0002833	2	6183.Smp_102820.1	NP_491972.1
OG0002834	2	6183.Smp_102840.1	NP_505180.1
OG0002835	2	6183.Smp_102920.1	NP_498122.2
OG0002836	2	6183.Smp_102960.1	NP_498223.2
OG0002837	2	6183.Smp_103010.1	NP_498474.1
OG0002838	2	6183.Smp_103100.1	NP_490934.1
OG0002839	2	6183.Smp_103160.2	NP_498568.1
OG0002840	2	6183.Smp_103200.1	NP_499094.1
OG0002841	2	6183.Smp_103310.1	NP_499026.1
OG0002842	2	6183.Smp_103460.1	NP_492209.1
OG0002843	2	6183.Smp_103470.1	NP_493025.1
OG0002844	2	6183.Smp_103570.1	NP_508627.5
OG0002845	2	6183.Smp_103670.1	NP_497404.1
OG0002846	2	6183.Smp_103740.1	NP_491936.3
OG0002847	2	6183.Smp_103790.1	NP_497663.1
OG0002848	2	6183.Smp_103930.5	NP_496282.2
OG0002849	2	6183.Smp_103990.1	NP_498090.1
OG0002850	2	6183.Smp_104330.1	NP_504700.2
OG0002852	2	6183.Smp_104470.1	NP_495453.1
OG0002853	2	6183.Smp_104500.1	NP_499618.1
OG0002854	2	6183.Smp_104520.1	NP_508187.1
OG0002855	2	6183.Smp_104580.1	NP_498620.1
OG0002856	2	6183.Smp_104630.1	NP_498476.1
OG0002857	2	6183.Smp_104660.1	NP_496300.1
OG0002858	2	6183.Smp_104670.1	NP_491199.2
OG0002859	2	6183.Smp_104720.1	NP_498540.1
OG0002860	2	6183.Smp_104870.1	NP_505763.1
OG0002861	2	6183.Smp_104960.1	NP_508544.2
OG0002863	2	6183.Smp_105080.1	NP_491371.1
OG0002865	2	6183.Smp_105320.1	NP_496957.1
OG0002866	2	6183.Smp_105480.1	NP_497993.1
OG0002867	2	6183.Smp_105680.1	NP_501065.2
OG0002868	2	6183.Smp_105700.1	NP_496710.1
OG0002869	2	6183.Smp_105710.1	NP_498798.2
OG0002870	2	6183.Smp_105860.1	NP_505950.1
OG0002871	2	6183.Smp_105930.1	NP_498398.1
OG0002872	2	6183.Smp_105960.1	NP_501006.1
OG0002873	2	6183.Smp_106040.1	NP_491541.1
OG0002874	2	6183.Smp_106060.1	NP_510081.3
OG0002875	2	6183.Smp_106080.1	NP_497675.1
OG0002876	2	6183.Smp_106130.2	NP_504291.1
OG0002877	2	6183.Smp_106930.1	NP_503068.1
OG0002883	2	6183.Smp_114090.1	NP_497716.1
OG0002884	2	6183.Smp_114160.1	NP_497417.2
OG0002887	2	6183.Smp_115060.1	NP_504837.1
OG0002888	2	6183.Smp_115340.1	NP_504573.2
OG0002890	2	6183.Smp_118100.1	NP_495981.1
OG0002892	2	6183.Smp_118750.1	NP_496983.1
OG0002893	2	6183.Smp_118830.1	NP_501145.1
OG0002894	2	6183.Smp_118850.1	NP_495592.2
OG0002895	2	6183.Smp_119310.1	NP_497631.1
OG0002896	2	6183.Smp_119920.1	NP_506690.1
OG0002897	2	6183.Smp_119980.1	NP_495908.2
OG0002898	2	6183.Smp_120080.2	NP_499556.1
OG0002899	2	6183.Smp_120350.1	NP_502358.1
OG0002900	2	6183.Smp_120360.1	NP_501757.1
OG0002901	2	6183.Smp_120440.1	NP_502522.2
OG0002903	2	6183.Smp_120640.1	NP_501551.2
OG0002904	2	6183.Smp_121130.1	NP_501642.1
OG0002905	2	6183.Smp_121160.1	NP_509133.1
OG0002906	2	6183.Smp_121430.2	NP_494913.1
OG0002907	2	6183.Smp_121640.1	NP_507701.1
OG0002908	2	6183.Smp_121790.1	NP_492067.1
OG0002909	2	6183.Smp_121800.1	NP_495606.1
OG0002910	2	6183.Smp_121810.1	NP_500150.2
OG0002911	2	6183.Smp_121990.1	NP_492115.1
OG0002912	2	6183.Smp_122050.1	NP_493403.1
OG0002915	2	6183.Smp_122780.1	NP_492096.1
OG0002916	2	6183.Smp_122810.1	NP_509944.1
OG0002917	2	6183.Smp_122840.1	NP_505024.2
OG0002918	2	6183.Smp_122890.1	NP_505605.1
OG0002919	2	6183.Smp_122940.1	NP_506873.1
OG0002920	2	6183.Smp_122960.1	NP_497422.3
OG0002921	2	6183.Smp_122970.1	NP_502279.1
OG0002922	2	6183.Smp_123130.1	NP_493396.1
OG0002923	2	6183.Smp_123165.1	NP_501344.1
OG0002924	2	6183.Smp_123170.1	NP_491791.1
OG0002925	2	6183.Smp_123180.1	NP_490750.1
OG0002926	2	6183.Smp_123250.1	NP_492547.2
OG0002927	2	6183.Smp_123420.1	NP_492687.1
OG0002928	2	6183.Smp_123500.1	NP_498895.1
OG0002929	2	6183.Smp_123510.1	NP_498411.1
OG0002930	2	6183.Smp_123520.1	NP_503353.2
OG0002931	2	6183.Smp_123610.1	NP_496542.1
OG0002932	2	6183.Smp_123640.1	NP_509676.1
OG0002933	2	6183.Smp_123710.1	NP_493922.1
OG0002934	2	6183.Smp_123950.1	NP_498909.1
OG0002935	2	6183.Smp_124020.1	NP_508895.2
OG0002936	2	6183.Smp_124100.1	NP_506124.1
OG0002937	2	6183.Smp_124110.1	NP_499172.1
OG0002938	2	6183.Smp_124120.1	NP_501489.3
OG0002939	2	6183.Smp_124160.2	NP_497751.1
OG0002940	2	6183.Smp_124220.1	NP_490660.1
OG0002941	2	6183.Smp_124300.1	NP_507941.2
OG0002942	2	6183.Smp_124320.1	NP_505181.1
OG0002943	2	6183.Smp_124350.1	NP_508940.4
OG0002944	2	6183.Smp_124390.1	NP_498406.1
OG0002945	2	6183.Smp_124430.1	NP_494441.1
OG0002946	2	6183.Smp_124460.1	NP_499717.1
OG0002947	2	6183.Smp_124500.1	NP_501792.2
OG0002948	2	6183.Smp_124530.1	NP_496420.1
OG0002950	2	6183.Smp_124630.1	NP_508106.1
OG0002951	2	6183.Smp_124640.1	NP_507684.4
OG0002952	2	6183.Smp_124700.1	NP_496477.2
OG0002953	2	6183.Smp_124820.1	NP_505013.1
OG0002954	2	6183.Smp_124840.1	NP_492187.2
OG0002955	2	6183.Smp_124860.1	NP_497875.1
OG0002957	2	6183.Smp_124910.1	NP_505566.1
OG0002958	2	6183.Smp_124920.1	NP_493547.1
OG0002959	2	6183.Smp_124930.1	NP_491159.3
OG0002960	2	6183.Smp_124940.1	NP_502861.1
OG0002961	2	6183.Smp_124970.1	NP_491576.2
OG0002962	2	6183.Smp_125290.1	NP_500145.2
OG0002963	2	6183.Smp_125370.1	NP_493187.1
OG0002964	2	6183.Smp_125400.1	NP_498115.1
OG0002965	2	6183.Smp_125520.1	NP_499246.2
OG0002966	2	6183.Smp_125670.1	NP_498042.1
OG0002967	2	6183.Smp_125680.1	NP_498248.2
OG0002968	2	6183.Smp_125690.1	NP_503525.2
OG0002969	2	6183.Smp_125760.1	NP_506685.2
OG0002972	2	6183.Smp_126080.1	NP_508183.1
OG0002973	2	6183.Smp_126120.1	NP_499668.1
OG0002974	2	6183.Smp_126170.1	NP_498266.1
OG0002975	2	6183.Smp_126240.1	NP_502273.2
OG0002976	2	6183.Smp_126260.1	NP_501939.1
OG0002977	2	6183.Smp_126300.1	NP_493280.1
OG0002978	2	6183.Smp_126320.1	NP_497876.2
OG0002979	2	6183.Smp_126350.1	NP_495033.2
OG0002980	2	6183.Smp_126370.1	NP_491961.1
OG0002981	2	6183.Smp_126460.1	NP_499311.2
OG0002982	2	6183.Smp_126490.1	NP_492796.1
OG0002983	2	6183.Smp_126520.1	NP_491710.2
OG0002985	2	6183.Smp_126650.1	NP_496148.1
OG0002986	2	6183.Smp_126690.1	NP_502557.1
OG0002987	2	6183.Smp_126720.1	NP_505803.1
OG0002988	2	6183.Smp_126770.2	NP_491216.2
OG0002989	2	6183.Smp_126910.1	NP_491653.2
OG0002990	2	6183.Smp_126990.1	NP_500137.1
OG0002992	2	6183.Smp_127040.1	NP_502664.2
OG0002993	2	6183.Smp_127050.1	NP_506070.1
OG0002995	2	6183.Smp_127160.1	NP_492855.1
OG0002996	2	6183.Smp_127170.1	NP_499529.2
