Orthogroup	Total	protein_mansoni	resultado_dme
OG0002228	2	6183.Smp_066820.2	AAF46073.2
OG0002229	2	6183.Smp_066930.1	NP_572579.3
OG0002230	2	6183.Smp_066940.1	NP_477203.1
OG0002231	2	6183.Smp_066960.2	AAC46972.1
OG0002232	2	6183.Smp_066990.1	NP_524421.1
OG0002233	2	6183.Smp_067010.1	NP_569874.1
OG0002234	2	6183.Smp_067090.1	S39445
OG0002235	2	6183.Smp_067260.1	NP_524528.1
OG0002236	2	6183.Smp_067280.1	AAF51235.1
OG0002237	2	6183.Smp_067400.1	AAF51151.1
OG0002238	2	6183.Smp_067420.1	NP_511058.1
OG0002239	2	6183.Smp_067510.1	AAF50942.1
OG0002240	2	6183.Smp_067540.1	Q9V359.1
OG0002241	2	6183.Smp_067810.1	NP_511140.1
OG0002242	2	6183.Smp_067890.1	NP_524328.1
OG0002243	2	6183.Smp_067900.1	NP_477006.1
OG0002244	2	6183.Smp_068060.1	AAF48973.1
OG0002245	2	6183.Smp_068100.1	AAF47596.1
OG0002246	2	6183.Smp_068110.1	NP_523547.1
OG0002247	2	6183.Smp_068120.1	NP_572758.1
OG0002248	2	6183.Smp_068170.1	NP_477215.1
OG0002249	2	6183.Smp_068220.1	AAB39841.1
OG0002252	2	6183.Smp_068250.1	AAF56323.1
OG0002253	2	6183.Smp_068270.4	NP_476575.1
OG0002254	2	6183.Smp_068300.1	AAF58440.1
OG0002255	2	6183.Smp_068420.1	O44437.1
OG0002256	2	6183.Smp_068480.1	NP_612053.1
OG0002258	2	6183.Smp_068580.1	AAF56378.1
OG0002259	2	6183.Smp_068720.1	NP_476981.1
OG0002260	2	6183.Smp_068780.1	NP_476932.1
OG0002261	2	6183.Smp_068920.3	NP_525120.1
OG0002262	2	6183.Smp_068960.2	NP_612010.1
OG0002263	2	6183.Smp_068990.1	AAF58274.1
OG0002264	2	6183.Smp_069130.2	AAF49766.1
OG0002265	2	6183.Smp_069220.2	NP_572480.1
OG0002266	2	6183.Smp_069240.1	AAF48786.3
OG0002267	2	6183.Smp_069600.1	AAF50477.1
OG0002268	2	6183.Smp_069810.1	AAF52135.1
OG0002269	2	6183.Smp_069840.1	NP_609735.1
OG0002270	2	6183.Smp_069870.1	NP_511045.1
OG0002271	2	6183.Smp_069900.1	AAF46271.1
OG0002272	2	6183.Smp_069910.1	NP_523893.1
OG0002273	2	6183.Smp_069960.1	AAF47720.1
OG0002274	2	6183.Smp_070070.1	AAF52120.1
OG0002275	2	6183.Smp_070090.1	AAF49805.1
OG0002276	2	6183.Smp_070110.1	AAF56032.1
OG0002277	2	6183.Smp_070130.1	NP_572335.1
OG0002278	2	6183.Smp_070190.1	AAF49904.1
OG0002279	2	6183.Smp_070310.1	AAF48044.3
OG0002280	2	6183.Smp_070340.1	AAF54471.1
OG0002281	2	6183.Smp_070360.1	AAF56120.1
OG0002282	2	6183.Smp_070600.1	NP_523835.2
OG0002283	2	6183.Smp_070610.2	AAF55993.2
OG0002284	2	6183.Smp_070690.1	NP_477397.1
OG0002285	2	6183.Smp_070710.1	NP_477380.1
OG0002286	2	6183.Smp_070760.1	AAF52462.2
OG0002287	2	6183.Smp_070770.1	NP_611074.1
OG0002288	2	6183.Smp_070780.1	NP_612044.1
OG0002289	2	6183.Smp_070920.1	AAF45415.2
OG0002290	2	6183.Smp_071000.1	AAF52481.1
OG0002291	2	6183.Smp_071200.1	AAF49024.2
OG0002292	2	6183.Smp_071380.4	AAF54124.1
OG0002293	2	6183.Smp_071390.1	NP_524038.1
OG0002294	2	6183.Smp_071560.1	NP_609789.1
OG0002295	2	6183.Smp_071630.1	NP_477090.1
OG0002296	2	6183.Smp_071770.1	AAF56745.1
OG0002297	2	6183.Smp_071840.1	AAF45732.1
OG0002298	2	6183.Smp_071880.1	AAF46707.2
OG0002299	2	6183.Smp_071950.1	AAD34768.1
OG0002300	2	6183.Smp_071960.2	AAF55456.2
OG0002301	2	6183.Smp_071970.1	AAF49542.4
OG0002302	2	6183.Smp_071980.1	NP_524933.1
OG0002303	2	6183.Smp_072080.1	NP_476690.1
OG0002304	2	6183.Smp_072090.1	AAF49377.1
OG0002305	2	6183.Smp_072110.1	AAF48312.2
OG0002306	2	6183.Smp_072140.1	NP_477098.1
OG0002308	2	6183.Smp_072330.2	NP_523899.1
OG0002309	2	6183.Smp_072340.1	NP_572686.1
OG0002310	2	6183.Smp_072350.1	AAF54974.2
OG0002311	2	6183.Smp_072360.1	AAF51972.2
OG0002312	2	6183.Smp_072370.1	NP_612096.1
OG0002313	2	6183.Smp_072640.1	NP_611853.2
OG0002314	2	6183.Smp_072790.1	NP_569872.1
OG0002315	2	6183.Smp_072870.1	AAF54853.1
OG0002316	2	6183.Smp_072900.1	Q9VH95.1
OG0002317	2	6183.Smp_072970.1	AAF55314.2
OG0002318	2	6183.Smp_073080.2	NP_608387.1
OG0002319	2	6183.Smp_073110.1	AAF45402.1
OG0002320	2	6183.Smp_073200.1	AAF56576.2
OG0002321	2	6183.Smp_073210.1	AAF54618.1
OG0002322	2	6183.Smp_073220.1	NP_523790.1
OG0002323	2	6183.Smp_073270.1	NP_620471.3
OG0002324	2	6183.Smp_073290.1	AAF46594.2
OG0002325	2	6183.Smp_073340.1	NP_477080.1
OG0002326	2	6183.Smp_073500.2	NP_524752.1
OG0002327	2	6183.Smp_073540.1	Q9VCZ8.1
OG0002328	2	6183.Smp_073560.2	AAF46509.2
OG0002329	2	6183.Smp_073570.1	NP_524910.1
OG0002330	2	6183.Smp_073590.1	AAF55974.1
OG0002331	2	6183.Smp_073600.1	AAF48514.1
OG0002332	2	6183.Smp_073610.2	AAF55506.1
OG0002333	2	6183.Smp_073620.1	AAF59019.2
OG0002334	2	6183.Smp_073680.1	NP_476939.1
OG0002335	2	6183.Smp_073720.1	NP_608693.1
OG0002336	2	6183.Smp_073830.1	AAF56931.1
OG0002337	2	6183.Smp_073880.1	NP_524618.1
OG0002338	2	6183.Smp_073890.1	AAF56038.2
OG0002339	2	6183.Smp_073930.1	CAA58500.1
OG0002340	2	6183.Smp_073940.1	Q9VU68.1
OG0002341	2	6183.Smp_073950.1	NP_611050.1
OG0002342	2	6183.Smp_073990.1	NP_609737.1
OG0002343	2	6183.Smp_074010.1	NP_572499.2
OG0002344	2	6183.Smp_074070.1	NP_572217.1
OG0002347	2	6183.Smp_074200.2	NP_572220.1
OG0002348	2	6183.Smp_074230.1	AAF55522.5
OG0002350	2	6183.Smp_074370.1	AAF55949.1
OG0002351	2	6183.Smp_074470.1	NP_610939.2
OG0002352	2	6183.Smp_074700.1	NP_609321.1
OG0002353	2	6183.Smp_074770.1	NP_608329.1
OG0002354	2	6183.Smp_074780.1	NP_476964.1
OG0002355	2	6183.Smp_074870.1	AAF53797.1
OG0002356	2	6183.Smp_074940.1	NP_609036.1
OG0002357	2	6183.Smp_074950.1	AAF53695.1
OG0002358	2	6183.Smp_075030.1	AAF48915.1
OG0002359	2	6183.Smp_075130.1	AAF46336.1
OG0002361	2	6183.Smp_075210.2	XP_080392.1
OG0002362	2	6183.Smp_075220.1	NP_610183.1
OG0002363	2	6183.Smp_075230.1	AAF46246.3
OG0002364	2	6183.Smp_075560.1	AAF54135.1
OG0002365	2	6183.Smp_075640.3	AAF56216.1
OG0002366	2	6183.Smp_075690.1	AAF52495.2
OG0002367	2	6183.Smp_075870.2	AAF45568.1
OG0002368	2	6183.Smp_075940.1	AAF53765.1
OG0002369	2	6183.Smp_076030.1	AAF48563.1
OG0002370	2	6183.Smp_076040.3	AAF50569.1
OG0002373	2	6183.Smp_076500.1	AAF55673.2
OG0002374	2	6183.Smp_076530.1	NP_523943.1
OG0002375	2	6183.Smp_076540.1	AAF52831.2
OG0002377	2	6183.Smp_076630.2	NP_477332.1
OG0002378	2	6183.Smp_076650.2	AAF57780.2
OG0002379	2	6183.Smp_076660.1	Q9W088.1
OG0002381	2	6183.Smp_076740.1	NP_524709.1
OG0002382	2	6183.Smp_076880.1	AAF49876.1
OG0002383	2	6183.Smp_076990.1	AAF49910.1
OG0002384	2	6183.Smp_077020.1	AAF56847.1
OG0002386	2	6183.Smp_077070.1	NP_573176.1
OG0002387	2	6183.Smp_077090.1	AAF54298.1
OG0002388	2	6183.Smp_077180.1	AAF53551.2
OG0002389	2	6183.Smp_077230.1	Q9VE50.1
OG0002390	2	6183.Smp_077540.1	NP_611080.1
OG0002391	2	6183.Smp_077590.1	AAF56315.1
OG0002393	2	6183.Smp_077670.1	AAF52125.2
OG0002396	2	6183.Smp_077980.1	NP_477318.1
OG0002399	2	6183.Smp_078310.1	AAF56176.1
OG0002400	2	6183.Smp_078400.1	AAF50337.2
OG0002401	2	6183.Smp_078520.1	AAF56024.1
OG0002405	2	6183.Smp_078610.1	NP_572242.1
OG0002407	2	6183.Smp_078710.1	NP_610431.1
OG0002408	2	6183.Smp_078730.1	NP_477224.1
OG0002409	2	6183.Smp_078750.1	NP_524524.1
OG0002411	2	6183.Smp_078900.1	AAF50149.1
OG0002412	2	6183.Smp_078920.1	AAF58425.5
OG0002413	2	6183.Smp_079000.1	AAF49241.2
OG0002414	2	6183.Smp_079010.1	AAF58862.2
OG0002415	2	6183.Smp_079050.1	AAF51580.2
OG0002416	2	6183.Smp_079240.1	NP_609479.1
OG0002417	2	6183.Smp_079260.1	NP_523621.2
OG0002419	2	6183.Smp_079310.1	AAF56382.2
OG0002420	2	6183.Smp_079380.1	NP_476614.1
OG0002421	2	6183.Smp_079390.1	NP_477230.1
OG0002422	2	6183.Smp_079400.1	AAF47316.2
OG0002423	2	6183.Smp_079410.1	AAD19607.1
OG0002424	2	6183.Smp_079430.2	AAF48008.1
OG0002425	2	6183.Smp_079450.1	AAF49444.1
OG0002426	2	6183.Smp_079490.1	AAF45484.1
OG0002427	2	6183.Smp_079650.1	AAF49099.2
OG0002428	2	6183.Smp_079710.1	AAF51008.1
OG0002429	2	6183.Smp_079730.1	AAF55577.2
OG0002430	2	6183.Smp_079750.1	NP_611400.1
OG0002431	2	6183.Smp_079760.1	CAB77053.1
OG0002432	2	6183.Smp_079910.1	NP_523923.1
OG0002433	2	6183.Smp_079920.1	AAF45977.1
OG0002435	2	6183.Smp_080110.1	AAF56984.1
OG0002436	2	6183.Smp_080130.1	AAF49854.1
OG0002437	2	6183.Smp_080180.1	AAF56488.1
OG0002438	2	6183.Smp_080280.1	NP_476996.1
OG0002439	2	6183.Smp_080320.1	AAF56906.4
OG0002440	2	6183.Smp_080530.1	AAF53948.2
OG0002441	2	6183.Smp_080550.1	AAF55688.1
OG0002442	2	6183.Smp_080680.1	NP_573001.2
OG0002443	2	6183.Smp_080840.1	AAF48180.2
OG0002444	2	6183.Smp_081260.1	AAF48358.4
OG0002445	2	6183.Smp_081380.1	AAF57690.1
OG0002446	2	6183.Smp_081450.1	AAF51181.1
OG0002447	2	6183.Smp_081460.3	AAF47963.1
OG0002448	2	6183.Smp_081470.1	AAF56054.1
OG0002449	2	6183.Smp_081510.1	AAF48988.1
OG0002450	2	6183.Smp_081790.1	AAF48378.2
OG0002451	2	6183.Smp_081820.3	AAF47807.1
OG0002452	2	6183.Smp_082050.1	CAA72184.1
OG0002453	2	6183.Smp_082120.1	NP_572610.1
OG0002454	2	6183.Smp_082240.1	NP_002098.1
OG0002455	2	6183.Smp_082490.1	CAA07238.1
OG0002456	2	6183.Smp_082560.1	NP_611692.1
OG0002457	2	6183.Smp_082570.1	XP_082495.1
OG0002458	2	6183.Smp_082710.1	AAF56862.1
OG0002459	2	6183.Smp_082780.1	AAF56819.1
OG0002460	2	6183.Smp_082790.1	AAF49614.1
OG0002461	2	6183.Smp_082800.1	AAF51247.3
OG0002462	2	6183.Smp_082810.2	NP_523414.1
OG0002463	2	6183.Smp_082820.1	NP_608833.1
OG0002464	2	6183.Smp_082850.2	AAF59135.2
OG0002465	2	6183.Smp_082860.1	NP_524826.1
OG0002466	2	6183.Smp_082940.1	AAF51238.1
OG0002467	2	6183.Smp_082990.1	NP_477068.1
OG0002468	2	6183.Smp_083020.1	AAF45404.1
OG0002469	2	6183.Smp_083080.1	NP_610121.2
OG0002470	2	6183.Smp_083120.1	NP_609358.1
OG0002471	2	6183.Smp_083150.1	AAF54042.2
OG0002472	2	6183.Smp_083180.2	NP_524867.2
OG0002473	2	6183.Smp_083380.1	AAF55188.1
OG0002474	2	6183.Smp_083410.1	AAF56877.2
OG0002475	2	6183.Smp_083450.1	AAF54608.1
OG0002476	2	6183.Smp_083540.1	NP_523489.1
OG0002477	2	6183.Smp_083650.1	NP_611352.1
OG0002478	2	6183.Smp_083710.1	AAF55897.2
OG0002479	2	6183.Smp_083720.1	AAF49734.1
OG0002480	2	6183.Smp_083770.1	AAF55685.1
OG0002481	2	6183.Smp_083930.1	AAF50760.1
OG0002482	2	6183.Smp_084080.1	AAF50009.1
OG0002483	2	6183.Smp_084380.1	AAF55578.2
OG0002484	2	6183.Smp_084400.2	NP_611536.1
OG0002485	2	6183.Smp_084520.1	AAF55512.1
OG0002486	2	6183.Smp_084540.2	NP_611023.1
OG0002487	2	6183.Smp_084600.1	AAF46705.3
OG0002488	2	6183.Smp_084610.1	NP_477388.1
OG0002489	2	6183.Smp_084620.1	NP_477136.1
OG0002490	2	6183.Smp_084740.1	AAF52908.1
OG0002491	2	6183.Smp_084770.1	AAD38659.1
OG0002492	2	6183.Smp_084790.1	AAF47872.1
OG0002493	2	6183.Smp_084810.1	NP_572236.3
OG0002494	2	6183.Smp_084830.1	NP_476980.1
OG0002495	2	6183.Smp_084860.1	NP_573063.1
OG0002496	2	6183.Smp_084870.1	NP_610999.4
OG0002497	2	6183.Smp_084900.1	AAF56977.1
OG0002498	2	6183.Smp_085310.2	NP_477300.1
OG0002499	2	6183.Smp_085380.1	AAF55386.1
OG0002500	2	6183.Smp_085480.1	NP_524377.1
OG0002501	2	6183.Smp_085500.1	NP_608834.1
OG0002502	2	6183.Smp_085520.1	NP_524237.1
OG0002503	2	6183.Smp_085530.1	AAF55255.2
OG0002504	2	6183.Smp_085540.6	AAF53566.4
OG0002505	2	6183.Smp_085640.1	NP_477444.1
OG0002507	2	6183.Smp_085740.1	NP_477263.1
OG0002508	2	6183.Smp_085780.1	NP_523440.1
OG0002510	2	6183.Smp_086210.1	NP_523990.1
OG0002511	2	6183.Smp_086330.1	NP_476643.1
OG0002512	2	6183.Smp_086460.1	AAF51302.2
OG0002513	2	6183.Smp_086710.1	NP_609416.1
OG0002514	2	6183.Smp_086760.1	NP_524032.2
OG0002515	2	6183.Smp_086960.1	NP_611097.2
OG0002516	2	6183.Smp_087010.1	P54358.2
OG0002517	2	6183.Smp_087070.1	P09087.3
OG0002518	2	6183.Smp_087220.1	AAF57175.1
OG0002519	2	6183.Smp_087250.1	NP_477122.1
OG0002520	2	6183.Smp_087270.1	NP_610269.1
OG0002521	2	6183.Smp_087320.1	AAF48194.2
OG0002522	2	6183.Smp_087440.1	NP_511166.2
OG0002523	2	6183.Smp_087810.1	NP_611232.1
OG0002524	2	6183.Smp_087860.1	Q9VTZ6.1
OG0002525	2	6183.Smp_087920.1	AAF50102.1
OG0002526	2	6183.Smp_087980.1	NP_572404.1
OG0002527	2	6183.Smp_088240.1	AAF49581.1
OG0002528	2	6183.Smp_088250.1	NP_476848.1
OG0002529	2	6183.Smp_088390.1	NP_609580.1
OG0002530	2	6183.Smp_088460.1	NP_524246.1
OG0002531	2	6183.Smp_088550.1	NP_609976.1
OG0002532	2	6183.Smp_088600.1	AAF57324.2
OG0002533	2	6183.Smp_088620.1	NP_611740.1
OG0002534	2	6183.Smp_088660.1	AAF53090.1
OG0002535	2	6183.Smp_088940.1	AAF51947.1
OG0002536	2	6183.Smp_088950.1	NP_569995.1
OG0002537	2	6183.Smp_089120.1	NP_612075.1
OG0002538	2	6183.Smp_089180.1	AAF48134.1
OG0002539	2	6183.Smp_089240.1	AAF56991.4
OG0002540	2	6183.Smp_089400.1	AAF54309.1
OG0002541	2	6183.Smp_089590.1	AAF54442.1
OG0002542	2	6183.Smp_089630.1	AAF56390.1
OG0002543	2	6183.Smp_089640.2	NP_477101.1
OG0002544	2	6183.Smp_089700.1	P11584.3
OG0002545	2	6183.Smp_090070.1	O17468.2
OG0002546	2	6183.Smp_090120.1	NP_524264.1
OG0002547	2	6183.Smp_090150.2	AAF49770.1
OG0002548	2	6183.Smp_090230.1	AAF51987.1
OG0002549	2	6183.Smp_090440.1	AAF53963.1
OG0002550	2	6183.Smp_090450.1	AAF59349.2
OG0002551	2	6183.Smp_090800.1	AAF54806.2
OG0002552	2	6183.Smp_090820.1	AAF55593.2
OG0002553	2	6183.Smp_090830.1	AAF48829.1
OG0002554	2	6183.Smp_090860.1	NP_524946.1
OG0002555	2	6183.Smp_090920.1	AAF48956.2
OG0002556	2	6183.Smp_091010.1	AAF51642.2
OG0002557	2	6183.Smp_091460.1	AAF48043.2
OG0002558	2	6183.Smp_091470.1	AAF47504.1
OG0002559	2	6183.Smp_091640.1	NP_611693.1
OG0002560	2	6183.Smp_091650.1	AAF53280.2
OG0002561	2	6183.Smp_091730.1	AAF54838.1
OG0002562	2	6183.Smp_091740.1	AAF58685.2
OG0002563	2	6183.Smp_091770.1	AAF50977.1
OG0002564	2	6183.Smp_091800.1	NP_609209.2
OG0002566	2	6183.Smp_091850.1	NP_608938.1
OG0002568	2	6183.Smp_092280.1	NP_523668.3
OG0002569	2	6183.Smp_092320.1	AAF49098.3
OG0002570	2	6183.Smp_092380.1	NP_511117.1
OG0002571	2	6183.Smp_092390.1	AAF55174.1
OG0002572	2	6183.Smp_092530.2	NP_572527.2
OG0002573	2	6183.Smp_092570.1	AAF47723.1
OG0002574	2	6183.Smp_092750.1	AAF57188.4
OG0002575	2	6183.Smp_092770.1	NP_524608.1
OG0002576	2	6183.Smp_092810.1	NP_523490.1
OG0002577	2	6183.Smp_092880.2	AAF55508.1
OG0002578	2	6183.Smp_092950.1	NP_610046.4
OG0002579	2	6183.Smp_093220.1	AAF57600.2
OG0002580	2	6183.Smp_093230.1	NP_608338.1
OG0002581	2	6183.Smp_093280.1	AAF52023.1
OG0002582	2	6183.Smp_093310.1	Q27368.2
OG0002583	2	6183.Smp_093320.1	AAF58753.1
OG0002584	2	6183.Smp_093370.2	Q9VSH9.1
OG0002585	2	6183.Smp_093540.3	AAA61946.1
OG0002587	2	6183.Smp_093670.1	Q9VTU1.3
OG0002588	2	6183.Smp_093690.2	AAF53680.2
OG0002589	2	6183.Smp_093740.3	AAF51221.2
OG0002590	2	6183.Smp_093750.2	NP_573130.1
OG0002592	2	6183.Smp_093800.1	XP_079544.1
OG0002593	2	6183.Smp_093820.1	AAF56209.5
OG0002594	2	6183.Smp_093830.1	AAF49414.1
OG0002595	2	6183.Smp_093950.1	AAF50041.2
OG0002597	2	6183.Smp_094020.1	Q9VD51.2
OG0002598	2	6183.Smp_094050.2	NP_610333.1
OG0002599	2	6183.Smp_094060.1	Q9VCA5.1
OG0002600	2	6183.Smp_094090.1	AAF57543.2
OG0002601	2	6183.Smp_094130.1	NP_477449.1
OG0002602	2	6183.Smp_094140.1	NP_511065.1
OG0002603	2	6183.Smp_094150.1	AAF46645.1
OG0002604	2	6183.Smp_094190.1	AAF51422.4
OG0002605	2	6183.Smp_094250.1	Q9W0V1
OG0002606	2	6183.Smp_094330.1	AAF56220.3
OG0002607	2	6183.Smp_094340.1	AAF54484.1
OG0002608	2	6183.Smp_094380.1	AAF46150.2
OG0002609	2	6183.Smp_094420.1	XP_079610.1
OG0002610	2	6183.Smp_094470.1	AAF58151.1
OG0002612	2	6183.Smp_094570.1	AAF53958.2
OG0002613	2	6183.Smp_094810.1	NP_523773.1
OG0002614	2	6183.Smp_094820.1	AAF47540.1
OG0002615	2	6183.Smp_094880.1	AAF58416.2
OG0002616	2	6183.Smp_094920.1	AAF46709.1
OG0002617	2	6183.Smp_095130.1	NP_612103.1
OG0002618	2	6183.Smp_095150.1	Q24208.1
OG0002619	2	6183.Smp_095470.1	NP_609364.1
OG0002621	2	6183.Smp_095590.1	NP_525050.1
OG0002622	2	6183.Smp_095680.1	AAF47873.1
OG0002623	2	6183.Smp_095810.1	AAF50741.1
OG0002624	2	6183.Smp_095910.1	NP_524887.2
OG0002625	2	6183.Smp_095920.1	NP_523434.2
OG0002627	2	6183.Smp_096010.1	AAF47051.3
OG0002628	2	6183.Smp_096200.1	AAF51525.2
OG0002629	2	6183.Smp_096290.1	AAF55706.1
OG0002630	2	6183.Smp_096310.1	AAF58177.2
OG0002631	2	6183.Smp_096320.1	AAF49578.1
OG0002632	2	6183.Smp_096360.1	AAF48768.2
OG0002633	2	6183.Smp_096450.1	AAF56769.1
OG0002634	2	6183.Smp_096640.1	AAF55388.1
OG0002635	2	6183.Smp_096720.1	AAF55621.2
OG0002636	2	6183.Smp_096750.1	NP_476938.1
OG0002637	2	6183.Smp_096780.1	AAF55137.1
OG0002638	2	6183.Smp_096810.1	AAF51159.2
OG0002639	2	6183.Smp_096910.1	AAF52930.2
OG0002641	2	6183.Smp_097020.1	AAF58635.1
OG0002642	2	6183.Smp_097110.1	NP_610266.1
OG0002643	2	6183.Smp_097180.1	NP_611895.1
OG0002644	2	6183.Smp_097240.2	AAF54889.1
OG0002645	2	6183.Smp_097370.1	NP_610001.1
OG0002647	2	6183.Smp_097590.1	NP_524838.1
OG0002648	2	6183.Smp_097620.1	NP_610398.1
OG0002649	2	6183.Smp_097700.1	NP_476781.1
OG0002650	2	6183.Smp_097710.1	AAL13875.1
OG0002651	2	6183.Smp_097810.1	NP_609375.1
OG0002652	2	6183.Smp_097830.1	NP_609459.1
OG0002653	2	6183.Smp_098090.1	AAF52894.2
OG0002654	2	6183.Smp_098330.1	AAF27630.1
OG0002655	2	6183.Smp_098340.1	AAF49262.1
OG0002656	2	6183.Smp_098370.2	AAF50084.1
OG0002657	2	6183.Smp_098450.1	NP_523429.1
OG0002658	2	6183.Smp_098650.1	AAF51089.1
OG0002659	2	6183.Smp_098760.1	NP_477329.1
OG0002660	2	6183.Smp_098840.1	NP_511129.3
OG0002661	2	6183.Smp_098850.1	AAF49764.1
OG0002662	2	6183.Smp_098920.1	NP_611832.1
OG0002663	2	6183.Smp_098950.1	NP_523805.1
OG0002664	2	6183.Smp_098960.1	AAF49215.1
OG0002665	2	6183.Smp_098980.1	AAF58986.2
OG0002666	2	6183.Smp_099030.1	NP_524918.1
OG0002667	2	6183.Smp_099170.1	NP_477419.1
OG0002669	2	6183.Smp_099300.1	NP_524355.2
OG0002670	2	6183.Smp_099310.1	AAF51978.2
OG0002671	2	6183.Smp_099320.1	NP_611604.1
OG0002674	2	6183.Smp_099850.3	NP_524425.2
OG0002675	2	6183.Smp_099870.1	NP_524611.1
OG0002676	2	6183.Smp_099900.1	XP_080734.1
OG0002677	2	6183.Smp_099930.1	NP_524430.1
OG0002678	2	6183.Smp_100030.1	AAF49383.1
OG0002679	2	6183.Smp_100110.1	AAF54617.1
OG0002680	2	6183.Smp_100130.1	AAF52953.1
OG0002681	2	6183.Smp_100380.1	AAF51021.3
OG0002683	2	6183.Smp_101240.1	NP_572448.1
OG0002684	2	6183.Smp_101280.1	NP_610761.2
OG0002685	2	6183.Smp_101290.2	AAF48621.1
OG0002686	2	6183.Smp_101300.1	NP_569898.1
OG0002687	2	6183.Smp_101370.1	NP_610287.2
OG0002688	2	6183.Smp_101450.1	P32100.2
OG0002689	2	6183.Smp_102040.1	NP_477269.1
OG0002691	2	6183.Smp_102240.1	AAF47091.2
OG0002692	2	6183.Smp_102280.1	NP_477100.2
OG0002693	2	6183.Smp_102340.1	NP_477299.1
OG0002694	2	6183.Smp_102400.1	AAF47918.1
OG0002695	2	6183.Smp_102450.1	P56175.3
OG0002696	2	6183.Smp_102490.1	NP_525073.1
OG0002697	2	6183.Smp_102510.1	NP_608531.1
OG0002700	2	6183.Smp_102810.1	AAF50262.1
OG0002701	2	6183.Smp_102820.1	AAF57847.2
OG0002702	2	6183.Smp_102840.1	NP_523473.2
OG0002703	2	6183.Smp_102960.1	NP_524378.1
OG0002704	2	6183.Smp_103010.1	NP_611094.1
OG0002705	2	6183.Smp_103160.2	AAF59061.2
OG0002706	2	6183.Smp_103210.1	NP_608897.1
OG0002707	2	6183.Smp_103280.1	NP_610221.1
OG0002708	2	6183.Smp_103310.1	Q9VSC1.1
OG0002709	2	6183.Smp_103320.1	AAF49407.2
OG0002710	2	6183.Smp_103460.1	NP_524043.1
OG0002711	2	6183.Smp_103470.1	NP_476636.1
OG0002712	2	6183.Smp_103540.2	NP_476605.1
OG0002713	2	6183.Smp_103570.1	AAF49104.1
OG0002714	2	6183.Smp_103710.1	NP_476978.1
OG0002715	2	6183.Smp_103920.1	AAF50024.2
OG0002716	2	6183.Smp_103930.5	AAF56419.1
OG0002717	2	6183.Smp_103950.1	NP_523674.1
OG0002718	2	6183.Smp_103990.1	AAF52006.1
OG0002719	2	6183.Smp_104030.3	AAF56598.2
OG0002720	2	6183.Smp_104330.1	AAF54625.1
OG0002721	2	6183.Smp_104440.1	AAF55335.1
OG0002723	2	6183.Smp_104470.1	AAF46510.2
OG0002724	2	6183.Smp_104500.1	AAF58378.3
OG0002725	2	6183.Smp_104520.1	AAF54403.1
OG0002726	2	6183.Smp_104580.1	NP_610298.2
OG0002727	2	6183.Smp_104600.1	XP_082349.1
OG0002728	2	6183.Smp_104630.1	AAF46145.1
OG0002729	2	6183.Smp_104660.1	AAF52798.2
OG0002730	2	6183.Smp_104720.1	NP_611734.1
OG0002731	2	6183.Smp_104870.1	NP_572778.1
OG0002732	2	6183.Smp_104960.1	AAF58709.1
OG0002733	2	6183.Smp_105040.1	AAF54601.3
OG0002734	2	6183.Smp_105320.1	NP_524781.1
OG0002735	2	6183.Smp_105330.1	AAF49617.2
OG0002736	2	6183.Smp_105340.1	NP_611715.3
OG0002737	2	6183.Smp_105480.1	AAF57559.1
OG0002738	2	6183.Smp_105680.1	NP_523536.2
OG0002739	2	6183.Smp_105700.1	AAF49564.4
OG0002740	2	6183.Smp_105710.1	NP_610229.1
OG0002741	2	6183.Smp_105860.1	NP_511093.2
OG0002742	2	6183.Smp_105930.1	AAF56280.2
OG0002743	2	6183.Smp_105960.1	AAF51678.1
OG0002744	2	6183.Smp_106040.1	AAF52110.3
OG0002745	2	6183.Smp_106050.1	AAF51017.2
OG0002746	2	6183.Smp_106080.1	AAF51613.1
OG0002747	2	6183.Smp_106110.1	AAF56519.2
OG0002748	2	6183.Smp_106130.2	AAF58270.1
OG0002753	2	6183.Smp_113620.3	AAF43415.1
OG0002755	2	6183.Smp_114090.1	NP_609665.2
OG0002756	2	6183.Smp_114160.1	AAF56060.2
OG0002759	2	6183.Smp_115060.1	NP_477240.1
OG0002760	2	6183.Smp_115340.1	AAF56924.1
OG0002763	2	6183.Smp_118750.1	AAF49583.1
OG0002764	2	6183.Smp_118780.1	AAF50485.1
OG0002765	2	6183.Smp_118820.1	NP_572682.1
OG0002766	2	6183.Smp_118830.1	NP_611539.1
OG0002767	2	6183.Smp_118850.1	AAF57207.2
OG0002768	2	6183.Smp_119120.1	AAF52815.1
OG0002769	2	6183.Smp_119310.1	NP_608447.1
OG0002770	2	6183.Smp_119920.1	NP_611685.1
OG0002771	2	6183.Smp_119980.1	AAF52848.1
OG0002772	2	6183.Smp_120080.2	NP_525122.1
OG0002773	2	6183.Smp_120320.1	AAF55372.1
OG0002774	2	6183.Smp_120350.1	AAF46323.1
OG0002775	2	6183.Smp_120360.1	NP_524929.1
OG0002776	2	6183.Smp_120380.1	NP_608460.1
OG0002777	2	6183.Smp_120440.1	AAF52964.3
OG0002778	2	6183.Smp_120640.1	AAF50445.2
OG0002779	2	6183.Smp_120740.1	AAF46853.2
OG0002780	2	6183.Smp_120980.1	AAF53297.2
