Orthogroup	kog_cerevisiae_pos_go	protein_mansoni
OG0001391	NP_014663.1	6183.Smp_097380.1
OG0001392	NP_010335.1	6183.Smp_003990.1
OG0001393	NP_010863.1	6183.Smp_103200.1
OG0001394	NP_009848.4	6183.Smp_056860.1
OG0001395	NP_012392.1	6183.Smp_155870.1
OG0001396	NP_009475.1	6183.Smp_073790.1
OG0001397	NP_015003.1	6183.Smp_176340.1
OG0001398	NP_009837.1, NP_012470.1	
OG0001399	NP_011086.3	6183.Smp_167570.1
OG0001400	NP_010584.1	6183.Smp_039000.1
OG0001401	NP_014977.3	6183.Smp_085520.1
OG0001402	NP_013924.1	6183.Smp_068480.1
OG0001403	NP_009398.1	6183.Smp_030690.1
OG0001404	NP_010890.3	6183.Smp_061870.1
OG0001405	NP_010469.3	6183.Smp_028930.1
OG0001406	NP_013237.1	6183.Smp_087320.1
OG0001407	NP_009925.1	6183.Smp_019490.1
OG0001408	NP_013701.1	6183.Smp_079310.1
OG0001409	NP_009704.1	6183.Smp_164790.1
OG0001410	NP_015419.1	6183.Smp_011720.1
OG0001411	NP_009351.1	6183.Smp_149440.1
OG0001412	NP_010753.1	6183.Smp_024380.1
OG0001413	NP_014098.1	6183.Smp_031570.1
OG0001414	NP_011447.1	6183.Smp_066740.1
OG0001415	NP_009622.1, NP_010328.3	
OG0001416	NP_010235.1, NP_013479.3	
OG0001417	NP_010430.1, NP_013232.1	
OG0001418	NP_010539.1, NP_015287.1	
OG0001419	NP_012861.1, NP_013751.1	
OG0001420	NP_015512.1	6183.Smp_147010.1
OG0001421	NP_013109.1	6183.Smp_153950.1
OG0001422	NP_010615.3	6183.Smp_052910.1
OG0001423	NP_009604.1	6183.Smp_032760.1
OG0001424	NP_011697.3	6183.Smp_061560.1
OG0001425	NP_014020.1	6183.Smp_166120.1
OG0001426	NP_009564.1	6183.Smp_082240.1
OG0001427	NP_014746.2	6183.Smp_020770.1
OG0001428	NP_012729.1	6183.Smp_015860.1
OG0001429	NP_011633.3	6183.Smp_074470.1
OG0001430	NP_014514.1	6183.Smp_003410.1
OG0001431	NP_010200.1	6183.Smp_119920.1
OG0001432	NP_014631.1	6183.Smp_210630.1
OG0001433	NP_010280.1	6183.Smp_082120.1
OG0001434	NP_014734.2	6183.Smp_099900.1
OG0001435	NP_009773.1, NP_011459.2	
OG0001436	NP_014937.1	6183.Smp_058680.2
OG0001437	NP_010798.1	6183.Smp_045510.1
OG0001438	NP_014155.1	6183.Smp_019440.1
OG0001439	NP_116636.1	6183.Smp_038680.1
OG0001440	NP_014252.2	6183.Smp_210830.1
OG0001441	NP_012411.1	6183.Smp_175550.1
OG0001442	NP_009961.2	6183.Smp_135870.1
OG0001443	NP_010077.1, NP_010519.3	
OG0001444	NP_015458.1	6183.Smp_008500.2
OG0001445	NP_012035.1	6183.Smp_140890.1
OG0001446	NP_014137.1	6183.Smp_210940.1
OG0001447	NP_010664.3	6183.Smp_166580.1
OG0001448	NP_013797.1	6183.Smp_061590.1
OG0001449	NP_012034.1	6183.Smp_197880.1
OG0001450	NP_013207.1	6183.Smp_143650.1
OG0001451	NP_013060.1	6183.Smp_021170.1
OG0001452	NP_013986.1	6183.Smp_138200.1
OG0001453	NP_013427.1	6183.Smp_033590.1
OG0001454	NP_012942.3	6183.Smp_130600.1
OG0001455	NP_011562.1	6183.Smp_196510.1
OG0001456	NP_013966.1	6183.Smp_142510.2
OG0001457	NP_012328.1	6183.Smp_148410.1
OG0001458	NP_009551.2	6183.Smp_120740.1
OG0001459	NP_012137.3	6183.Smp_141860.1
OG0001460	NP_011570.1, NP_013461.1	
OG0001461	NP_012933.4	6183.Smp_128120.1
OG0001462	NP_010017.2	6183.Smp_133320.1
OG0001463	NP_012426.1	6183.Smp_162600.1
OG0001464	NP_009736.3, NP_015230.1	
OG0001465	NP_013725.1	6183.Smp_161480.1
OG0001466	NP_014102.1	6183.Smp_212080.1
OG0001467	NP_011612.3	6183.Smp_167810.1
OG0001468	NP_011631.1	6183.Smp_180420.1
OG0001469	NP_014227.4	6183.Smp_151380.1
OG0001470	NP_010443.3	6183.Smp_180900.1
OG0001471	NP_015370.1	6183.Smp_097830.1
OG0001472	NP_009731.4, NP_015220.1	
OG0001473	NP_009486.3	6183.Smp_000710.1
OG0001474	NP_010354.3	6183.Smp_152000.1
OG0001475	NP_012110.1, NP_013024.1	
OG0001476	NP_011078.3	6183.Smp_005280.1
OG0001477	NP_116665.1	6183.Smp_084740.1
OG0001478	NP_014260.3	6183.Smp_086460.1
OG0001479	NP_012912.1	6183.Smp_160770.1
OG0001480	NP_014981.1	6183.Smp_133700.1
OG0001481	NP_010322.1	6183.Smp_104470.1
OG0001482	NP_013663.1	6183.Smp_137430.1
OG0001483	NP_010662.3	6183.Smp_040460.1
OG0001484	NP_013962.1	6183.Smp_166310.1
OG0001485	NP_013559.1, NP_015442.1	
OG0001486	NP_013777.1	6183.Smp_147360.1
OG0001487	NP_013218.1	6183.Smp_148230.1
OG0001488	NP_013488.3	6183.Smp_144930.1
OG0001489	NP_009971.1	6183.Smp_128960.1
OG0001490	NP_015319.1	6183.Smp_039130.1
OG0001491	NP_015358.1	6183.Smp_023360.1
OG0001492	NP_010476.1	6183.Smp_064050.2
OG0001493	NP_013352.1, NP_014935.3	
OG0001494	NP_015107.1	6183.Smp_100030.1
OG0001495	NP_013335.1	6183.Smp_158140.1
OG0001496	NP_012138.1	6183.Smp_171230.1
OG0001497	NP_014860.1	6183.Smp_004020.1
OG0001498	NP_013795.1	6183.Smp_042810.1
OG0001499	NP_014707.1	6183.Smp_120980.1
OG0001500	NP_009795.3	6183.Smp_038940.1
OG0001501	NP_014317.4	6183.Smp_143380.1
OG0001502	NP_013890.1	6183.Smp_009550.1
OG0001503	NP_010223.1	6183.Smp_038930.1
OG0001504	NP_015507.1	6183.Smp_099310.1
OG0001505	NP_010683.3, NP_012666.2	
OG0001506	NP_011276.1	6183.Smp_128050.1
OG0001507	NP_015200.1	6183.Smp_049920.3
OG0001508	NP_013373.1	6183.Smp_083150.1
OG0001509	NP_013703.1	6183.Smp_151070.1
OG0001510	NP_014496.2	6183.Smp_072370.1
OG0001511	NP_009531.1	6183.Smp_126490.1
OG0001512	NP_011892.1	6183.Smp_000030.1
OG0001513	NP_014152.1	6183.Smp_170800.2
OG0001514	NP_014359.3	6183.Smp_052800.1
OG0001515	NP_012712.1	6183.Smp_162630.1
OG0001516	NP_010678.3	6183.Smp_166220.1
OG0001517	NP_015506.1	6183.Smp_048760.1
OG0001518	NP_015391.1	6183.Smp_211070.1
OG0001519	NP_011979.1	6183.Smp_035280.1
OG0001520	NP_011866.1, NP_012898.1	
OG0001521	NP_010718.1	6183.Smp_146140.1
OG0001522	NP_011734.3	6183.Smp_124820.1
OG0001523	NP_012717.1	6183.Smp_137650.1
OG0001524	NP_009573.1	6183.Smp_142770.1
OG0001525	NP_010612.2	6183.Smp_078920.1
OG0001526	NP_116660.1	6183.Smp_017890.1
OG0001527	NP_014134.1	6183.Smp_057650.1
OG0001528	NP_015316.1	6183.Smp_052790.1
OG0001529	NP_013249.1	6183.Smp_142210.1
OG0001530	NP_009644.3	6183.Smp_050820.1
OG0001531	NP_014267.1	6183.Smp_144490.1
OG0001532	NP_010345.3	6183.Smp_132590.1
OG0001533	NP_010091.2	6183.Smp_030780.1
OG0001534	NP_014691.1	6183.Smp_133300.1
OG0001535	NP_010704.1	6183.Smp_166240.1
OG0001536	NP_010611.3	6183.Smp_152740.1
OG0001537	NP_010784.1	6183.Smp_098450.1
OG0001538	NP_011944.2	6183.Smp_156450.2
OG0001539	NP_011604.3	6183.Smp_149070.1
OG0001540	NP_012466.1	6183.Smp_046680.1
OG0001541	NP_010120.1, NP_013307.1	
OG0001542	NP_012190.1	6183.Smp_175250.1
OG0001543	NP_011889.1	6183.Smp_094050.2
OG0001544	NP_010991.3	6183.Smp_204730.1
OG0001545	NP_009635.1	6183.Smp_001170.1
OG0001546	NP_011937.1	6183.Smp_045760.1
OG0001547	NP_014803.1	6183.Smp_164410.1
OG0001548	NP_012077.1	6183.Smp_121610.2
OG0001549	NP_014657.1	6183.Smp_035430.2
OG0001550	NP_009495.1	6183.Smp_060010.1
OG0001551	NP_012788.2	6183.Smp_075220.1
OG0001552	NP_009876.1	6183.Smp_172190.1
OG0001553	NP_011323.3	6183.Smp_146300.1
OG0001554	NP_009884.1	6183.Smp_003340.1
OG0001555	NP_010925.1	6183.Smp_037700.1
OG0001556	NP_012443.1, NP_014546.1	
OG0001557	NP_011739.1	6183.Smp_154110.1
OG0001558	NP_013219.1	6183.Smp_025160.3
OG0001559	NP_013888.1	6183.Smp_147940.2
OG0001560	NP_014581.1	6183.Smp_146680.1
OG0001561	NP_013005.1	6183.Smp_031040.2
OG0001562	NP_012756.1	6183.Smp_065130.2
OG0001563	NP_012473.1	6183.Smp_061970.1
OG0001564	NP_013069.1	6183.Smp_021980.1
OG0001565	NP_011794.3	6183.Smp_171070.1
OG0001566	NP_011701.3	6183.Smp_129210.1
OG0001567	NP_014544.1	6183.Smp_082860.1
OG0001568	NP_012226.3	6183.Smp_088600.1
OG0001569	NP_010116.1	6183.Smp_024970.1
OG0001570	NP_013102.1	6183.Smp_132350.1
OG0001571	NP_015470.1	6183.Smp_017640.1
OG0001572	NP_011488.1	6183.Smp_024580.2
OG0001573	NP_013531.3	6183.Smp_038700.5
OG0001574	NP_013228.1	6183.Smp_152400.1
OG0001575	NP_116657.1	6183.Smp_103100.1
OG0001576	NP_013617.1	6183.Smp_012340.1
OG0001577	NP_010132.1	6183.Smp_149960.1
OG0001578	NP_011089.4	6183.Smp_021550.1
OG0001579	NP_012505.1	6183.Smp_168050.1
OG0001580	NP_010011.1	6183.Smp_150840.2
OG0001581	NP_012982.2	6183.Smp_123520.1
OG0001582	NP_014913.3	6183.Smp_040970.1
OG0001583	NP_009792.3	6183.Smp_132270.1
OG0001584	NP_012494.3	6183.Smp_049880.1
OG0001585	NP_009529.1	6183.Smp_175950.1
OG0001586	NP_011861.1	6183.Smp_126520.1
OG0001587	NP_010820.3	6183.Smp_064750.1
OG0001588	NP_014643.1	6183.Smp_131150.1
OG0001589	NP_014880.3, NP_015180.1	
OG0001590	NP_012341.1	6183.Smp_145740.1
OG0001591	NP_015488.1	6183.Smp_042210.1
OG0001592	NP_011761.3	6183.Smp_098980.1
OG0001593	NP_015416.1	6183.Smp_022630.1
OG0001594	NP_012063.3	6183.Smp_018530.2
OG0001595	NP_011410.1	6183.Smp_073620.1
OG0001596	NP_012927.3	6183.Smp_178850.1
OG0001597	NP_011792.1	6183.Smp_160090.1
OG0001598	NP_013208.1	6183.Smp_071770.1
OG0001599	NP_013245.1, NP_014465.1	
OG0001600	NP_014849.3	6183.Smp_154980.1
OG0001601	NP_116629.1	6183.Smp_014400.3
OG0001602	NP_012323.1, NP_015520.1	
OG0001603	NP_012879.1	6183.Smp_079050.1
OG0001604	NP_014192.1	6183.Smp_043200.1
OG0001605	NP_014762.3	6183.Smp_022140.1
OG0001606	NP_010170.1, NP_010713.1	
OG0001607	NP_012363.1	6183.Smp_019630.1
OG0001608	NP_009840.3, NP_116702.1	
OG0001609	NP_014539.1	6183.Smp_037640.1
OG0001610	NP_012532.3	6183.Smp_105680.1
OG0001611	NP_011493.1	6183.Smp_158600.1
OG0001612	NP_012135.1, NP_014331.3	
OG0001613	NP_009679.2	6183.Smp_040800.1
OG0001614	NP_014327.1	6183.Smp_041890.2
OG0001615	NP_011733.3	6183.Smp_197640.1
OG0001616	NP_011941.1	6183.Smp_162660.1
OG0001617	NP_012246.1	6183.Smp_051260.1
OG0001618	NP_013951.1	6183.Smp_068110.1
OG0001619	NP_015006.3	6183.Smp_058460.1
OG0001620	NP_011568.3	6183.Smp_175840.1
OG0001621	NP_013244.1	6183.Smp_163100.1
OG0001622	NP_010653.1	6183.Smp_002230.1
OG0001623	NP_011661.2	6183.Smp_180370.1
OG0001624	NP_009455.3	6183.Smp_157290.1
OG0001625	NP_009742.1, NP_015238.1	
OG0001626	NP_013967.1	6183.Smp_096810.1
OG0001627	NP_014412.1	6183.Smp_149450.1
OG0001628	NP_013509.1	6183.Smp_026700.1
OG0001629	NP_013631.1	6183.Smp_096200.1
OG0001630	NP_013588.1, NP_014012.1	
OG0001631	NP_014886.1	6183.Smp_129630.1
OG0001632	NP_012175.1	6183.Smp_158840.1
OG0001633	NP_012395.1	6183.Smp_074230.1
OG0001634	NP_014376.3	6183.Smp_211200.1
OG0001635	NP_010099.1, NP_010151.1	
OG0001636	NP_014295.1, NP_014751.1	
OG0001637	NP_015128.1	6183.Smp_149630.1
OG0001638	NP_010674.3	6183.Smp_151510.1
OG0001639	NP_012435.1	6183.Smp_018460.1
OG0001640	NP_011545.1	6183.Smp_193750.1
OG0001641	NP_010862.1	6183.Smp_015780.1
OG0001642	NP_009514.1	6183.Smp_134650.1
OG0001643	NP_010180.1	6183.Smp_043350.1
OG0001644	NP_011270.1	6183.Smp_161170.1
OG0001645	NP_012774.1	6183.Smp_061230.1
OG0001646	NP_010867.3, NP_012585.1	
OG0001647	NP_012058.1	6183.Smp_020210.1
OG0001648	NP_014230.1	6183.Smp_021830.1
OG0001649	NP_010620.3	6183.Smp_170100.1
OG0001650	NP_013641.1, NP_116602.1	
OG0001651	NP_014766.1	6183.Smp_172160.1
OG0001652	NP_012665.3	6183.Smp_018150.1
OG0001653	NP_009473.2	6183.Smp_181240.1
OG0001654	NP_014159.1	6183.Smp_083020.1
OG0001655	NP_013932.1	6183.Smp_043670.2
OG0001656	NP_009370.1	6183.Smp_105860.1
OG0001657	NP_011415.1	6183.Smp_060180.1
OG0001658	NP_009755.1	6183.Smp_022400.1
OG0001659	NP_013892.1, NP_013893.1	
OG0001660	NP_015019.1	6183.Smp_022960.1
OG0001661	NP_009560.1	6183.Smp_161350.1
OG0001662	NP_011902.1	6183.Smp_065060.1
OG0001663	NP_013828.1	6183.Smp_172730.1
OG0001664	NP_014699.1	6183.Smp_064510.1
OG0001665	NP_009544.1, NP_011494.1	
OG0001666	NP_009822.4	6183.Smp_179710.1
OG0001667	NP_013726.1	6183.Smp_048540.1
OG0001668	NP_013161.1	6183.Smp_094060.1
OG0001669	NP_013204.1	6183.Smp_047610.1
OG0001670	NP_011607.3	6183.Smp_152510.1
OG0001671	NP_011617.1	6183.Smp_055800.1
OG0001672	NP_011067.3	6183.Smp_175200.1
OG0001673	NP_014522.1, NP_014951.4	
OG0001674	NP_010334.1	6183.Smp_057430.1
OG0001675	NP_010306.1	6183.Smp_053610.1
OG0001676	NP_014180.1	6183.Smp_103930.5
OG0001677	NP_014427.1	6183.Smp_161590.1
OG0001678	NP_011831.1	6183.Smp_141770.1
OG0001679	NP_012809.1	6183.Smp_186980.1
OG0001680	NP_011774.1	6183.Smp_123940.1
OG0001681	NP_014884.1	6183.Smp_162030.1
OG0001682	NP_015002.3	6183.Smp_091730.1
OG0001683	NP_013276.1	6183.Smp_068920.3
OG0001684	NP_015239.1	6183.Smp_085500.1
OG0001685	NP_010856.1	6183.Smp_157710.1
OG0001686	NP_015193.1	6183.Smp_141470.1
OG0001687	NP_015102.1	6183.Smp_196150.1
OG0001688	NP_011403.1	6183.Smp_061300.1
OG0001689	NP_013536.3	6183.Smp_012930.1
OG0001690	NP_116655.1	6183.Smp_171830.1
OG0001691	NP_013128.1, NP_013839.1	
OG0001692	NP_010373.3	6183.Smp_019190.1
OG0001693	NP_011846.1, NP_012885.2	
OG0001694	NP_014955.1	6183.Smp_148990.1
OG0001695	NP_013298.1	6183.Smp_048660.1
OG0001696	NP_014644.1	6183.Smp_096910.1
OG0001697	NP_014710.1	6183.Smp_151520.1
OG0001698	NP_012242.1	6183.Smp_158380.1
OG0001699	NP_010938.1	6183.Smp_085310.2
OG0001700	NP_014199.1	6183.Smp_142640.1
OG0001701	NP_009591.1	6183.Smp_051550.1
OG0001702	NP_014675.1, NP_014989.3	
OG0001703	NP_444296.1	6183.Smp_194930.1
OG0001704	NP_011981.1	6183.Smp_210610.1
OG0001705	NP_014586.1, NP_015065.1	
OG0001706	NP_012535.3	6183.Smp_023660.1
OG0001707	NP_014372.1	6183.Smp_166680.1
OG0001708	NP_011084.1	6183.Smp_130460.1
OG0001709	NP_011850.1	6183.Smp_030280.1
OG0001710	NP_013576.1	6183.Smp_124920.1
OG0001711	NP_012040.1	6183.Smp_076630.2
OG0001712	NP_009952.2	6183.Smp_054640.1
OG0001713	NP_014398.1	6183.Smp_204770.1
OG0001714	NP_015228.1	6183.Smp_176290.1
OG0001715	NP_013089.1, NP_013120.1	
OG0001716	NP_010698.1	6183.Smp_080130.1
OG0001717	NP_116709.3	6183.Smp_031860.1
OG0001718	NP_012889.3	6183.Smp_133600.1
OG0001719	NP_010239.1	6183.Smp_126650.1
OG0001720	NP_013903.1	6183.Smp_008370.1
OG0001721	NP_012163.1	6183.Smp_030930.2
OG0001722	NP_012730.1	6183.Smp_174680.1
OG0001723	NP_014837.1	6183.Smp_080280.1
OG0001724	NP_011341.3	6183.Smp_077590.1
OG0001725	NP_011516.1	6183.Smp_002160.1
OG0001726	NP_014979.1, NP_015265.1	
OG0001727	NP_009358.1	6183.Smp_040360.1
OG0001728	NP_013644.1	6183.Smp_164200.1
OG0001729	NP_011770.3	6183.Smp_024110.1
OG0001730	NP_015089.1	6183.Smp_132690.1
OG0001731	NP_015310.1	6183.Smp_084140.1
OG0001732	NP_010477.3, NP_014668.1	
OG0001733	NP_012617.1	6183.Smp_148440.1
OG0001734	NP_009832.1, NP_012487.1	
OG0001735	NP_011445.1	6183.Smp_067090.1
OG0001736	NP_015324.1	6183.Smp_178700.1
OG0001737	NP_011783.1	6183.Smp_026920.1
OG0001738	NP_013463.1	6183.Smp_038030.1
OG0001739	NP_011727.3	6183.Smp_134010.1
OG0001740	NP_012964.2	6183.Smp_012450.1
OG0001741	NP_013753.1	6183.Smp_084620.1
OG0001742	NP_010554.1	6183.Smp_150680.1
OG0001743	NP_012651.1	6183.Smp_082620.1
OG0001744	NP_011538.3	6183.Smp_073990.1
OG0001745	NP_011068.1	6183.Smp_199730.1
OG0001746	NP_011372.3	6183.Smp_211090.1
OG0001747	NP_013383.1	6183.Smp_079810.1
OG0001748	NP_012183.2	6183.Smp_131090.1
OG0001749	NP_015168.1	6183.Smp_154780.1
OG0001750	NP_012539.1	6183.Smp_076660.1
OG0001751	NP_014426.3	6183.Smp_036570.1
OG0001752	NP_014887.3	6183.Smp_053140.1
OG0001753	NP_014893.1	6183.Smp_019130.1
OG0001754	NP_013065.1	6183.Smp_018280.1
OG0001755	NP_015205.1	6183.Smp_048990.1
OG0001756	NP_010914.3	6183.Smp_035470.1
OG0001757	NP_010918.1	6183.Smp_089590.1
OG0001758	NP_015361.1	6183.Smp_015070.1
OG0001759	NP_009471.1	6183.Smp_150200.1
OG0001760	NP_010726.3, NP_013694.1	
OG0001761	NP_015366.1	6183.Smp_122840.1
OG0001762	NP_015087.1	6183.Smp_103460.1
OG0001763	NP_010302.1	6183.Smp_128980.1
OG0001764	NP_013420.2	6183.Smp_146030.1
OG0001765	NP_013458.1	6183.Smp_070600.1
OG0001766	NP_013296.1	6183.Smp_121420.1
OG0001767	NP_011956.1	6183.Smp_145800.1
OG0001768	NP_014324.3	6183.Smp_061950.1
OG0001769	NP_015372.2	6183.Smp_149430.1
OG0001770	NP_116631.1	6183.Smp_101240.1
OG0001771	NP_009802.3	6183.Smp_051360.1
OG0001772	NP_011475.1	6183.Smp_045810.1
OG0001773	NP_011841.1	6183.Smp_131670.1
OG0001774	NP_011760.3	6183.Smp_167330.1
OG0001775	NP_011521.1	6183.Smp_158130.1
OG0001776	NP_011718.1	6183.Smp_124730.1
OG0001777	NP_010251.1	6183.Smp_178920.1
OG0001778	NP_013105.1	6183.Smp_136520.1
OG0001779	NP_011520.2	6183.Smp_059360.1
OG0001780	NP_011796.1	6183.Smp_010140.1
OG0001781	NP_012401.1, NP_012979.3	
OG0001782	NP_015262.1	6183.Smp_024360.1
OG0001783	NP_014441.1	6183.Smp_172660.1
OG0001784	NP_009729.1	6183.Smp_039180.1
OG0001785	NP_014720.1	6183.Smp_023250.1
OG0001786	NP_011304.2	6183.Smp_040560.1
OG0001787	NP_013614.1	6183.Smp_022470.1
OG0001788	NP_015466.1	6183.Smp_065160.1
OG0001789	NP_010231.1	6183.Smp_000070.1
OG0001790	NP_012273.1	6183.Smp_160190.1
OG0001791	NP_011906.1	6183.Smp_080840.1
OG0001792	NP_010283.3, NP_010568.3	
OG0001793	NP_012773.1	6183.Smp_007190.1
OG0001794	NP_009533.1	6183.Smp_131100.1
OG0001795	NP_012113.1	6183.Smp_166290.1
OG0001796	NP_014397.1	6183.Smp_002960.1
OG0001797	NP_010332.3	6183.Smp_143740.1
OG0001798	NP_015109.1	6183.Smp_063250.1
OG0001799	NP_009872.1	6183.Smp_115060.1
OG0001800	NP_013651.1	6183.Smp_074010.1
OG0001801	NP_010045.1	6183.Smp_030220.1
OG0001802	NP_012070.3	6183.Smp_000740.2
OG0001803	NP_009448.1	6183.Smp_067780.1
OG0001804	NP_010076.1	6183.Smp_095130.1
OG0001805	NP_011519.3	6183.Smp_121640.1
OG0001806	NP_010330.1	6183.Smp_034100.1
OG0001807	NP_012843.1	6183.Smp_211280.1
OG0001808	NP_013794.1	6183.Smp_053040.1
OG0001809	NP_013723.1	6183.Smp_147370.1
OG0001810	NP_012410.1	6183.Smp_194620.1
OG0001811	NP_012540.3	6183.Smp_093750.2
OG0001812	NP_013122.1	6183.Smp_007970.1
OG0001813	NP_010723.1	6183.Smp_124860.1
OG0001814	NP_012156.1	6183.Smp_171890.1
OG0001815	NP_013387.1	6183.Smp_133160.1
OG0001816	NP_011935.1	6183.Smp_065120.1
OG0001817	NP_015231.2	6183.Smp_119980.1
OG0001818	NP_012656.1	6183.Smp_170950.1
OG0001819	NP_014281.1	6183.Smp_006190.1
OG0001820	NP_009668.3	6183.Smp_005010.1
OG0001821	NP_011083.3	6183.Smp_024490.1
OG0001822	NP_013552.3	6183.Smp_079950.1
OG0001823	NP_009574.1	6183.Smp_059880.1
OG0001824	NP_010598.3, NP_011933.1	
OG0001825	NP_015214.1	6183.Smp_059980.1
OG0001826	NP_014548.1	6183.Smp_211190.1
OG0001827	NP_013652.1	6183.Smp_171820.2
OG0001828	NP_009973.1	6183.Smp_156270.1
OG0001829	NP_014565.2	6183.Smp_156780.1
OG0001830	NP_011703.3	6183.Smp_073200.1
OG0001831	NP_015509.1	6183.Smp_042790.1
OG0001832	NP_011615.1	6183.Smp_032420.1
OG0001833	NP_013316.1	6183.Smp_167410.1
OG0001834	NP_011485.1	6183.Smp_044580.1
OG0001835	NP_013691.1	6183.Smp_158920.1
OG0001836	NP_010932.1	6183.Smp_054540.1
OG0001837	NP_015348.1	6183.Smp_140950.1
OG0001838	NP_014875.3	6183.Smp_062790.1
OG0001839	NP_009787.3	6183.Smp_106040.1
OG0001840	NP_011102.3, NP_012079.1	
OG0001841	NP_012955.1	6183.Smp_029040.1
OG0001842	NP_011936.1	6183.Smp_064260.1
OG0001843	NP_116683.1	6183.Smp_065150.1
OG0001844	NP_012355.1	6183.Smp_162270.1
OG0001845	NP_012263.1	6183.Smp_210380.1
OG0001846	NP_014807.3	6183.Smp_050130.1
OG0001847	NP_009319.1	6183.Smp_000880.2
OG0001848	NP_013007.1	6183.Smp_028340.1
OG0001849	NP_014769.3	6183.Smp_162380.1
OG0001850	NP_014111.1	6183.Smp_210680.1
OG0001851	NP_010368.5	6183.Smp_079750.1
OG0001852	NP_015494.1	6183.Smp_025340.1
OG0001853	NP_013616.1	6183.Smp_073540.1
OG0001854	NP_013059.1	6183.Smp_089640.2
OG0001855	NP_011346.1	6183.Smp_127100.1
OG0001856	NP_014708.1	6183.Smp_005290.1
OG0001857	NP_012812.1	6183.Smp_196910.1
OG0001858	NP_012482.1	6183.Smp_210770.1
OG0001859	NP_009377.2	6183.Smp_050360.1
OG0001860	NP_011523.3, NP_013730.1	
OG0001861	NP_013287.1	6183.Smp_002010.1
OG0001862	NP_014738.1	6183.Smp_148770.1
OG0001863	NP_013229.1	6183.Smp_105330.1
OG0001864	NP_010512.1	6183.Smp_061940.1
OG0001865	NP_011097.3	6183.Smp_153160.1
OG0001866	NP_012901.3	6183.Smp_071390.1
OG0001867	NP_012749.1	6183.Smp_160420.1
OG0001868	NP_009540.2	6183.Smp_167310.1
OG0001869	NP_011778.1	6183.Smp_139630.1
OG0001870	NP_011747.2	6183.Smp_075210.2
OG0001871	NP_014682.1	6183.Smp_025010.1
OG0001872	NP_011110.1	6183.Smp_087230.1
OG0001873	NP_014136.1	6183.Smp_023230.1
OG0001874	NP_011688.3	6183.Smp_027080.1
OG0001875	NP_010954.1, NP_011291.1	
OG0001876	NP_010522.1	6183.Smp_013150.1
OG0001877	NP_012414.1	6183.Smp_104580.1
OG0001878	NP_010080.1	6183.Smp_130610.1
OG0001879	NP_013273.1	6183.Smp_025570.1
OG0001880	NP_010940.3	6183.Smp_049390.1
OG0001881	NP_012259.3	6183.Smp_181380.1
OG0001882	NP_013343.1	6183.Smp_021280.1
OG0001883	NP_015376.1	6183.Smp_063580.2
OG0001884	NP_011736.1	6183.Smp_087440.1
OG0001885	NP_010588.1	6183.Smp_133440.1
OG0001886	NP_010000.1	6183.Smp_169870.1
OG0001887	NP_011550.3	6183.Smp_048270.2
OG0001888	NP_011764.3, NP_012033.2	
OG0001889	NP_116710.1	6183.Smp_047740.1
OG0001890	NP_014452.1	6183.Smp_093850.1
OG0001891	NP_014648.1	6183.Smp_042650.1
OG0001892	NP_013474.3	6183.Smp_032310.1
OG0001893	NP_012805.1	6183.Smp_072900.1
OG0001894	NP_011052.1	6183.Smp_054120.1
OG0001895	NP_010073.2	6183.Smp_098330.1
OG0001896	NP_010946.3	6183.Smp_026770.1
OG0001897	NP_011925.1	6183.Smp_008120.1
OG0001898	NP_014924.3	6183.Smp_086760.1
OG0001899	NP_013248.1	6183.Smp_068420.1
OG0001900	NP_012230.3	6183.Smp_186650.1
OG0001901	NP_009820.1	6183.Smp_124220.1
OG0001902	NP_015341.1	6183.Smp_198420.1
OG0001903	NP_012715.3	6183.Smp_028980.1
OG0001904	NP_116609.1	6183.Smp_087860.1
OG0001905	NP_010424.3	6183.Smp_024800.1
OG0001906	NP_010369.3	6183.Smp_056850.1
OG0001907	NP_009801.1, NP_011414.1	
OG0001908	NP_010756.3	6183.Smp_104960.1
OG0001909	NP_010146.1	6183.Smp_045610.1
OG0001910	NP_010922.1	6183.Smp_150450.1
OG0001911	NP_012762.1	6183.Smp_118750.1
OG0001912	NP_010848.2, NP_015519.1	
OG0001913	NP_009712.1	6183.Smp_126370.1
OG0001914	NP_013697.1	6183.Smp_134790.1
OG0001915	NP_012603.1	6183.Smp_063120.1
OG0001916	NP_015365.1	6183.Smp_163850.1
OG0001917	NP_010064.1	6183.Smp_038630.1
OG0001918	NP_012883.1	6183.Smp_032150.1
OG0001919	NP_012924.2	6183.Smp_016390.1
OG0001920	NP_015456.2	6183.Smp_048260.2
OG0001921	NP_011877.1	6183.Smp_050590.1
OG0001922	NP_015438.1	6183.Smp_132640.1
OG0001923	NP_010490.1	6183.Smp_001430.1
OG0001924	NP_012162.3	6183.Smp_121810.1
OG0001925	NP_012551.2	6183.Smp_162890.1
OG0001926	NP_012420.1	6183.Smp_033020.1
OG0001927	NP_013851.1	6183.Smp_028330.1
OG0001928	NP_014788.1	6183.Smp_073080.2
OG0001929	NP_009496.2	6183.Smp_030330.2
OG0001930	NP_009481.1	6183.Smp_054780.1
OG0001931	NP_015260.1	6183.Smp_067540.1
OG0001932	NP_012504.3	6183.Smp_056350.1
OG0001933	NP_116610.1	6183.Smp_181000.1
