Orthogroup	kog_cerevisiae_pos_go	kog_droso_pos_go	kog_elegans_pos_go	protein_mansoni
OG0000347	NP_010887.3, NP_015090.1	NP_476801.1	NP_499165.1	6183.Smp_004310.1, 6183.Smp_062890.1
OG0000348	NP_012770.1, NP_012969.1, NP_014926.1	NP_524546.2		6183.Smp_096760.1, 6183.Smp_180040.1
OG0000349	NP_009863.2, NP_010849.3, NP_011816.2, NP_011823.1, NP_013032.1, NP_014484.1			
OG0000350	NP_010147.1, NP_010360.1	NP_524803.1	NP_499603.1	6183.Smp_030710.1, 6183.Smp_165490.1
OG0000351	NP_011599.1, NP_015427.1	NP_477054.1	NP_504008.1, NP_508413.1	6183.Smp_050940.1
OG0000352	NP_009986.1, NP_010606.1	NP_477441.1	NP_491781.2	6183.Smp_151350.1, 6183.Smp_165540.1
OG0000353	NP_012160.2	NP_609364.1	NP_501179.1, NP_502248.2	6183.Smp_070610.2, 6183.Smp_095470.1
OG0000354	NP_014830.1	NP_524752.1, NP_610288.1	NP_491338.2, NP_497623.1	6183.Smp_073500.2
OG0000355	NP_010807.3, NP_014264.1	NP_476973.1	NP_508026.1	6183.Smp_004780.1, 6183.Smp_079230.1
OG0000356	NP_011985.1, NP_014278.3, NP_015515.1		NP_492795.1	6183.Smp_010930.1, 6183.Smp_072970.1
OG0000357	NP_014649.1, NP_014670.1	NP_477354.1	NP_494893.1	6183.Smp_064860.1, 6183.Smp_065980.1
OG0000358	NP_014328.3	NP_573000.1, NP_609118.1	NP_495670.1	6183.Smp_066410.1, 6183.Smp_212190.1
OG0000359	NP_015115.1	NP_476749.1, NP_477336.1	NP_491714.1, NP_505119.1	6183.Smp_135360.1
OG0000360	NP_010284.1	NP_611123.2	NP_491890.2, NP_493649.2, NP_501058.2, NP_510249.2	
OG0000361	NP_009343.1	NP_572788.2	NP_499176.1, NP_504575.1	6183.Smp_030370.1, 6183.Smp_043150.1
OG0000362	NP_015360.2	NP_476570.1	NP_501733.1, NP_503065.1, NP_509012.2	6183.Smp_091460.1
OG0000363	NP_010933.1, NP_013807.1		NP_491165.2, NP_500191.3	6183.Smp_018620.1, 6183.Smp_165550.1
OG0000364	NP_012600.1, NP_012719.2	NP_524891.1	NP_491549.2, NP_491552.2	6183.Smp_122910.1
OG0000365	NP_011051.3	NP_476753.1	NP_490865.4	6183.Smp_123180.1, 6183.Smp_165260.1, 6183.Smp_207020.1
OG0000366	NP_011374.1	NP_611896.1	NP_495842.1, NP_499392.1	6183.Smp_130650.1, 6183.Smp_137040.1
OG0000367	NP_013493.2		NP_504514.2, NP_504531.2, NP_507226.2	6183.Smp_011100.1, 6183.Smp_146010.1
OG0000368	NP_014615.1, NP_015450.1	NP_611922.1	NP_506381.1, NP_506382.1	6183.Smp_065110.1
OG0000369	NP_009684.1, NP_010359.1	NP_608827.1, NP_609113.1, NP_609114.1	NP_497035.3	
OG0000370	NP_011704.3, NP_012521.3	NP_477382.1, NP_608919.1	NP_492051.1	6183.Smp_210110.1
OG0000371	NP_009597.2	NP_524723.2, NP_611906.1	NP_502367.3, NP_509509.1	6183.Smp_143830.1
OG0000372	NP_010628.3, NP_011959.1	NP_573081.1	NP_495227.1	6183.Smp_133280.1, 6183.Smp_153430.1
OG0000373	NP_011009.1, NP_012704.1		NP_492318.1, NP_493968.1, NP_495741.2	6183.Smp_137520.1
OG0000374	NP_010392.1, NP_013184.1	NP_609669.1, NP_610053.1	NP_509429.1	6183.Smp_163130.1
OG0000375	NP_011917.1, NP_014519.1	NP_524425.2	NP_500235.4, NP_509131.2	6183.Smp_099850.3
OG0000376	NP_012776.1, NP_014298.1		NP_492453.1, NP_499743.2, NP_507960.2	6183.Smp_029360.1
OG0000377	NP_010428.3, NP_011255.1, NP_012249.1, NP_013221.1, NP_013222.1, NP_076890.1			
OG0000378	NP_014377.1	NP_573017.2	NP_496910.1, NP_500787.1	6183.Smp_138770.1, 6183.Smp_138780.1
OG0000379	NP_010625.1, NP_011897.1		NP_505208.1	6183.Smp_135490.1, 6183.Smp_151290.1, 6183.Smp_162110.1
OG0000380	NP_011261.1, NP_116711.3	NP_524674.1, NP_524848.1	NP_492905.1	6183.Smp_043030.1
OG0000381	NP_009434.1, NP_009650.1, NP_009651.3, NP_012087.1	NP_511055.1		6183.Smp_179560.1
OG0000382	NP_013127.2	NP_611086.1	NP_491413.2, NP_510709.1	6183.Smp_049150.1, 6183.Smp_064380.1
OG0000383	NP_012907.3	NP_608687.2, NP_609217.1	NP_501280.1, NP_501281.2	6183.Smp_151180.1
OG0000384	NP_010213.1, NP_013503.1	NP_611401.2	NP_508124.1, NP_509770.2	6183.Smp_147950.1
OG0000385	NP_013793.1	NP_610719.1	NP_497865.2	6183.Smp_137780.1, 6183.Smp_137790.1, 6183.Smp_175490.1
OG0000386	NP_015080.1	NP_524389.1	NP_499652.1	6183.Smp_157230.1, 6183.Smp_171120.1, 6183.Smp_172390.1
OG0000387	NP_012959.1		NP_500144.2, NP_509755.2	6183.Smp_018590.1, 6183.Smp_080030.1, 6183.Smp_159560.1
OG0000388	NP_010269.1	NP_609203.1	NP_501719.1, NP_510071.1, NP_510077.1	6183.Smp_081820.3
OG0000389	NP_009402.1, NP_011513.1, NP_011978.1		NP_507861.1, NP_508054.1	6183.Smp_072950.1
OG0000390	NP_010041.2, NP_010677.1, NP_014777.3		NP_491465.2, NP_491466.2	6183.Smp_151960.1
OG0000391	NP_011697.3, NP_058168.1	NP_572713.1	NP_492370.1, NP_497467.1	6183.Smp_061560.1
OG0000392	NP_013050.1	NP_477034.1	NP_503427.2	6183.Smp_086590.1, 6183.Smp_120700.1, 6183.Smp_195080.1
OG0000393	NP_012729.1	NP_477002.1, NP_477003.1	NP_498574.2, NP_499549.1	6183.Smp_015860.1
OG0000394	NP_011541.1, NP_013437.1	NP_524315.2	NP_497418.2, NP_500895.1	6183.Smp_017450.1
OG0000395	NP_011958.1, NP_014302.3, NP_014707.1		NP_496909.1	6183.Smp_120980.1, 6183.Smp_128970.1
OG0000396	NP_010150.1	NP_523655.1	NP_499309.1, NP_502412.1	6183.Smp_052460.1, 6183.Smp_150270.1
OG0000397	NP_011517.1	NP_523573.1	NP_495525.2, NP_503151.1	6183.Smp_031000.2, 6183.Smp_082850.2
OG0000398	NP_010697.3, NP_014799.1	NP_523664.1	NP_492444.4	6183.Smp_153010.1, 6183.Smp_172130.1
OG0000399	NP_015118.1		NP_498106.1, NP_501176.1, NP_506439.1, NP_509638.2	6183.Smp_196620.1
OG0000400	NP_011733.3		NP_497974.1, NP_498054.2, NP_500926.3, NP_500927.3	6183.Smp_197640.1
OG0000401	NP_009362.1, NP_014992.3	NP_608713.2	NP_492458.1, NP_492459.1	6183.Smp_065610.1
OG0000402	NP_013509.1, NP_013631.1	NP_609939.1	NP_492379.1	6183.Smp_026700.1, 6183.Smp_096200.1
OG0000403	NP_012640.4		NP_504341.1, NP_504342.2	6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1
OG0000404	NP_009511.1, NP_009577.1, NP_012294.3, NP_013338.1, NP_014714.1, NP_014835.3			
OG0000405	NP_010921.1	NP_611232.1	NP_492275.2, NP_495749.1	6183.Smp_021070.1, 6183.Smp_087810.1
OG0000406	NP_012088.3, NP_013536.3, NP_013656.1	NP_524646.5	NP_504202.1	6183.Smp_012930.1
OG0000407	NP_014261.1		NP_490759.1, NP_491324.1, NP_510713.1	6183.Smp_014010.1, 6183.Smp_161550.1
OG0000408	NP_011991.1, NP_014269.4		NP_491454.2, NP_506558.2	6183.Smp_071020.1, 6183.Smp_135260.1
OG0000409	NP_010598.3, NP_011933.1	NP_476979.1	NP_491108.2	6183.Smp_173890.1, 6183.Smp_212510.1
OG0000410	NP_010932.1	NP_610233.1	NP_496438.1, NP_507526.1, NP_507528.1	6183.Smp_054540.1
OG0000411	NP_010570.1		NP_494696.1, NP_496399.1, NP_509790.2	6183.Smp_085240.2, 6183.Smp_171720.1
OG0000412	NP_011588.3, NP_013248.1	NP_524774.1	NP_503027.1	6183.Smp_068420.1, 6183.Smp_157680.1
OG0000413	NP_009901.1, NP_014251.1	NP_611425.1	NP_506367.1	6183.Smp_055400.1, 6183.Smp_059130.1
OG0000414	NP_010712.1	NP_525075.1		6183.Smp_040680.1, 6183.Smp_095520.1, 6183.Smp_200180.1, 6183.Smp_201060.1
OG0000415	NP_009563.1		NP_492641.1, NP_501203.2	6183.Smp_053300.1, 6183.Smp_053390.1, 6183.Smp_194870.1
OG0000416	NP_009536.1, NP_010023.1, NP_010024.1, NP_010025.1, NP_014463.1			6183.Smp_179360.1
OG0000417	NP_012274.1	NP_511045.1	NP_500504.1, NP_500505.1	6183.Smp_069870.1, 6183.Smp_069880.1
OG0000418	NP_012367.2		NP_491340.2, NP_506333.1, NP_509306.2	6183.Smp_144180.1, 6183.Smp_210650.1
OG0000419	NP_009315.1, NP_009316.1, NP_009317.1, NP_009318.1		NP_006958.1	6183.Smp_900070.1
OG0000420		NP_610339.1	NP_496485.2	6183.Smp_027550.1, 6183.Smp_048160.1, 6183.Smp_159350.1, 6183.Smp_167130.1
OG0000421		NP_476849.1, NP_524843.2	NP_493502.1, NP_509778.2	6183.Smp_128790.1, 6183.Smp_212730.1
OG0000422		NP_610052.1, NP_611451.1	NP_492617.4, NP_497209.1, NP_507509.3, NP_509899.3	
OG0000423		NP_523386.1, NP_523387.1	NP_508524.2, NP_508525.3	6183.Smp_001980.1, 6183.Smp_125600.1
OG0000424		NP_476863.1	NP_495011.1	6183.Smp_096310.1, 6183.Smp_128480.1, 6183.Smp_131700.1, 6183.Smp_176360.1
OG0000425		NP_523413.1, NP_609013.1	NP_491559.1, NP_491560.1	6183.Smp_066760.2, 6183.Smp_198990.1
OG0000426		NP_477162.1, NP_477353.1	NP_509322.2, NP_509682.1, NP_509683.1	6183.Smp_086690.1
OG0000427		NP_608558.1	NP_504200.1, NP_509123.2	6183.Smp_094950.1, 6183.Smp_094980.1, 6183.Smp_128560.1
OG0000428		NP_525107.1	NP_493626.1, NP_495126.1, NP_496876.1, NP_500517.1	6183.Smp_144140.1
OG0000429		NP_572327.1, NP_608725.1, NP_611511.3	NP_492502.2, NP_496302.2	6183.Smp_056700.1
OG0000430		NP_572754.1	NP_491892.1, NP_502288.1	6183.Smp_046250.1, 6183.Smp_140180.1, 6183.Smp_154960.1
OG0000431		NP_602305.2		6183.Smp_004730.1, 6183.Smp_020170.1, 6183.Smp_020270.1, 6183.Smp_124690.1, 6183.Smp_159990.1
OG0000432		NP_476600.1, NP_476601.1, NP_476732.1	NP_491001.2, NP_492338.1	6183.Smp_054430.1
OG0000433		NP_609132.1, NP_610819.1	NP_490776.3, NP_492003.2, NP_506684.3	6183.Smp_088270.1
OG0000434		NP_523940.2		6183.Smp_059600.1, 6183.Smp_147440.1, 6183.Smp_154300.1, 6183.Smp_162540.1, 6183.Smp_165950.1
OG0000435		NP_477081.1, NP_477256.1, NP_477257.2, NP_477258.1, NP_611543.3	NP_497437.2	
OG0000436		NP_476748.1	NP_506391.2, NP_508008.4	6183.Smp_165270.1, 6183.Smp_168600.1, 6183.Smp_178780.1
OG0000437		NP_476781.1, NP_476887.2, NP_524325.1	NP_492615.2	6183.Smp_097700.1, 6183.Smp_174700.1
OG0000438		NP_570013.3	NP_496184.3, NP_502838.3	6183.Smp_165230.1, 6183.Smp_165660.1, 6183.Smp_199610.1
OG0000439		NP_572577.1, NP_608322.1, NP_610836.1	NP_495680.1, NP_495886.2, NP_504041.1	
OG0000440		NP_477017.1, NP_511079.1	NP_498493.1	6183.Smp_013060.1, 6183.Smp_085910.1, 6183.Smp_212740.1
OG0000441		NP_610946.1	NP_490872.1	6183.Smp_021370.1, 6183.Smp_146430.1, 6183.Smp_153110.1, 6183.Smp_211240.1
OG0000442		NP_523771.1, NP_608667.1, NP_611916.1, NP_612110.1	NP_495943.1	6183.Smp_056780.1
OG0000443		NP_608797.1	NP_499892.1, NP_505943.2, NP_505945.1, NP_506123.2	6183.Smp_179120.1
OG0000444		NP_476953.1	NP_491141.1, NP_496962.1, NP_496963.1, NP_510660.1	6183.Smp_154600.1
OG0000445		NP_476700.1	NP_497158.3, NP_501086.1, NP_501171.2, NP_507173.1, NP_507738.1	
OG0000446			NP_504721.1	6183.Smp_005200.1, 6183.Smp_081410.1, 6183.Smp_094090.1, 6183.Smp_096640.1, 6183.Smp_212600.1
OG0000447			NP_490770.1, NP_492409.2, NP_494948.2, NP_506009.1, NP_508832.2	6183.Smp_151720.1
OG0000448			NP_492014.4, NP_492015.1, NP_493134.2, NP_493135.2, NP_493164.2, NP_496345.1	
OG0000449			NP_491535.1, NP_491578.1, NP_492044.2, NP_492045.1, NP_495151.3, NP_496751.1	
OG0000450			NP_500052.1, NP_500054.1, NP_500108.1, NP_502148.2, NP_502191.1, NP_503877.1	
OG0000451			NP_494736.1, NP_495625.3, NP_501584.2, NP_502225.1, NP_503069.1	6183.Smp_060480.1
OG0000452			NP_500928.2, NP_505133.1, NP_505134.1, NP_505135.1, NP_505232.1, NP_509082.2	
OG0000453			NP_501021.3, NP_501022.3, NP_501043.1, NP_501070.1, NP_501133.3, NP_510042.2	
OG0000454			NP_499006.1, NP_503671.3, NP_503673.2, NP_503701.1, NP_503889.1, NP_504894.1	
OG0000455			NP_497167.2, NP_497169.1, NP_497528.2, NP_500203.1, NP_500945.1, NP_508270.1	
OG0000456			NP_493101.1, NP_493146.2, NP_494669.1, NP_500615.2, NP_504891.1, NP_505126.2	
OG0000457			NP_492033.1	6183.Smp_031180.1, 6183.Smp_031190.1, 6183.Smp_160880.1, 6183.Smp_166500.1, 6183.Smp_166530.2
OG0000458			NP_495298.1, NP_496066.2, NP_497559.2, NP_500530.2, NP_503495.1, NP_507734.4	
OG0000459			NP_492607.1, NP_500858.2, NP_501348.4, NP_501730.3, NP_501731.1, NP_501775.1	
OG0000460			NP_495552.2, NP_499768.2, NP_501114.2, NP_503652.3, NP_503678.3, NP_505445.2	
OG0000461			NP_500741.2, NP_507250.1, NP_509488.2, NP_509906.1	6183.Smp_018250.2, 6183.Smp_059170.2
OG0000462			NP_498530.2, NP_500850.1, NP_501879.3, NP_505406.4, NP_509863.2, NP_510689.1	
OG0000463			NP_506587.2, NP_506588.2, NP_506589.2, NP_506590.2, NP_506591.1, NP_508027.2	
OG0000464				6183.Smp_000050.1, 6183.Smp_130890.1, 6183.Smp_138760.1, 6183.Smp_161630.1, 6183.Smp_161640.1, 6183.Smp_197680.1
OG0000465				6183.Smp_009810.1, 6183.Smp_037720.1, 6183.Smp_127370.1, 6183.Smp_154670.1, 6183.Smp_154680.1, 6183.Smp_187360.1
OG0000466				6183.Smp_026440.1, 6183.Smp_081790.1, 6183.Smp_146210.1, 6183.Smp_153530.1, 6183.Smp_168270.1, 6183.Smp_203450.1
OG0000467				6183.Smp_037960.1, 6183.Smp_132070.1, 6183.Smp_142690.1, 6183.Smp_142700.1, 6183.Smp_157790.1, 6183.Smp_176310.1
OG0000468				6183.Smp_073820.1, 6183.Smp_095400.1, 6183.Smp_100450.1, 6183.Smp_107750.1, 6183.Smp_108010.1, 6183.Smp_116960.1
OG0000469				6183.Smp_120050.1, 6183.Smp_155570.1, 6183.Smp_164170.1, 6183.Smp_181910.1, 6183.Smp_187070.1, 6183.Smp_193630.1
OG0000470				6183.Smp_128460.1, 6183.Smp_128470.1, 6183.Smp_154360.1, 6183.Smp_172750.1, 6183.Smp_175360.1, 6183.Smp_208060.1
OG0000471				6183.Smp_131330.1, 6183.Smp_131340.1, 6183.Smp_132920.1, 6183.Smp_156810.1, 6183.Smp_158120.1, 6183.Smp_167790.1
OG0000472				6183.Smp_203800.1, 6183.Smp_205860.1, 6183.Smp_205870.1, 6183.Smp_206090.1, 6183.Smp_206110.1, 6183.Smp_206200.1
OG0000473	NP_013911.1, NP_015084.1	NP_523899.1	NP_506626.1	6183.Smp_072330.2
OG0000474	NP_013171.1	NP_477348.1, NP_524311.1	NP_505590.1, NP_505591.1	
OG0000475	NP_011572.2	NP_610592.1		6183.Smp_067480.3, 6183.Smp_067490.1, 6183.Smp_136640.1
OG0000476	NP_010414.3	NP_523385.1	NP_508051.1	6183.Smp_037230.1, 6183.Smp_149130.1
OG0000477	NP_009676.1	NP_477375.1, NP_524611.1	NP_498520.1	6183.Smp_099870.1
OG0000478	NP_013363.1	NP_477172.1	NP_498993.1, NP_510790.1	6183.Smp_163580.1
OG0000479	NP_013396.1, NP_014828.1	NP_524082.1	NP_499369.1	6183.Smp_079430.2
OG0000480	NP_010232.1	NP_477014.1	NP_491411.1	6183.Smp_161160.1, 6183.Smp_164650.1
OG0000481	NP_011092.1	NP_476667.1, NP_611924.1	NP_497855.1	6183.Smp_024140.4
OG0000482	NP_013749.1, NP_013870.1		NP_499523.3, NP_500022.1	6183.Smp_018430.1
OG0000483	NP_014604.1	NP_525092.1, NP_611920.1	NP_492360.1	6183.Smp_076230.1
OG0000484	NP_010735.3, NP_013688.1	NP_524002.1	NP_491795.1	6183.Smp_055050.1
OG0000485	NP_011509.1		NP_500161.1, NP_501709.2	6183.Smp_137170.1, 6183.Smp_199210.1
OG0000486	NP_116674.2	NP_611269.1	NP_510155.3	6183.Smp_156700.1, 6183.Smp_199810.1
OG0000487	NP_011757.3, NP_012031.1		NP_491227.1	6183.Smp_152550.1, 6183.Smp_162260.1
OG0000488	NP_012475.3	NP_572953.1	NP_510355.1, NP_510454.1	6183.Smp_123750.1
OG0000489	NP_009757.1	NP_476957.1, NP_524827.1	NP_492169.2	6183.Smp_160940.1
OG0000490	NP_010125.1, NP_010426.1	NP_524871.1	NP_506685.2	6183.Smp_125760.1
OG0000491	NP_013834.1	NP_477269.1	NP_501859.1	6183.Smp_102040.1, 6183.Smp_187870.1
OG0000492	NP_014392.3		NP_492124.1	6183.Smp_022410.1, 6183.Smp_073560.2, 6183.Smp_171670.1
OG0000493	NP_014287.3	NP_572424.1	NP_496973.1	6183.Smp_013790.1, 6183.Smp_133120.2
OG0000494	NP_013915.1	NP_524070.2	NP_502390.2	6183.Smp_056620.1, 6183.Smp_129130.1
OG0000495	NP_013360.1	NP_524925.1, NP_608948.2	NP_497429.1	6183.Smp_008545.1
OG0000496	NP_009777.1, NP_011453.1	NP_610527.1	NP_501777.2	6183.Smp_141360.1
OG0000497	NP_012405.2, NP_012447.1		NP_495838.2	6183.Smp_113640.1, 6183.Smp_186670.1
OG0000498	NP_011754.3, NP_012028.1		NP_510443.5	6183.Smp_025700.1, 6183.Smp_169940.1
OG0000499	NP_009978.1, NP_014416.1		NP_510623.1	6183.Smp_127280.1, 6183.Smp_134390.1
OG0000500	NP_015491.1	NP_477098.1	NP_502959.1	6183.Smp_072140.1, 6183.Smp_146600.1
OG0000501	NP_012628.3, NP_015368.1	NP_524781.1	NP_496957.1	6183.Smp_105320.1
OG0000502	NP_009960.2, NP_012344.1	NP_524884.1	NP_498572.1	6183.Smp_053830.1
OG0000503	NP_010377.3	NP_511150.1, NP_609715.1	NP_500272.2	6183.Smp_083400.1
OG0000504	NP_010462.3		NP_497174.1, NP_509501.2, NP_509502.3	6183.Smp_082050.1
OG0000505	NP_013735.1		NP_490882.3	6183.Smp_028100.1, 6183.Smp_041390.1, 6183.Smp_055960.1
OG0000506	NP_010520.3, NP_013407.1	NP_477371.1	NP_509898.1	6183.Smp_063090.1
OG0000507	NP_009761.4	NP_523984.1	NP_504199.1	6183.Smp_032500.1, 6183.Smp_161880.1
OG0000508	NP_009611.1		NP_507525.1	6183.Smp_078410.1, 6183.Smp_078420.1, 6183.Smp_164470.1
OG0000509	NP_010607.3, NP_013256.1, NP_013258.1, NP_013259.1, NP_013261.1			
OG0000510	NP_011749.3, NP_015215.1	NP_608804.1, NP_611548.1		6183.Smp_162910.1
OG0000511	NP_012503.2	NP_569992.1	NP_500367.1	6183.Smp_127700.1, 6183.Smp_208010.1
OG0000512	NP_010669.1		NP_501588.1, NP_501594.1	6183.Smp_005260.1, 6183.Smp_064360.1
OG0000513	NP_014288.3	NP_572304.5, NP_609852.1	NP_510335.2	6183.Smp_066010.2
OG0000514	NP_012407.2	NP_511098.1	NP_491087.1	6183.Smp_026510.1, 6183.Smp_151670.1
OG0000515	NP_009833.1		NP_502989.1, NP_503160.1, NP_503161.2, NP_503162.3	
OG0000516	NP_012529.3			6183.Smp_112590.1, 6183.Smp_113460.1, 6183.Smp_186530.1, 6183.Smp_186540.1
OG0000517	NP_009381.1	NP_477204.1	NP_502355.2	6183.Smp_105040.1, 6183.Smp_172270.1
OG0000518	NP_012795.1, NP_013823.1	NP_524675.1	NP_494886.1	6183.Smp_180530.1
OG0000519	NP_010175.1	NP_511044.1	NP_502232.2	6183.Smp_090980.1, 6183.Smp_150040.2
OG0000520	NP_012229.1, NP_014704.1	NP_524918.1	NP_492811.1	6183.Smp_099030.1
OG0000521	NP_014335.1	NP_609605.1	NP_493570.1, NP_504452.1	6183.Smp_035200.4
OG0000522	NP_010157.1	NP_477369.1	NP_495705.1, NP_496273.1	6183.Smp_018240.3
OG0000523	NP_011542.3	NP_609373.1, NP_609721.1	NP_501860.1	6183.Smp_084050.1
OG0000524	NP_015346.1		NP_501198.1, NP_510493.2	6183.Smp_044690.1, 6183.Smp_137160.1
OG0000525	NP_010973.3		NP_492561.2, NP_494870.1, NP_506148.1	6183.Smp_083720.1
OG0000526	NP_012222.1	NP_477215.1		6183.Smp_068170.1, 6183.Smp_070390.1, 6183.Smp_140580.1
OG0000527	NP_010699.1	NP_608632.1	NP_492721.1	6183.Smp_019880.1, 6183.Smp_059350.2
OG0000528	NP_014045.1	NP_523532.1, NP_609623.1	NP_504472.1	6183.Smp_170730.1
OG0000529	NP_011574.3	NP_572887.1	NP_495763.1, NP_495764.1, NP_508912.1	
OG0000530	NP_011872.1	NP_476925.1	NP_492290.1, NP_510764.1	6183.Smp_056440.1
OG0000531	NP_010706.3, NP_010860.1	NP_524819.1	NP_502542.1	6183.Smp_012750.1
OG0000532	NP_010208.1, NP_013510.3	NP_610503.1	NP_493391.1	6183.Smp_050280.1
OG0000533	NP_009466.1, NP_011042.3	NP_523813.1	NP_498231.1	6183.Smp_007900.1
OG0000534	NP_013408.1	NP_570014.3	NP_499596.2	6183.Smp_053190.1, 6183.Smp_150660.1
OG0000535	NP_011833.1	NP_610746.1	NP_499305.1, NP_499306.2	6183.Smp_164430.1
OG0000536	NP_010454.3	NP_609675.2	NP_498764.1	6183.Smp_135280.1, 6183.Smp_143390.1
OG0000537	NP_012510.3, NP_012592.1		NP_508767.1	6183.Smp_034400.1, 6183.Smp_143060.1
OG0000538	NP_010381.1, NP_011096.1	NP_610331.1	NP_496969.2	6183.Smp_132170.1
OG0000539	NP_012742.1		NP_497576.1, NP_497577.2	6183.Smp_049990.1, 6183.Smp_143500.1
OG0000540	NP_011896.1, NP_013650.1	NP_608782.1	NP_490774.2	6183.Smp_147230.1
OG0000541	NP_010248.1, NP_014575.1		NP_493778.1	6183.Smp_047860.1, 6183.Smp_084340.1
OG0000542	NP_009788.3		NP_505507.1, NP_505508.1, NP_508105.2	6183.Smp_018760.1
OG0000543	NP_011987.1		NP_498040.1	6183.Smp_070170.1, 6183.Smp_081440.1, 6183.Smp_138030.1
OG0000544	NP_010645.1, NP_011976.1		NP_508776.1, NP_508777.1	6183.Smp_174690.1
OG0000545	NP_009617.3		NP_499776.1	6183.Smp_045040.1, 6183.Smp_137590.1, 6183.Smp_148920.1
OG0000546	NP_013361.1, NP_014814.1		NP_491977.1	6183.Smp_130110.1, 6183.Smp_157100.1
OG0000547	NP_010203.1, NP_010668.3, NP_011601.3, NP_013145.1, NP_013235.1			
OG0000548	NP_012653.1	NP_523486.1	NP_502032.2	6183.Smp_019170.1, 6183.Smp_156290.1
OG0000549	NP_013901.1		NP_492644.2	6183.Smp_124780.1, 6183.Smp_135110.1, 6183.Smp_156170.1
OG0000550	NP_013500.3	NP_523410.1	NP_495342.2, NP_498920.2	6183.Smp_069670.1
OG0000551	NP_009685.3	NP_476908.1	NP_491518.1, NP_508711.1	6183.Smp_029390.1
OG0000552	NP_013313.1	NP_476804.1, NP_476922.1	NP_499131.1	6183.Smp_034670.1
OG0000553	NP_010893.3	NP_524427.1	NP_491317.1, NP_499291.1	6183.Smp_050540.1
OG0000554	NP_012046.4	NP_610217.1, NP_611859.1	NP_491510.1, NP_492038.3	
OG0000555	NP_012633.1	NP_476940.1	NP_504653.2, NP_504654.1	6183.Smp_168800.2
OG0000556	NP_011768.1		NP_491173.1, NP_494767.2	6183.Smp_017670.1, 6183.Smp_070190.1
OG0000557	NP_013970.1, NP_014961.3		NP_509095.2, NP_509096.2	6183.Smp_069170.1
OG0000558	NP_011501.1, NP_013088.1		NP_508980.2	6183.Smp_155000.1, 6183.Smp_180910.1
OG0000559	NP_010205.1, NP_012838.1, NP_014515.2		NP_498457.1	6183.Smp_047370.1
OG0000560	NP_009944.2, NP_012278.3, NP_013113.1, NP_013856.1, NP_015304.1			
OG0000561	NP_011860.1, NP_012917.3		NP_501459.1, NP_508803.3	6183.Smp_042440.1
OG0000562	NP_011724.1		NP_502580.2, NP_502581.2	6183.Smp_063340.1, 6183.Smp_063380.1
OG0000563	NP_013546.1, NP_013648.1	NP_524618.1	NP_497910.1	6183.Smp_073880.1
OG0000564	NP_010971.1		NP_496520.1, NP_498418.3, NP_500610.1	6183.Smp_196270.1
OG0000565	NP_116578.3	NP_524839.3		6183.Smp_055850.1, 6183.Smp_123980.1, 6183.Smp_123990.1
OG0000566	NP_014502.1	NP_524829.1	NP_503123.1, NP_508094.1	6183.Smp_001500.1
OG0000567	NP_010980.1, NP_011381.1, NP_012214.3, NP_014642.1, NP_015105.1			
OG0000568	NP_009526.1, NP_009641.1	NP_476631.1	NP_491608.1	6183.Smp_171570.1
OG0000569	NP_011484.1, NP_011664.3	NP_609649.1	NP_491399.1	6183.Smp_001830.1
OG0000570	NP_009750.1, NP_015246.1	NP_610144.1	NP_498774.1	6183.Smp_022560.2
OG0000571	NP_014765.3	NP_477016.1	NP_493258.1, NP_508205.1, NP_508910.3	
OG0000572	NP_011562.1	NP_524023.1	NP_502348.1, NP_502349.1	6183.Smp_196510.1
OG0000573	NP_013966.1	NP_477436.1	NP_492599.1	6183.Smp_033600.1, 6183.Smp_142510.2
OG0000574	NP_013146.1		NP_494219.4, NP_495784.1	6183.Smp_054790.2, 6183.Smp_176010.1
OG0000575	NP_013725.1	NP_611095.1	NP_499097.1	6183.Smp_161480.1, 6183.Smp_188700.1
OG0000576	NP_011880.1, NP_219497.4			6183.Smp_003230.1, 6183.Smp_036990.1, 6183.Smp_122030.1
OG0000577	NP_013352.1, NP_014935.3	NP_569917.1	NP_508708.3	6183.Smp_036370.1
OG0000578	NP_012398.1, NP_012984.2		NP_507238.1, NP_508608.1	6183.Smp_008490.1
OG0000579	NP_010289.3	NP_572275.1	NP_495787.2	6183.Smp_131420.1, 6183.Smp_203220.1
OG0000580	NP_012157.3, NP_014349.1	NP_610531.1	NP_502354.2	6183.Smp_128740.1
OG0000581	NP_012171.1, NP_014378.1		NP_508971.1	6183.Smp_047190.1, 6183.Smp_176750.1
OG0000582	NP_012238.1	NP_477268.2, NP_612109.3	NP_506193.1	6183.Smp_032480.1
OG0000583	NP_009573.1	NP_477368.1	NP_496987.1, NP_496988.1	6183.Smp_142770.1
OG0000584	NP_010704.1	NP_610891.1	NP_491250.1	6183.Smp_166240.1, 6183.Smp_166250.1
OG0000585	NP_011893.1	NP_524739.1	NP_506850.1, NP_510461.1	6183.Smp_057530.1
OG0000586	NP_013888.1	NP_610359.2	NP_506380.2	6183.Smp_147940.2, 6183.Smp_149160.1
OG0000587	NP_010116.1	NP_609750.1	NP_494772.1, NP_494773.1	6183.Smp_024970.1
