Orthogroup	kog_droso_pos_go	protein_mansoni
OG0001632	NP_609075.1	6183.Smp_170430.1
OG0001633	NP_523811.1	6183.Smp_210450.1
OG0001634	NP_609619.1	6183.Smp_123340.1
OG0001635	NP_523893.1	6183.Smp_069910.1
OG0001636	NP_477480.1	6183.Smp_137390.1
OG0001637	NP_573122.1	6183.Smp_021600.1
OG0001638	NP_608932.1	6183.Smp_015800.1
OG0001639	NP_524409.2	6183.Smp_124020.1
OG0001640	NP_476650.1	6183.Smp_167400.1
OG0001641	NP_609957.2	6183.Smp_035500.1
OG0001642	NP_572287.1	6183.Smp_000950.1
OG0001643	NP_608710.1	6183.Smp_050110.1
OG0001644	NP_569977.1	6183.Smp_134370.1
OG0001645	NP_610781.1	6183.Smp_141970.1
OG0001646	NP_608658.1	6183.Smp_007500.1
OG0001647	NP_611846.1	6183.Smp_001940.1
OG0001648	NP_608513.1, NP_608514.1	
OG0001649	NP_609375.1	6183.Smp_097810.1
OG0001650	NP_572537.1	6183.Smp_210930.1
OG0001651	NP_523490.1	6183.Smp_092810.1
OG0001652	NP_610908.1	6183.Smp_059670.1
OG0001653	NP_476866.1	6183.Smp_010260.1
OG0001654	NP_524378.1	6183.Smp_102960.1
OG0001655	NP_524938.1	6183.Smp_207000.1
OG0001656	NP_523606.1	6183.Smp_131860.1
OG0001657	NP_523990.1	6183.Smp_086210.1
OG0001658	NP_477302.1	6183.Smp_022610.1
OG0001659	NP_572839.1	6183.Smp_024030.1
OG0001660	NP_609246.1	6183.Smp_151190.1
OG0001661	NP_524013.1	6183.Smp_046160.1
OG0001662	NP_611952.1	6183.Smp_000630.1
OG0001663	NP_612081.1	6183.Smp_010620.1
OG0001664	NP_610417.1	6183.Smp_130630.1
OG0001665	NP_611094.1	6183.Smp_103010.1
OG0001666	NP_608613.1	6183.Smp_052710.1
OG0001667	NP_608637.1	6183.Smp_194840.1
OG0001668	NP_610398.1	6183.Smp_097620.1
OG0001669	NP_477360.2	6183.Smp_016670.1
OG0001670	NP_610013.1	6183.Smp_128610.1
OG0001671	NP_477217.1	6183.Smp_148800.1
OG0001672	NP_524606.1	6183.Smp_122490.1
OG0001673	NP_477356.1	6183.Smp_143780.1
OG0001674	NP_608463.1	6183.Smp_016890.1
OG0001675	NP_523889.1	6183.Smp_123170.1
OG0001676	NP_572562.1	6183.Smp_136770.1
OG0001677	NP_524380.1	6183.Smp_039980.1
OG0001678	NP_611334.1	6183.Smp_128300.1
OG0001679	NP_523910.1	6183.Smp_030920.1
OG0001680	NP_609209.2	6183.Smp_091800.1
OG0001681	NP_476684.1	6183.Smp_173050.2
OG0001682	NP_524796.1	6183.Smp_198680.1
OG0001683	NP_477445.1	6183.Smp_042400.1
OG0001684	NP_477495.1, NP_523522.1	
OG0001685	NP_610397.4	6183.Smp_058380.1
OG0001686	NP_611306.1	6183.Smp_138700.2
OG0001687	NP_570012.1	6183.Smp_046900.1
OG0001688	NP_611206.3	6183.Smp_207070.1
OG0001689	NP_511045.1	6183.Smp_069870.1
OG0001690	NP_476902.1	6183.Smp_007630.1
OG0001691	NP_477014.1	6183.Smp_164650.1
OG0001692	NP_477119.1	6183.Smp_139200.1
OG0001693	NP_608899.1	6183.Smp_158150.1
OG0001694	NP_609176.1	6183.Smp_012800.1
OG0001695	NP_524399.1	6183.Smp_141540.1
OG0001696	NP_476727.1	6183.Smp_132540.1
OG0001697	NP_523440.1	6183.Smp_085780.1
OG0001698	NP_608490.1	6183.Smp_157070.1
OG0001699	NP_524534.1	6183.Smp_128420.1
OG0001700	NP_611583.1	6183.Smp_030030.1
OG0001701	NP_523934.1	6183.Smp_132300.1
OG0001702	NP_523662.1	6183.Smp_205760.1
OG0001703	NP_573314.1	6183.Smp_000890.1
OG0001704	NP_572491.1, NP_610208.1	
OG0001705	NP_476890.1	6183.Smp_133180.2
OG0001706	NP_523596.2, NP_569913.1	
OG0001707	NP_610287.2	6183.Smp_101370.1
OG0001708	NP_572649.1	6183.Smp_163880.1
OG0001709	NP_573213.1	6183.Smp_064030.1
OG0001710	NP_611207.1	6183.Smp_152690.1
OG0001711	NP_572495.1	6183.Smp_169140.1
OG0001712	NP_524677.1	6183.Smp_146710.1
OG0001713	NP_611463.1	6183.Smp_000130.1
OG0001714	NP_476953.1	6183.Smp_154600.1
OG0001715	NP_609836.1	6183.Smp_040710.1
OG0001716	NP_609677.1	6183.Smp_007380.1
OG0001717	NP_611217.1	6183.Smp_194100.1
OG0001718	NP_573081.1	6183.Smp_133280.1
OG0001719	NP_610915.2	6183.Smp_148970.1
OG0001720	NP_608497.1	6183.Smp_210390.1
OG0001721	NP_511167.1	6183.Smp_212060.1
OG0001722	NP_572866.1	6183.Smp_017660.1
OG0001723	NP_523489.1	6183.Smp_083540.1
OG0001724	NP_524846.1	6183.Smp_038300.1
OG0001725	NP_609321.1	6183.Smp_074700.1
OG0001726	NP_608328.1	6183.Smp_052500.1
OG0001727	NP_609648.1	6183.Smp_133040.1
OG0001728	NP_610960.1	6183.Smp_125420.1
OG0001729	NP_608365.1	6183.Smp_166660.1
OG0001730	NP_569951.1	6183.Smp_059910.3
OG0001731	NP_608329.1	6183.Smp_074770.1
OG0001732	NP_523620.1	6183.Smp_046930.1
OG0001733	NP_609036.1	6183.Smp_074940.1
OG0001734	NP_611596.1	6183.Smp_048830.1
OG0001735	NP_609765.1	6183.Smp_015730.1
OG0001736	NP_524664.1	6183.Smp_053990.1
OG0001737	NP_570023.1	6183.Smp_163260.1
OG0001738	NP_477347.1	6183.Smp_035310.1
OG0001739	NP_608865.2	6183.Smp_123280.1
OG0001740	NP_524051.1	6183.Smp_004980.1
OG0001741	NP_523925.1	6183.Smp_203610.1
OG0001742	NP_572530.1	6183.Smp_154640.1
OG0001743	NP_524216.1	6183.Smp_048430.1
OG0001744	NP_569882.1, NP_569887.1	
OG0001745	NP_611022.2	6183.Smp_148060.1
OG0001746	NP_524318.1	6183.Smp_175810.1
OG0001747	NP_608732.1	6183.Smp_146310.1
OG0001748	NP_525073.1	6183.Smp_102490.1
OG0001749	NP_524900.1	6183.Smp_153720.1
OG0001750		6183.Smp_000020.1, 6183.Smp_210490.1
OG0001751		6183.Smp_000030.1, 6183.Smp_175250.1
OG0001752		6183.Smp_000040.1, 6183.Smp_139760.1
OG0001753		6183.Smp_000170.1, 6183.Smp_153320.1
OG0001754		6183.Smp_000180.1, 6183.Smp_106110.1
OG0001755		6183.Smp_000290.1, 6183.Smp_077900.1
OG0001756		6183.Smp_000320.1, 6183.Smp_194720.1
OG0001757		6183.Smp_000370.1, 6183.Smp_192220.1
OG0001758		6183.Smp_000380.1, 6183.Smp_028850.1
OG0001759		6183.Smp_000500.2, 6183.Smp_177100.1
OG0001760		6183.Smp_000510.1, 6183.Smp_028730.1
OG0001761		6183.Smp_001180.1, 6183.Smp_153820.1
OG0001762		6183.Smp_001360.1, 6183.Smp_032810.1
OG0001763		6183.Smp_002390.1, 6183.Smp_095460.1
OG0001764		6183.Smp_003000.1, 6183.Smp_094760.1
OG0001765		6183.Smp_003770.1, 6183.Smp_162370.1
OG0001766		6183.Smp_003980.1, 6183.Smp_083530.1
OG0001767		6183.Smp_004040.1, 6183.Smp_066720.1
OG0001768		6183.Smp_004080.1, 6183.Smp_121160.1
OG0001769		6183.Smp_004590.1, 6183.Smp_140990.1
OG0001770		6183.Smp_004600.1, 6183.Smp_046090.2
OG0001771		6183.Smp_004690.1, 6183.Smp_148290.1
OG0001772		6183.Smp_005330.1, 6183.Smp_040770.1
OG0001773		6183.Smp_006680.1, 6183.Smp_031950.2
OG0001774		6183.Smp_006720.2, 6183.Smp_055870.1
OG0001775		6183.Smp_006990.1, 6183.Smp_167220.1
OG0001776		6183.Smp_007070.1, 6183.Smp_202290.1
OG0001777		6183.Smp_007300.1, 6183.Smp_014270.1
OG0001778		6183.Smp_007760.1, 6183.Smp_130540.1
OG0001779		6183.Smp_008190.1, 6183.Smp_144620.1
OG0001780		6183.Smp_008360.1, 6183.Smp_008400.1
OG0001781		6183.Smp_008450.1, 6183.Smp_173420.1
OG0001782		6183.Smp_008490.1, 6183.Smp_157950.1
OG0001783		6183.Smp_008860.1, 6183.Smp_180500.1
OG0001784		6183.Smp_008910.1, 6183.Smp_156850.1
OG0001785		6183.Smp_009020.1, 6183.Smp_135380.1
OG0001786		6183.Smp_009310.1, 6183.Smp_046780.1
OG0001787		6183.Smp_009580.1, 6183.Smp_046690.1
OG0001788		6183.Smp_010140.1, 6183.Smp_083150.1
OG0001789		6183.Smp_010250.1, 6183.Smp_162970.1
OG0001790		6183.Smp_010660.1, 6183.Smp_038510.1
OG0001791		6183.Smp_010690.1, 6183.Smp_127830.1
OG0001792		6183.Smp_010800.1, 6183.Smp_154780.1
OG0001793		6183.Smp_010820.1, 6183.Smp_156530.1
OG0001794		6183.Smp_012000.1, 6183.Smp_101990.1
OG0001795		6183.Smp_012440.1, 6183.Smp_105410.1
OG0001796		6183.Smp_012950.1, 6183.Smp_070360.1
OG0001797		6183.Smp_013080.1, 6183.Smp_126110.1
OG0001798		6183.Smp_013460.1, 6183.Smp_127650.1
OG0001799		6183.Smp_013540.1, 6183.Smp_050270.1
OG0001800		6183.Smp_014010.1, 6183.Smp_161550.1
OG0001801		6183.Smp_014020.1, 6183.Smp_210250.1
OG0001802		6183.Smp_014050.1, 6183.Smp_090450.1
OG0001803		6183.Smp_014420.1, 6183.Smp_129980.1
OG0001804		6183.Smp_014570.1, 6183.Smp_130100.1
OG0001805		6183.Smp_014680.1, 6183.Smp_132970.1
OG0001806		6183.Smp_015030.1, 6183.Smp_015050.1
OG0001807		6183.Smp_015490.1, 6183.Smp_120900.1
OG0001808		6183.Smp_015850.3, 6183.Smp_031920.5
OG0001809		6183.Smp_016200.3, 6183.Smp_033970.1
OG0001810		6183.Smp_016390.1, 6183.Smp_032150.1
OG0001811		6183.Smp_016910.1, 6183.Smp_124940.1
OG0001812		6183.Smp_017420.1, 6183.Smp_134110.1
OG0001813		6183.Smp_017810.1, 6183.Smp_167860.1
OG0001814		6183.Smp_017880.1, 6183.Smp_051080.1
OG0001815		6183.Smp_017980.1, 6183.Smp_142960.1
OG0001816		6183.Smp_018250.2, 6183.Smp_059170.2
OG0001817		6183.Smp_018880.1, 6183.Smp_019000.1
OG0001818		6183.Smp_019100.1, 6183.Smp_065180.1
OG0001819		6183.Smp_019210.1, 6183.Smp_130060.1
OG0001820		6183.Smp_019350.1, 6183.Smp_105220.1
OG0001821		6183.Smp_019490.1, 6183.Smp_099690.1
OG0001822		6183.Smp_019640.1, 6183.Smp_028210.1
OG0001823		6183.Smp_019810.1, 6183.Smp_133000.1
OG0001824		6183.Smp_019840.2, 6183.Smp_148660.1
OG0001825		6183.Smp_020370.1, 6183.Smp_058240.1
OG0001826		6183.Smp_020450.1, 6183.Smp_164450.1
OG0001827		6183.Smp_020660.1, 6183.Smp_143950.1
OG0001828		6183.Smp_021460.1, 6183.Smp_133770.1
OG0001829		6183.Smp_021730.1, 6183.Smp_066200.1
OG0001830		6183.Smp_022090.1, 6183.Smp_052280.1
OG0001831		6183.Smp_022330.1, 6183.Smp_136540.1
OG0001832		6183.Smp_022710.1, 6183.Smp_022720.1
OG0001833		6183.Smp_022870.1, 6183.Smp_178740.1
OG0001834		6183.Smp_023010.1, 6183.Smp_134510.1
OG0001835		6183.Smp_023240.1, 6183.Smp_105050.1
OG0001836		6183.Smp_025690.1, 6183.Smp_178810.1
OG0001837		6183.Smp_026390.1, 6183.Smp_138890.2
OG0001838		6183.Smp_026450.2, 6183.Smp_084180.1
OG0001839		6183.Smp_026830.1, 6183.Smp_145630.1
OG0001840		6183.Smp_027400.1, 6183.Smp_046190.1
OG0001841		6183.Smp_027430.1, 6183.Smp_045960.1
OG0001842		6183.Smp_028130.1, 6183.Smp_078910.1
OG0001843		6183.Smp_028440.1, 6183.Smp_096020.2
OG0001844		6183.Smp_028800.1, 6183.Smp_137690.1
OG0001845		6183.Smp_028870.1, 6183.Smp_137700.1
OG0001846		6183.Smp_029470.1, 6183.Smp_029500.1
OG0001847		6183.Smp_029520.1, 6183.Smp_148580.1
OG0001848		6183.Smp_029620.1, 6183.Smp_137140.1
OG0001849		6183.Smp_030000.1, 6183.Smp_083870.1
OG0001850		6183.Smp_030110.1, 6183.Smp_049910.1
OG0001851		6183.Smp_030860.1, 6183.Smp_162310.1
OG0001852		6183.Smp_030930.2, 6183.Smp_174680.1
OG0001853		6183.Smp_031040.2, 6183.Smp_068090.1
OG0001854		6183.Smp_031390.1, 6183.Smp_139140.1
OG0001855		6183.Smp_031880.1, 6183.Smp_043990.1
OG0001856		6183.Smp_032120.1, 6183.Smp_139580.1
OG0001857		6183.Smp_032470.1, 6183.Smp_084950.1
OG0001858		6183.Smp_032690.1, 6183.Smp_032710.1
OG0001859		6183.Smp_032790.1, 6183.Smp_152270.1
OG0001860		6183.Smp_032800.2, 6183.Smp_032820.1
OG0001861		6183.Smp_033250.1, 6183.Smp_078720.1
OG0001862		6183.Smp_033330.1, 6183.Smp_170030.1
OG0001863		6183.Smp_033700.1, 6183.Smp_125890.1
OG0001864		6183.Smp_033930.1, 6183.Smp_190970.1
OG0001865		6183.Smp_034490.1, 6183.Smp_073410.1
OG0001866		6183.Smp_035190.2, 6183.Smp_199010.1
OG0001867		6183.Smp_036090.1, 6183.Smp_141620.1
OG0001868		6183.Smp_036270.2, 6183.Smp_185230.1
OG0001869		6183.Smp_036720.1, 6183.Smp_141940.1
OG0001870		6183.Smp_036980.1, 6183.Smp_165560.1
OG0001871		6183.Smp_037020.1, 6183.Smp_142100.1
OG0001872		6183.Smp_037400.1, 6183.Smp_134020.1
OG0001873		6183.Smp_038240.1, 6183.Smp_135400.1
OG0001874		6183.Smp_038730.5, 6183.Smp_182770.1
OG0001875		6183.Smp_038930.1, 6183.Smp_100030.1
OG0001876		6183.Smp_039010.1, 6183.Smp_149030.1
OG0001877		6183.Smp_039130.1, 6183.Smp_131940.1
OG0001878		6183.Smp_039300.1, 6183.Smp_098550.1
OG0001879		6183.Smp_039750.1, 6183.Smp_143840.1
OG0001880		6183.Smp_039870.2, 6183.Smp_171040.1
OG0001881		6183.Smp_040270.1, 6183.Smp_132760.1
OG0001882		6183.Smp_040350.1, 6183.Smp_170910.1
OG0001883		6183.Smp_040460.1, 6183.Smp_140120.1
OG0001884		6183.Smp_041750.1, 6183.Smp_105690.1
OG0001885		6183.Smp_042300.2, 6183.Smp_075120.1
OG0001886		6183.Smp_042440.1, 6183.Smp_122050.1
OG0001887		6183.Smp_042700.1, 6183.Smp_198170.1
OG0001888		6183.Smp_043420.1, 6183.Smp_154100.1
OG0001889		6183.Smp_043610.1, 6183.Smp_052750.1
OG0001890		6183.Smp_043860.1, 6183.Smp_147190.1
OG0001891		6183.Smp_043930.1, 6183.Smp_059660.1
OG0001892		6183.Smp_044020.1, 6183.Smp_061250.1
OG0001893		6183.Smp_044160.1, 6183.Smp_055190.1
OG0001894		6183.Smp_044470.1, 6183.Smp_077400.1
OG0001895		6183.Smp_044550.8, 6183.Smp_170110.1
OG0001896		6183.Smp_044610.1, 6183.Smp_125590.1
OG0001897		6183.Smp_044690.1, 6183.Smp_137160.1
OG0001898		6183.Smp_045330.1, 6183.Smp_145440.1
OG0001899		6183.Smp_045470.1, 6183.Smp_162760.1
OG0001900		6183.Smp_045710.1, 6183.Smp_053040.1
OG0001901		6183.Smp_045950.2, 6183.Smp_050920.1
OG0001902		6183.Smp_046640.1, 6183.Smp_147550.1
OG0001903		6183.Smp_046800.1, 6183.Smp_095360.1
OG0001904		6183.Smp_047330.1, 6183.Smp_147540.1
OG0001905		6183.Smp_047570.1, 6183.Smp_197890.1
OG0001906		6183.Smp_047860.1, 6183.Smp_084340.1
OG0001907		6183.Smp_047870.1, 6183.Smp_128670.1
OG0001908		6183.Smp_048160.1, 6183.Smp_159350.1
OG0001909		6183.Smp_048380.1, 6183.Smp_146050.1
OG0001910		6183.Smp_048760.1, 6183.Smp_087920.1
OG0001911		6183.Smp_049000.1, 6183.Smp_126850.2
OG0001912		6183.Smp_049170.1, 6183.Smp_090150.2
OG0001913		6183.Smp_049400.1, 6183.Smp_148600.1
OG0001914		6183.Smp_049510.1, 6183.Smp_062970.1
OG0001915		6183.Smp_050380.1, 6183.Smp_056390.1
OG0001916		6183.Smp_050390.1, 6183.Smp_065060.1
OG0001917		6183.Smp_051230.1, 6183.Smp_051300.1
OG0001918		6183.Smp_051670.1, 6183.Smp_165890.1
OG0001919		6183.Smp_052060.1, 6183.Smp_127730.1
OG0001920		6183.Smp_053230.1, 6183.Smp_127160.1
OG0001921		6183.Smp_053780.1, 6183.Smp_053790.1
OG0001922		6183.Smp_054240.1, 6183.Smp_122680.1
OG0001923		6183.Smp_054790.2, 6183.Smp_176010.1
OG0001924		6183.Smp_055340.1, 6183.Smp_133660.1
OG0001925		6183.Smp_055880.2, 6183.Smp_079000.1
OG0001926		6183.Smp_056360.8, 6183.Smp_193440.1
OG0001927		6183.Smp_056890.1, 6183.Smp_152710.2
OG0001928		6183.Smp_057090.1, 6183.Smp_134660.1
OG0001929		6183.Smp_057120.1, 6183.Smp_093430.1
OG0001930		6183.Smp_058080.1, 6183.Smp_172170.1
OG0001931		6183.Smp_058130.1, 6183.Smp_093630.2
OG0001932		6183.Smp_058270.1, 6183.Smp_175020.1
OG0001933		6183.Smp_058450.1, 6183.Smp_174110.1
OG0001934		6183.Smp_058620.1, 6183.Smp_134560.1
OG0001935		6183.Smp_059750.2, 6183.Smp_174670.1
OG0001936		6183.Smp_059800.1, 6183.Smp_134230.1
OG0001937		6183.Smp_060160.1, 6183.Smp_151450.1
OG0001938		6183.Smp_060480.1, 6183.Smp_167370.1
OG0001939		6183.Smp_060820.1, 6183.Smp_167330.1
OG0001940		6183.Smp_061000.1, 6183.Smp_141120.1
OG0001941		6183.Smp_061970.1, 6183.Smp_065130.2
OG0001942		6183.Smp_063110.1, 6183.Smp_166880.1
OG0001943		6183.Smp_063230.1, 6183.Smp_094060.1
OG0001944		6183.Smp_064650.1, 6183.Smp_178800.1
OG0001945		6183.Smp_065210.2, 6183.Smp_161790.1
OG0001946		6183.Smp_065470.3, 6183.Smp_081380.1
OG0001947		6183.Smp_068230.1, 6183.Smp_175040.1
OG0001948		6183.Smp_068240.1, 6183.Smp_165420.1
OG0001949		6183.Smp_071020.1, 6183.Smp_135260.1
OG0001950		6183.Smp_071150.1, 6183.Smp_147220.1
OG0001951		6183.Smp_071840.1, 6183.Smp_199860.1
OG0001952		6183.Smp_072100.1, 6183.Smp_133320.1
OG0001953		6183.Smp_072190.1, 6183.Smp_161340.1
OG0001954		6183.Smp_072720.1, 6183.Smp_105210.1
OG0001955		6183.Smp_072900.1, 6183.Smp_121880.1
OG0001956		6183.Smp_072990.1, 6183.Smp_210330.1
OG0001957		6183.Smp_073620.1, 6183.Smp_129210.1
OG0001958		6183.Smp_073790.1, 6183.Smp_087940.2
OG0001959		6183.Smp_074080.1, 6183.Smp_140700.1
OG0001960		6183.Smp_074140.1, 6183.Smp_162160.1
OG0001961		6183.Smp_074190.1, 6183.Smp_079480.1
OG0001962		6183.Smp_074250.1, 6183.Smp_162220.1
OG0001963		6183.Smp_074990.1, 6183.Smp_075000.1
OG0001964		6183.Smp_075060.1, 6183.Smp_162660.1
OG0001965		6183.Smp_075140.1, 6183.Smp_145360.1
OG0001966		6183.Smp_075210.2, 6183.Smp_075940.1
OG0001967		6183.Smp_075950.1, 6183.Smp_134860.1
OG0001968		6183.Smp_076150.2, 6183.Smp_203710.1
OG0001969		6183.Smp_076490.1, 6183.Smp_099440.1
OG0001970		6183.Smp_076550.1, 6183.Smp_086450.1
OG0001971		6183.Smp_076600.1, 6183.Smp_148110.1
OG0001972		6183.Smp_076710.1, 6183.Smp_118570.1
OG0001973		6183.Smp_077020.1, 6183.Smp_162620.1
OG0001974		6183.Smp_077030.1, 6183.Smp_089930.1
OG0001975		6183.Smp_077500.1, 6183.Smp_156650.1
OG0001976		6183.Smp_077610.1, 6183.Smp_131410.1
OG0001977		6183.Smp_077720.1, 6183.Smp_164100.1
OG0001978		6183.Smp_077890.1, 6183.Smp_112450.1
OG0001979		6183.Smp_078010.1, 6183.Smp_201220.1
OG0001980		6183.Smp_078090.1, 6183.Smp_191380.1
OG0001981		6183.Smp_078540.1, 6183.Smp_139610.1
OG0001982		6183.Smp_078560.1, 6183.Smp_078570.1
OG0001983		6183.Smp_078600.1, 6183.Smp_092740.1
OG0001984		6183.Smp_078690.1, 6183.Smp_126480.1
OG0001985		6183.Smp_083770.1, 6183.Smp_141530.1
OG0001986		6183.Smp_084940.3, 6183.Smp_198010.1
OG0001987		6183.Smp_085240.2, 6183.Smp_171720.1
OG0001988		6183.Smp_085690.1, 6183.Smp_085700.1
OG0001989		6183.Smp_087070.1, 6183.Smp_202120.1
OG0001990		6183.Smp_087930.1, 6183.Smp_134890.1
OG0001991		6183.Smp_088990.1, 6183.Smp_133050.1
OG0001992		6183.Smp_090220.1, 6183.Smp_143690.1
OG0001993		6183.Smp_090520.1, 6183.Smp_179110.1
OG0001994		6183.Smp_090800.1, 6183.Smp_210480.1
OG0001995		6183.Smp_091300.1, 6183.Smp_113660.1
OG0001996		6183.Smp_092150.1, 6183.Smp_151640.1
OG0001997		6183.Smp_093620.1, 6183.Smp_137450.1
OG0001998		6183.Smp_093790.1, 6183.Smp_105730.1
OG0001999		6183.Smp_093950.1, 6183.Smp_123620.1
OG0002000		6183.Smp_093980.1, 6183.Smp_173630.1
OG0002001		6183.Smp_094190.1, 6183.Smp_127060.1
OG0002002		6183.Smp_094480.1, 6183.Smp_158700.1
OG0002003		6183.Smp_094660.1, 6183.Smp_116290.1
OG0002004		6183.Smp_095290.1, 6183.Smp_164740.1
OG0002005		6183.Smp_095480.1, 6183.Smp_095500.1
OG0002006		6183.Smp_095980.1, 6183.Smp_174810.1
OG0002007		6183.Smp_096310.1, 6183.Smp_126600.1
OG0002008		6183.Smp_096920.1, 6183.Smp_163540.1
OG0002009		6183.Smp_097240.2, 6183.Smp_175570.1
OG0002010		6183.Smp_097490.1, 6183.Smp_212780.1
OG0002011		6183.Smp_097710.1, 6183.Smp_147280.1
OG0002012		6183.Smp_097750.1, 6183.Smp_097800.3
OG0002013		6183.Smp_098330.1, 6183.Smp_104660.1
OG0002014		6183.Smp_099210.1, 6183.Smp_102390.1
OG0002015		6183.Smp_099670.1, 6183.Smp_176820.1
OG0002016		6183.Smp_099680.1, 6183.Smp_176830.1
OG0002017		6183.Smp_100120.1, 6183.Smp_174470.1
OG0002018		6183.Smp_100600.1, 6183.Smp_109870.1
OG0002019		6183.Smp_102070.1, 6183.Smp_163610.1
OG0002020		6183.Smp_102780.1, 6183.Smp_159650.1
OG0002021		6183.Smp_102820.1, 6183.Smp_180000.1
OG0002022		6183.Smp_103320.1, 6183.Smp_128650.2
OG0002023		6183.Smp_104390.1, 6183.Smp_140170.1
OG0002024		6183.Smp_104450.1, 6183.Smp_104460.1
OG0002025		6183.Smp_105200.3, 6183.Smp_158320.2
OG0002026		6183.Smp_105910.1, 6183.Smp_127010.1
OG0002027		6183.Smp_106260.1, 6183.Smp_203590.1
OG0002028		6183.Smp_108610.1, 6183.Smp_177780.1
OG0002029		6183.Smp_109300.1, 6183.Smp_205550.1
OG0002030		6183.Smp_109340.1, 6183.Smp_149750.1
OG0002031		6183.Smp_112520.1, 6183.Smp_178360.1
OG0002032		6183.Smp_113610.1, 6183.Smp_154920.1
OG0002033		6183.Smp_113620.3, 6183.Smp_192360.1
OG0002034		6183.Smp_113640.1, 6183.Smp_186670.1
OG0002035		6183.Smp_113760.1, 6183.Smp_205800.1
OG0002036		6183.Smp_114240.1, 6183.Smp_186180.1
OG0002037		6183.Smp_114340.1, 6183.Smp_212020.1
OG0002038		6183.Smp_117390.1, 6183.Smp_205620.1
OG0002039		6183.Smp_118200.1, 6183.Smp_172910.1
OG0002040		6183.Smp_120420.1, 6183.Smp_139480.1
OG0002041		6183.Smp_122060.1, 6183.Smp_127190.1
OG0002042		6183.Smp_122760.3, 6183.Smp_181720.1
OG0002043		6183.Smp_122890.1, 6183.Smp_126910.1
OG0002044		6183.Smp_123300.1, 6183.Smp_155050.1
OG0002045		6183.Smp_124430.1, 6183.Smp_210090.1
OG0002046		6183.Smp_124530.1, 6183.Smp_134050.1
OG0002047		6183.Smp_124600.1, 6183.Smp_170130.1
OG0002048		6183.Smp_124730.1, 6183.Smp_158130.1
OG0002049		6183.Smp_124890.1, 6183.Smp_173360.1
OG0002050		6183.Smp_124930.1, 6183.Smp_153440.1
OG0002051		6183.Smp_125050.1, 6183.Smp_125340.1
OG0002052		6183.Smp_125270.1, 6183.Smp_206070.1
OG0002053		6183.Smp_125770.2, 6183.Smp_130170.1
OG0002054		6183.Smp_125780.1, 6183.Smp_127890.1
OG0002055		6183.Smp_125940.1, 6183.Smp_125950.1
OG0002056		6183.Smp_126010.1, 6183.Smp_169680.1
OG0002057		6183.Smp_126260.1, 6183.Smp_141950.1
OG0002058		6183.Smp_126350.1, 6183.Smp_147390.1
OG0002059		6183.Smp_126450.1, 6183.Smp_137890.1
OG0002060		6183.Smp_126630.1, 6183.Smp_146930.1
OG0002061		6183.Smp_127000.1, 6183.Smp_181630.1
OG0002062		6183.Smp_127140.1, 6183.Smp_168040.1
OG0002063		6183.Smp_127280.1, 6183.Smp_134390.1
OG0002064		6183.Smp_127310.1, 6183.Smp_127720.1
OG0002065		6183.Smp_127480.1, 6183.Smp_166590.1
OG0002066		6183.Smp_127510.1, 6183.Smp_143870.1
OG0002067		6183.Smp_127580.1, 6183.Smp_161980.1
OG0002068		6183.Smp_127740.1, 6183.Smp_160620.1
OG0002069		6183.Smp_127780.1, 6183.Smp_140100.1
OG0002070		6183.Smp_127790.1, 6183.Smp_157550.1
OG0002071		6183.Smp_127810.1, 6183.Smp_196920.1
OG0002072		6183.Smp_127820.1, 6183.Smp_172070.1
OG0002073		6183.Smp_128250.1, 6183.Smp_148740.1
OG0002074		6183.Smp_128520.1, 6183.Smp_128530.1
OG0002075		6183.Smp_129160.1, 6183.Smp_157720.1
OG0002076		6183.Smp_129240.1, 6183.Smp_138600.1
OG0002077		6183.Smp_129260.1, 6183.Smp_145810.1
OG0002078		6183.Smp_129290.1, 6183.Smp_134030.1
OG0002079		6183.Smp_129550.1, 6183.Smp_129580.1
OG0002080		6183.Smp_129820.1, 6183.Smp_171740.1
OG0002081		6183.Smp_130070.1, 6183.Smp_132700.1
OG0002082		6183.Smp_130430.1, 6183.Smp_205840.1
OG0002083		6183.Smp_130660.1, 6183.Smp_163320.1
OG0002084		6183.Smp_130690.1, 6183.Smp_132000.1
OG0002085		6183.Smp_130730.1, 6183.Smp_178010.1
OG0002086		6183.Smp_130980.1, 6183.Smp_152760.1
OG0002087		6183.Smp_131030.1, 6183.Smp_143750.1
OG0002088		6183.Smp_131380.1, 6183.Smp_164040.1
OG0002089		6183.Smp_131640.1, 6183.Smp_154730.1
OG0002090		6183.Smp_132050.1, 6183.Smp_161080.1
OG0002091		6183.Smp_132840.1, 6183.Smp_168410.1
OG0002092		6183.Smp_132930.1, 6183.Smp_169170.1
OG0002093		6183.Smp_133300.1, 6183.Smp_140420.1
OG0002094		6183.Smp_133450.1, 6183.Smp_169960.1
OG0002095		6183.Smp_133680.1, 6183.Smp_155860.1
OG0002096		6183.Smp_133890.1, 6183.Smp_133900.1
OG0002097		6183.Smp_134200.1, 6183.Smp_147240.1
OG0002098		6183.Smp_134490.1, 6183.Smp_174260.1
OG0002099		6183.Smp_135130.1, 6183.Smp_143220.1
OG0002100		6183.Smp_135140.1, 6183.Smp_141660.1
OG0002101		6183.Smp_135540.1, 6183.Smp_177600.1
