Orthogroup	kog_humano_pos_go	protein_mansoni
OG0000539	NP_008816.3, NP_078997.4, NP_207646.2	6183.Smp_171420.1
OG0000540	NP_003375.1, NP_006287.2, NP_057524.3	6183.Smp_141380.1
OG0000541	NP_001310.3, NP_004375.2, NP_071331.2	6183.Smp_180400.1
OG0000542	NP_002691.1, NP_004566.2, NP_006228.3	6183.Smp_009040.1
OG0000543	NP_003636.2, NP_036386.1, NP_054750.1, NP_077306.3	
OG0000544	NP_001082.2, NP_003725.1, NP_033720.2	6183.Smp_017610.1
OG0000545	NP_001560.2, NP_001561.3, NP_009130.2, NP_057207.2	
OG0000546	NP_055971.2, NP_060724.1	6183.Smp_064650.1, 6183.Smp_178800.1
OG0000547	NP_001432.2	6183.Smp_004220.1, 6183.Smp_124410.1, 6183.Smp_167750.1
OG0000548	NP_001072.2, NP_002324.2, NP_038465.1, NP_113621.1	
OG0000549	NP_057299.1, NP_085155.1	6183.Smp_140800.1, 6183.Smp_143300.1
OG0000550	NP_000129.3, NP_001990.2, NP_115823.3	6183.Smp_001100.1
OG0000551	NP_000419.1, NP_000618.4, NP_003564.2, NP_066548.2	
OG0000552	NP_000203.2, NP_000879.2, NP_002204.2, NP_004782.1	
OG0000553	NP_005064.1, NP_057666.1, NP_066568.3, NP_663623.1	
OG0000554	NP_003975.1, NP_036582.2, NP_073740.2	6183.Smp_170080.1
OG0000555	NP_004164.2	6183.Smp_004190.1, 6183.Smp_176930.1, 6183.Smp_176940.1
OG0000556	NP_075386.1, NP_075387.1, NP_542199.1	6183.Smp_102240.1
OG0000557	NP_065740.2	6183.Smp_094390.1, 6183.Smp_170370.1, 6183.Smp_170450.1
OG0000558	NP_037466.3, NP_065098.1, NP_068806.2	6183.Smp_000510.1
OG0000559	NP_005597.3	6183.Smp_075790.1, 6183.Smp_075800.1, 6183.Smp_179170.1
OG0000560	NP_000153.1, NP_277042.1, NP_277043.1	6183.Smp_043030.1
OG0000561	NP_000189.1, NP_000853.1, NP_057006.1, NP_079469.2	
OG0000562	NP_001351.2, NP_002287.2, NP_003264.2	6183.Smp_124300.1
OG0000563	NP_000349.1, NP_006466.2	6183.Smp_170630.1, 6183.Smp_212710.1
OG0000564	NP_001484.1, NP_001485.2	6183.Smp_024520.1, 6183.Smp_094420.1
OG0000565	NP_001970.2, NP_055324.2, NP_078803.4, NP_079070.1	
OG0000566	NP_001524.2	6183.Smp_006440.1, 6183.Smp_051530.1, 6183.Smp_149700.1
OG0000567	NP_005095.1, NP_031397.1	6183.Smp_147950.1, 6183.Smp_164080.1
OG0000568	NP_002291.1	6183.Smp_033040.1, 6183.Smp_038950.1, 6183.Smp_038960.1
OG0000569	NP_004528.1, NP_004529.2, NP_005960.1	6183.Smp_023530.1
OG0000570	NP_002419.1, NP_004986.1, NP_005932.2, NP_006681.1	
OG0000571	NP_003466.1, NP_005438.2, NP_009142.2	6183.Smp_080180.1
OG0000572	NP_001619.1, NP_064695.3	6183.Smp_053220.1, 6183.Smp_150700.1
OG0000573	NP_000245.2, NP_001704.2, NP_060084.2	6183.Smp_210320.1
OG0000574	NP_689508.3	6183.Smp_055850.1, 6183.Smp_123980.1, 6183.Smp_123990.1
OG0000575	NP_000339.2, NP_001038.1, NP_078868.1	6183.Smp_081820.3
OG0000576	NP_000572.2, NP_001500.1, NP_002074.2, NP_002075.2	
OG0000577	NP_059140.1, NP_063949.2	6183.Smp_036920.1, 6183.Smp_046910.1
OG0000578	NP_000173.2, NP_001957.2, NP_005318.6, NP_057058.2	
OG0000579	NP_000837.3, NP_000838.3, NP_000843.1, NP_001503.1	
OG0000580	NP_057441.1, NP_085053.1	6183.Smp_079270.1, 6183.Smp_169700.2
OG0000581	NP_001073905.1, NP_055055.1, NP_116265.1	6183.Smp_163960.1
OG0000582	NP_003678.2, NP_055291.2, NP_066272.1	6183.Smp_022340.1
OG0000583	NP_000476.1	6183.Smp_054360.1, 6183.Smp_054410.1, 6183.Smp_151260.1
OG0000584	NP_003663.2, NP_201569.1, NP_201570.1	6183.Smp_171590.1
OG0000585	NP_000159.3, NP_005260.1, NP_005261.2	6183.Smp_000530.1
OG0000586	NP_055138.2, NP_114439.1, NP_114440.1, NP_114441.1	
OG0000587	NP_000390.2, NP_001955.1, NP_004421.2	6183.Smp_094930.1
OG0000588	NP_055685.3	6183.Smp_044870.1, 6183.Smp_049580.1, 6183.Smp_145470.1
OG0000589	NP_057690.2, NP_075063.1, NP_079508.2	6183.Smp_027040.1
OG0000590	NP_004076.1, NP_036590.1, NP_036591.3	6183.Smp_061560.1
OG0000591	NP_004884.1, NP_061119.1, NP_613075.1, NP_613258.2	
OG0000592	NP_002097.1, NP_036544.1, NP_619541.1	6183.Smp_210630.1
OG0000593	NP_004879.1, NP_569730.1, NP_573569.1	6183.Smp_054220.1
OG0000594	NP_003085.1, NP_036454.1	6183.Smp_129760.1, 6183.Smp_205570.1
OG0000595	NP_003922.1, NP_006637.2, NP_008921.1	6183.Smp_078050.1
OG0000596	NP_055533.2, NP_055759.3, NP_071414.2	6183.Smp_045360.3
OG0000597	NP_002284.3, NP_005553.2, NP_061486.2	6183.Smp_163810.1
OG0000598	NP_060830.2	6183.Smp_155160.1, 6183.Smp_155180.1, 6183.Smp_210140.1
OG0000599	NP_006438.1, NP_006528.2, NP_116318.2	6183.Smp_074200.2
OG0000600	NP_036607.3	6183.Smp_127630.1, 6183.Smp_131830.1, 6183.Smp_212390.1
OG0000601	NP_002704.1, NP_054829.2, NP_612568.1	6183.Smp_157940.1
OG0000602	NP_006798.1, NP_009207.2, NP_036249.1	6183.Smp_179650.1
OG0000603	NP_006720.1, NP_009293.1	6183.Smp_068720.1, 6183.Smp_146810.1
OG0000604	NP_072174.3, NP_073585.8	6183.Smp_126500.1, 6183.Smp_144280.1
OG0000605	NP_002428.1, NP_061133.1, NP_116072.2	6183.Smp_036370.1
OG0000606	NP_000519.2	6183.Smp_102210.1, 6183.Smp_131580.1, 6183.Smp_160310.1
OG0000607	NP_000293.2, NP_000926.2, NP_001075.1	6183.Smp_045940.1
OG0000608	NP_060863.3, NP_061149.1	6183.Smp_131420.1, 6183.Smp_203220.1
OG0000609	NP_004951.1, NP_005234.1, NP_053733.2	6183.Smp_000240.1
OG0000610	NP_006313.1	6183.Smp_135700.1, 6183.Smp_159180.1, 6183.Smp_168290.1
OG0000611	NP_002044.2, NP_004111.2, NP_443173.2, NP_443174.1	
OG0000612	NP_055205.2	6183.Smp_101780.1, 6183.Smp_118190.1, 6183.Smp_166110.1
OG0000613	NP_003177.2, NP_003555.1, NP_037391.2	6183.Smp_086330.1
OG0000614	NP_055777.1, NP_060267.2, NP_079514.1	6183.Smp_176610.1
OG0000615	NP_055948.2	6183.Smp_080700.3, 6183.Smp_090240.1, 6183.Smp_210130.1
OG0000616	NP_056425.1, NP_057087.2, NP_060453.3	6183.Smp_150510.1
OG0000617	NP_003843.3, NP_005753.1, NP_056990.3	6183.Smp_082660.1
OG0000618	NP_112553.1	6183.Smp_005860.1, 6183.Smp_065580.3, 6183.Smp_155850.1
OG0000619	NP_036478.2, NP_057637.2, NP_060151.2	6183.Smp_049880.1
OG0000620	NP_006085.2, NP_055540.2, NP_443083.1	6183.Smp_138150.1
OG0000621	NP_055650.1, NP_060500.3, NP_542164.2	6183.Smp_144850.1
OG0000622	NP_037506.2	6183.Smp_075810.1, 6183.Smp_087580.1, 6183.Smp_087620.1
OG0000623	NP_000545.1, NP_055377.1, NP_068374.1	6183.Smp_124010.1
OG0000624	NP_060291.2	6183.Smp_020090.1, 6183.Smp_155090.1, 6183.Smp_155100.1
OG0000625	NP_004464.2	6183.Smp_086270.1, 6183.Smp_133480.1, 6183.Smp_158750.1
OG0000626	NP_000059.3	6183.Smp_004730.1, 6183.Smp_020170.1, 6183.Smp_124690.1
OG0000627	NP_036438.2, NP_071435.2	6183.Smp_150500.1, 6183.Smp_181470.1
OG0000628	NP_000137.2, NP_002023.2, NP_114100.1	6183.Smp_087760.1
OG0000629	NP_006096.2, NP_008954.2, NP_036426.4, NP_057423.2	
OG0000630	NP_079235.2	6183.Smp_125970.1, 6183.Smp_135890.1, 6183.Smp_149930.1
OG0000631	NP_036468.1, NP_071938.1, NP_114174.1	6183.Smp_083020.1
OG0000632	NP_003059.1, NP_005976.2, NP_112599.2	6183.Smp_054430.1
OG0000633	NP_005406.3, NP_006740.1	6183.Smp_094660.1, 6183.Smp_116290.1
OG0000634	NP_001361749.1, NP_006006.3, NP_624361.1	6183.Smp_156170.1
OG0000635	NP_000158.1, NP_060761.3, NP_149991.2	6183.Smp_141770.1
OG0000636	NP_003677.4, NP_006018.4, NP_569082.2	6183.Smp_012480.1
OG0000637	NP_002681.1, NP_004079.3, NP_037406.1, NP_037416.1	
OG0000638	NP_005461.2, NP_005750.4, NP_057512.2	6183.Smp_085740.1
OG0000639	NP_054772.1, NP_060261.2, NP_116228.1	6183.Smp_143690.1
OG0000640	NP_001514.2, NP_005319.1, NP_005320.2, NP_619515.1	
OG0000641	NP_056991.2, NP_078939.3	6183.Smp_030000.1, 6183.Smp_083870.1
OG0000642	NP_001111.3, NP_116107.3, NP_439896.1	6183.Smp_054640.1
OG0000643	NP_067547.1	6183.Smp_084890.1, 6183.Smp_153340.1, 6183.Smp_153390.2
OG0000644	NP_000443.2, NP_003040.1	6183.Smp_098570.1, 6183.Smp_136310.1
OG0000645	NP_000036.2, NP_001163.1, NP_079034.3	6183.Smp_059980.1
OG0000646	NP_036457.1, NP_036458.2, NP_055083.1	6183.Smp_054540.1
OG0000647	NP_001122.2, NP_003287.1, NP_006052.2, NP_006842.2	
OG0000648	NP_002475.2, NP_036357.1, NP_079428.2	6183.Smp_210380.1
OG0000649	NP_001680.1, NP_005166.1, NP_005167.3	6183.Smp_000880.2
OG0000650	NP_057651.1, NP_510868.1, NP_510869.1	6183.Smp_138160.1
OG0000651	NP_003642.3, NP_004550.2	6183.Smp_097750.1, 6183.Smp_097800.3
OG0000652	NP_060240.3, NP_068586.1, NP_073563.1	6183.Smp_051810.1
OG0000653	NP_008838.2, NP_037460.2, NP_075566.3	6183.Smp_049390.1
OG0000654	NP_003365.1, NP_003366.2, NP_005653.3	6183.Smp_022990.1
OG0000655	NP_002588.3, NP_005379.3, NP_072098.1	6183.Smp_036130.1
OG0000656	NP_001166.3, NP_001167.2, NP_004300.1	6183.Smp_045610.1
OG0000657	NP_006225.1, NP_057056.1, NP_116581.3	6183.Smp_040710.1
OG0000658	NP_004996.1	6183.Smp_047060.1, 6183.Smp_177970.1, 6183.Smp_185160.1
OG0000659	NP_004832.1, NP_075055.1	6183.Smp_144590.1, 6183.Smp_155120.1
OG0000660	NP_005520.4	6183.Smp_128750.1, 6183.Smp_157020.1, 6183.Smp_163920.1
OG0000661	NP_002329.2, NP_002536.1, NP_057606.1	6183.Smp_144130.1
OG0000662	NP_004813.2, NP_006172.1	6183.Smp_146840.1, 6183.Smp_151310.1
OG0000663	NP_000416.1, NP_005001.3, NP_006605.2, NP_076493.1	
OG0000664	NP_055938.2, NP_060497.3, NP_060735.4, NP_296375.1	
OG0000665	NP_002435.1, NP_002897.1, NP_003370.2	6183.Smp_066760.2
OG0000666	NP_919253.1	6183.Smp_024070.1, 6183.Smp_129640.1, 6183.Smp_169390.1
OG0000667	NP_002213.5, NP_002214.2, NP_002215.2	6183.Smp_151860.1
OG0000668	NP_001334.2, NP_003735.3, NP_004747.1	6183.Smp_045480.2
OG0000669	NP_005447.1, NP_036456.1, NP_056442.2, NP_057399.1	
OG0000670	NP_005090.3, NP_008919.3, NP_008968.4, NP_008969.2	
OG0000671	NP_060424.9	6183.Smp_173190.1, 6183.Smp_212090.1, 6183.Smp_212550.1
OG0000672	NP_001846.3, NP_085059.2, NP_569711.2	6183.Smp_126540.1
OG0000673	NP_004589.1, NP_055582.1, NP_058646.2, NP_071420.1	
OG0000674	NP_005059.2, NP_005060.1, NP_033664.2	6183.Smp_178780.1
OG0000675	NP_620121.1, NP_620176.1, NP_620177.1	6183.Smp_156530.1
OG0000676	NP_004724.1	6183.Smp_076950.1, 6183.Smp_159740.1, 6183.Smp_159760.1
OG0000677	NP_000116.2, NP_001428.1, NP_001429.2, NP_004443.3	
OG0000678	NP_002948.1, NP_008848.1, NP_068811.1	6183.Smp_097700.1
OG0000679	NP_005027.2, NP_005028.5, NP_006229.1, NP_056953.2	
OG0000680	NP_000035.2, NP_000167.1, NP_000892.2, NP_000917.3	
OG0000681	NP_003003.3, NP_003006.2	6183.Smp_062560.1, 6183.Smp_068680.1
OG0000682	NP_004370.1, NP_005162.1, NP_604391.1	6183.Smp_064010.1
OG0000683	NP_005983.1, NP_542377.1, NP_542378.1	6183.Smp_003900.1
OG0000684	NP_055733.2, NP_060841.5, NP_061060.3, NP_078812.3	
OG0000685	NP_003693.2, NP_005864.1, NP_036551.3	6183.Smp_123050.1
OG0000686	NP_002364.5, NP_005900.2, NP_060644.4	6183.Smp_135080.1
OG0000687	NP_002077.1, NP_004801.1, NP_006604.1	6183.Smp_062950.1
OG0000688	NP_058644.1, NP_115899.1, NP_115910.1	6183.Smp_048550.1
OG0000689	NP_065934.1, NP_065979.1, NP_075560.2	6183.Smp_130690.1
OG0000690	NP_001105.1, NP_001106.1, NP_004027.2, NP_056085.1	
OG0000691	NP_006437.3, NP_059131.1, NP_062818.1, NP_066580.1	
OG0000692	NP_001122105.1, NP_001122107.1, NP_004749.2	6183.Smp_176510.1
OG0000693	NP_000071.1, NP_000738.2, NP_000742.1, NP_005190.4	
OG0000694	NP_000854.1, NP_000855.1, NP_000856.1, NP_000857.1	
OG0000695	NP_150598.1	6183.Smp_104210.1, 6183.Smp_180030.1, 6183.Smp_180350.1
OG0000696	NP_000665.1, NP_000666.2, NP_000667.1, NP_000668.1	
OG0000697	NP_000515.2	6183.Smp_126730.1, 6183.Smp_148210.1, 6183.Smp_156210.1
OG0000698	NP_003034.2	6183.Smp_078930.1, 6183.Smp_143800.1, 6183.Smp_160360.1
OG0000699	NP_002492.2, NP_005587.2, NP_005588.2	6183.Smp_152430.1
OG0000700	NP_004901.2, NP_112497.2	6183.Smp_136800.1, 6183.Smp_197450.1
OG0000701	NP_001894.2, NP_003789.1, NP_037398.2	6183.Smp_130900.1
OG0000702	NP_001074.2, NP_236914.2, NP_246273.2	6183.Smp_179590.1
OG0000703	NP_004309.2, NP_065170.2, NP_115855.1, NP_115857.1	
OG0000704	NP_005105.1, NP_006032.1, NP_006033.1, NP_006034.1	
OG0000705	NP_071334.1, NP_071356.1, NP_444274.1, NP_542770.2	
OG0000706	NP_060634.2	6183.Smp_077810.1, 6183.Smp_172000.1, 6183.Smp_188800.1
OG0000707	NP_001090.2, NP_001601.1, NP_149059.1	6183.Smp_123670.1
OG0000708	NP_060141.3, NP_113659.3	6183.Smp_053420.1, 6183.Smp_070640.1
OG0000709	NP_060768.8, NP_065394.1	6183.Smp_190090.1, 6183.Smp_198800.1
OG0000710	NP_004481.2, NP_005301.2, NP_061916.3	6183.Smp_052250.1
OG0000711	NP_006353.2, NP_071335.1, NP_071336.1	6183.Smp_162430.1
OG0000712	NP_000063.2, NP_005496.4, NP_005497.1	6183.Smp_011680.1
OG0000713	NP_001964.2, NP_005220.2, NP_005221.2	6183.Smp_130870.1
OG0000714	NP_006548.1	6183.Smp_138230.1, 6183.Smp_143190.1, 6183.Smp_163870.1
OG0000715	NP_060103.2, NP_060179.2, NP_443175.2	6183.Smp_180510.1
OG0000716	NP_003195.1, NP_004280.5, NP_006154.1, NP_006155.2	
OG0000717	NP_005718.2, NP_008883.2, NP_008931.1, NP_570139.3	
OG0000718	NP_000791.1, NP_001997.5, NP_149127.1, NP_149128.1	
OG0000719	NP_002183.1, NP_002184.2, NP_005529.1, NP_113667.1	
OG0000720	NP_006132.1, NP_057225.2	6183.Smp_130410.1, 6183.Smp_130420.1
OG0000721	NP_110380.1, NP_110388.2, NP_149122.1	6183.Smp_196930.1
OG0000722	NP_002460.1, NP_002469.2, NP_005584.2	6183.Smp_167400.1
OG0000723	NP_002187.1, NP_115983.3	6183.Smp_172430.1, 6183.Smp_172440.1
OG0000724	NP_004405.3, NP_005813.2, NP_038469.1	6183.Smp_102960.1
OG0000725	NP_003197.2, NP_005089.2, NP_061140.1	6183.Smp_022610.1
OG0000726	NP_009027.1, NP_009028.1	6183.Smp_017880.1, 6183.Smp_051080.1
OG0000727	NP_006232.1, NP_079486.1, NP_996740.2	6183.Smp_046160.1
OG0000728	NP_005644.2, NP_055332.3, NP_055368.1	6183.Smp_019040.1
OG0000729	NP_000469.3, NP_001622.2, NP_001623.3, NP_112603.2	
OG0000730	NP_003916.1, NP_003918.1, NP_004983.1	6183.Smp_138180.1
OG0000731	NP_004201.3, NP_115818.2, NP_542787.1	6183.Smp_045790.1
OG0000732	NP_001140.2	6183.Smp_139110.1, 6183.Smp_154020.1, 6183.Smp_198650.1
OG0000733	NP_003083.1, NP_004587.1	6183.Smp_069870.1, 6183.Smp_069880.1
OG0000734	NP_002126.2, NP_006177.1, NP_008912.2	6183.Smp_139200.1
OG0000735	NP_002827.1, NP_006495.1, NP_543030.1, NP_569119.1	
OG0000736	NP_060456.3, NP_078807.1, NP_212134.3	6183.Smp_194010.1
OG0000737	NP_001083.2, NP_004318.3, NP_067585.2, NP_068781.2	
OG0000738	NP_055674.4, NP_060524.4, NP_061830.3	6183.Smp_139070.1
OG0000739	NP_079417.2, NP_114416.1, NP_510883.2	6183.Smp_054070.1
OG0000740	NP_060840.2	6183.Smp_006730.1, 6183.Smp_006750.1, 6183.Smp_006760.1
OG0000741	NP_003891.1, NP_005890.2, NP_077270.1	6183.Smp_064030.1
OG0000742	NP_001557.1, NP_003857.2, NP_004018.1	6183.Smp_081260.1
OG0000743	NP_000823.4, NP_015566.1, NP_067544.1	6183.Smp_126350.1
OG0000744	NP_002809.2, NP_005780.2, NP_006254.1	6183.Smp_017660.1
OG0000745	NP_001762.2, NP_002352.1, NP_075556.1, NP_542167.1	
OG0000746	NP_002947.1, NP_003379.4, NP_115797.2	6183.Smp_059130.1
OG0000747	NP_036578.2, NP_060540.2, NP_116016.1	6183.Smp_092880.2
OG0000748	NP_001073897.2, NP_001073946.1, NP_055068.2	6183.Smp_150770.1
OG0000749	NP_060678.2, NP_061108.3	6183.Smp_015030.1, 6183.Smp_015050.1
OG0000750	NP_114167.2, NP_114168.1, NP_114169.2, NP_149461.2	
OG0000751	NP_056355.2	6183.Smp_129590.1, 6183.Smp_158530.1, 6183.Smp_158540.1
OG0000752	NP_005941.1, NP_005942.1, NP_005944.1, NP_116324.2	
OG0000753	NP_000353.1, NP_003245.1, NP_003246.1, NP_003247.1	
OG0000754	NP_002362.1, NP_057077.1, NP_113672.1, NP_443118.1	
OG0000755	NP_060523.2, NP_443130.1	6183.Smp_044610.1, 6183.Smp_125590.1
OG0000756	NP_004080.2, NP_006013.1, NP_055594.1, NP_112197.1	
OG0000757	NP_000207.2	6183.Smp_159450.1, 6183.Smp_173870.1, 6183.Smp_198240.1
OG0000758		6183.Smp_000160.1, 6183.Smp_008710.1, 6183.Smp_104970.1, 6183.Smp_189490.1
OG0000759		6183.Smp_000900.1, 6183.Smp_120620.1, 6183.Smp_133550.1, 6183.Smp_137050.1
OG0000760		6183.Smp_022480.1, 6183.Smp_165170.1, 6183.Smp_173720.1, 6183.Smp_199590.1
OG0000761		6183.Smp_023620.1, 6183.Smp_095620.2, 6183.Smp_121940.1, 6183.Smp_125440.1
OG0000762		6183.Smp_024180.2, 6183.Smp_101970.1, 6183.Smp_135250.1, 6183.Smp_157110.1
OG0000763		6183.Smp_027820.1, 6183.Smp_126880.1, 6183.Smp_137250.1, 6183.Smp_168430.1
OG0000764		6183.Smp_028550.1, 6183.Smp_059250.1, 6183.Smp_137580.1, 6183.Smp_177200.1
OG0000765		6183.Smp_029070.1, 6183.Smp_100310.1, 6183.Smp_106410.1, 6183.Smp_177260.1
OG0000766		6183.Smp_032970.1, 6183.Smp_032980.1, 6183.Smp_032990.1, 6183.Smp_139970.1
OG0000767		6183.Smp_035540.1, 6183.Smp_147960.1, 6183.Smp_147980.1, 6183.Smp_167300.1
OG0000768		6183.Smp_043570.1, 6183.Smp_044750.1, 6183.Smp_046290.1, 6183.Smp_145660.1
OG0000769		6183.Smp_047640.1, 6183.Smp_047650.1, 6183.Smp_047660.1, 6183.Smp_047680.1
OG0000770		6183.Smp_055780.1, 6183.Smp_089200.1, 6183.Smp_137080.1, 6183.Smp_170820.1
OG0000771		6183.Smp_062240.1, 6183.Smp_123600.1, 6183.Smp_155640.1, 6183.Smp_168860.1
OG0000772		6183.Smp_068510.1, 6183.Smp_151600.1, 6183.Smp_158980.1, 6183.Smp_158990.1
OG0000773		6183.Smp_070370.1, 6183.Smp_070380.1, 6183.Smp_075500.1, 6183.Smp_198560.1
OG0000774		6183.Smp_073450.1, 6183.Smp_124760.1, 6183.Smp_157380.1, 6183.Smp_184180.1
OG0000775		6183.Smp_081900.2, 6183.Smp_081920.1, 6183.Smp_166340.1, 6183.Smp_166350.1
OG0000776		6183.Smp_088700.1, 6183.Smp_088720.1, 6183.Smp_170410.1, 6183.Smp_170420.1
OG0000777		6183.Smp_089780.1, 6183.Smp_099640.1, 6183.Smp_179310.1, 6183.Smp_205110.1
OG0000778		6183.Smp_108600.1, 6183.Smp_175890.1, 6183.Smp_181700.1, 6183.Smp_187110.1
OG0000779		6183.Smp_110050.1, 6183.Smp_120420.1, 6183.Smp_164810.1, 6183.Smp_182530.1
OG0000780		6183.Smp_112590.1, 6183.Smp_113460.1, 6183.Smp_186530.1, 6183.Smp_186540.1
OG0000781		6183.Smp_113530.1, 6183.Smp_178240.1, 6183.Smp_184460.1, 6183.Smp_185350.1
OG0000782		6183.Smp_118890.1, 6183.Smp_120260.1, 6183.Smp_168440.1, 6183.Smp_193740.1
OG0000783		6183.Smp_119140.1, 6183.Smp_161760.1, 6183.Smp_201920.1, 6183.Smp_203290.1
OG0000784		6183.Smp_126140.1, 6183.Smp_170280.1, 6183.Smp_173540.1, 6183.Smp_181010.1
OG0000785		6183.Smp_128640.1, 6183.Smp_155520.1, 6183.Smp_155540.1, 6183.Smp_160150.1
OG0000786		6183.Smp_129000.1, 6183.Smp_133070.1, 6183.Smp_133080.1, 6183.Smp_133090.1
OG0000787		6183.Smp_133250.1, 6183.Smp_133690.1, 6183.Smp_135340.1, 6183.Smp_150730.1
OG0000788		6183.Smp_137980.1, 6183.Smp_153200.1, 6183.Smp_153210.1, 6183.Smp_204020.1
OG0000789		6183.Smp_140610.1, 6183.Smp_204090.1, 6183.Smp_204400.1, 6183.Smp_205520.1
OG0000790		6183.Smp_141550.1, 6183.Smp_141560.1, 6183.Smp_160250.1, 6183.Smp_193710.1
OG0000791		6183.Smp_152940.1, 6183.Smp_168630.1, 6183.Smp_174870.1, 6183.Smp_179570.1
OG0000792		6183.Smp_163110.1, 6183.Smp_164880.1, 6183.Smp_194800.1, 6183.Smp_194810.1
OG0000793		6183.Smp_177580.1, 6183.Smp_183040.1, 6183.Smp_184280.1, 6183.Smp_205560.1
OG0000794		6183.Smp_200820.1, 6183.Smp_200840.1, 6183.Smp_200870.1, 6183.Smp_200880.1
OG0000795		6183.Smp_205450.1, 6183.Smp_205460.1, 6183.Smp_205470.1, 6183.Smp_205480.1
OG0000796	NP_002945.1, NP_003324.1	6183.Smp_089430.1
OG0000797	NP_004553.2, NP_054642.2	6183.Smp_133050.1
OG0000798	NP_004597.3, NP_620278.2	6183.Smp_166840.1
OG0000799	NP_002865.1, NP_005044.1	6183.Smp_061920.1
OG0000800	NP_002388.2, NP_005578.2, NP_005911.1	
OG0000801	NP_000169.1	6183.Smp_017980.1, 6183.Smp_142960.1
OG0000802	NP_000658.1, NP_000659.2, NP_000660.1	
OG0000803	NP_004057.1, NP_004335.1	6183.Smp_134950.1
OG0000804	NP_003647.1	6183.Smp_065290.1, 6183.Smp_153170.1
OG0000805	NP_004217.1, NP_004751.2	6183.Smp_018290.1
OG0000806	NP_000343.2, NP_005682.2, NP_064693.2	
OG0000807	NP_115972.2, NP_149163.2, NP_150229.2	
OG0000808	NP_004906.3, NP_058198.2	6183.Smp_181150.1
OG0000809	NP_001319.1, NP_001320.1	6183.Smp_211270.1
OG0000810	NP_001647.1, NP_150230.1, NP_150231.1	
OG0000811	NP_001651.1, NP_001653.1	6183.Smp_088650.1
OG0000812	NP_001652.2, NP_005728.2, NP_005729.1	
OG0000813	NP_003215.1, NP_036229.1	6183.Smp_104680.1
OG0000814	NP_057187.1, NP_064535.1	6183.Smp_073590.1
OG0000815	NP_006813.1, NP_066991.3, NP_543155.2	
OG0000816	NP_004152.1, NP_112243.1	6183.Smp_210430.1
OG0000817	NP_004569.2, NP_057238.3	6183.Smp_055670.1
OG0000818	NP_006588.1	6183.Smp_094680.1, 6183.Smp_106930.1
OG0000819	NP_001316.1, NP_056050.1	6183.Smp_079730.1
OG0000820	NP_002887.2, NP_113680.1	6183.Smp_079290.1
OG0000821	NP_073605.4	6183.Smp_027550.1, 6183.Smp_167130.1
OG0000822	NP_005745.1, NP_036429.2	6183.Smp_030830.2
OG0000823	NP_055391.2, NP_620310.1, NP_620311.1	
OG0000824	NP_001342.2, NP_004072.3, NP_065096.2	
OG0000825	NP_473357.1, NP_542781.3	6183.Smp_032320.6
OG0000826	NP_004584.1	6183.Smp_045950.2, 6183.Smp_050920.1
OG0000827	NP_055124.1, NP_061193.2	6183.Smp_138880.1
OG0000828	NP_060396.2, NP_060510.1	6183.Smp_131680.1
OG0000829	NP_006697.2	6183.Smp_037020.1, 6183.Smp_142100.1
OG0000830	NP_002255.3, NP_002260.2, NP_036448.1	
OG0000831	NP_002258.2, NP_002259.1	6183.Smp_051210.1
OG0000832	NP_001596.2	6183.Smp_038240.1, 6183.Smp_135400.1
OG0000833	NP_000909.2	6183.Smp_056760.1, 6183.Smp_157700.1
OG0000834	NP_002410.1, NP_002437.2	6183.Smp_176580.1
OG0000835	NP_003567.2, NP_006365.2	6183.Smp_096640.1
OG0000836	NP_001674.2	6183.Smp_137170.1, 6183.Smp_199210.1
OG0000837	NP_000275.1, NP_005381.1	6183.Smp_079920.1
OG0000838	NP_000281.2, NP_002620.1	6183.Smp_096760.1
OG0000839	NP_000273.2	6183.Smp_095350.1, 6183.Smp_165400.3
OG0000840	NP_004847.2, NP_612565.1	6183.Smp_128200.2
OG0000841	NP_003616.2, NP_003617.1	6183.Smp_136330.1
OG0000842	NP_008986.2	6183.Smp_157740.1, 6183.Smp_212320.1
OG0000843	NP_060058.1, NP_061942.2	6183.Smp_046750.1
OG0000844	NP_060785.2, NP_361014.1	6183.Smp_030320.1
OG0000845	NP_009109.3	6183.Smp_174390.1, 6183.Smp_192670.1
OG0000846	NP_006089.1	6183.Smp_102040.1, 6183.Smp_187870.1
OG0000847	NP_006569.1, NP_057278.2	6183.Smp_075130.1
OG0000848	NP_060444.3, NP_110430.5	6183.Smp_210840.1
OG0000849	NP_005040.2	6183.Smp_122890.1, 6183.Smp_126910.1
OG0000850	NP_002922.2, NP_009143.1	6183.Smp_050160.1
OG0000851	NP_005103.2, NP_059830.1	6183.Smp_073940.1
OG0000852	NP_055795.1, NP_443730.1	6183.Smp_154400.1
OG0000853	NP_004706.3, NP_430255.2	6183.Smp_131560.1
OG0000854	NP_009173.1, NP_037396.3, NP_060802.1	
OG0000855	NP_055129.2, NP_071451.2, NP_077024.2	
OG0000856	NP_002699.1, NP_002701.1	6183.Smp_028990.1
OG0000857	NP_001073899.2, NP_055544.1, NP_055643.1	
OG0000858	NP_001206.2, NP_001209.1, NP_036245.1	
OG0000859	NP_001264.2	6183.Smp_079650.1, 6183.Smp_128600.1
OG0000860	NP_001782.1, NP_426359.1	6183.Smp_082810.2
