Orthogroup	protein_mansoni	resultado_cel
OG0000606	6183.Smp_162000.1	NP_491407.2, NP_491408.1, NP_491409.2
OG0000607	6183.Smp_162970.1	NP_491284.2, NP_491285.2, NP_491289.1
OG0000608	6183.Smp_163420.1	NP_509747.1, NP_509748.2, NP_509749.1
OG0000609	6183.Smp_164160.1, 6183.Smp_207060.1	NP_504793.1, NP_506611.1
OG0000610	6183.Smp_164180.1	NP_493610.1, NP_502961.1, NP_504576.1
OG0000611	6183.Smp_164340.1, 6183.Smp_169130.1	NP_490938.3, NP_490939.1
OG0000612	6183.Smp_164830.1	NP_492502.2, NP_492823.2, NP_496624.3
OG0000613	6183.Smp_165350.1	NP_498649.1, NP_499005.2, NP_499034.2
OG0000614	6183.Smp_165440.1, 6183.Smp_172470.1	NP_500822.2, NP_500823.1
OG0000615	6183.Smp_165480.1, 6183.Smp_186190.1	NP_509052.2, NP_509053.3
OG0000616	6183.Smp_167070.1, 6183.Smp_167100.1, 6183.Smp_167110.1, 6183.Smp_167120.1	
OG0000617	6183.Smp_167190.1	NP_501693.1, NP_501694.2, NP_501695.1
OG0000618	6183.Smp_168960.1	NP_494256.3, NP_496315.2, NP_496316.1
OG0000619	6183.Smp_169430.1, 6183.Smp_170290.1, 6183.Smp_205400.1	NP_508928.2
OG0000620	6183.Smp_169640.1	NP_501770.1, NP_501771.1, NP_501772.1
OG0000621	6183.Smp_170800.2	NP_491013.1, NP_491014.2, NP_491015.1
OG0000622	6183.Smp_171030.1	NP_498146.1, NP_505327.2, NP_508580.2
OG0000623	6183.Smp_171270.1	NP_507311.1, NP_509611.3, NP_509612.2
OG0000624	6183.Smp_171690.1	NP_508681.3, NP_509286.2, NP_510116.2
OG0000625	6183.Smp_173190.1, 6183.Smp_212090.1, 6183.Smp_212550.1	NP_502437.3
OG0000626	6183.Smp_175980.1	NP_507130.2, NP_509723.2, NP_509724.1
OG0000627	6183.Smp_176100.1	NP_499691.1, NP_499692.1, NP_510091.2
OG0000628	6183.Smp_177580.1, 6183.Smp_183040.1, 6183.Smp_184280.1, 6183.Smp_205560.1	
OG0000629	6183.Smp_181360.1	NP_493260.1, NP_498924.1, NP_498925.1
OG0000630	6183.Smp_190090.1, 6183.Smp_198800.1	NP_498664.3, NP_498665.1
OG0000631	6183.Smp_196110.1	NP_494805.3, NP_496432.2, NP_497005.2
OG0000632	6183.Smp_197500.1	NP_491556.1, NP_505237.1, NP_505859.1
OG0000633	6183.Smp_198010.1	NP_499350.2, NP_499351.1, NP_499352.1
OG0000634	6183.Smp_198970.1	NP_492575.1, NP_508000.1, NP_510540.1
OG0000635	6183.Smp_200820.1, 6183.Smp_200840.1, 6183.Smp_200870.1, 6183.Smp_200880.1	
OG0000636	6183.Smp_205450.1, 6183.Smp_205460.1, 6183.Smp_205470.1, 6183.Smp_205480.1	
OG0000637	6183.Smp_206030.1	NP_491769.2, NP_493041.1, NP_502478.1
OG0000638	6183.Smp_210300.1, 6183.Smp_210310.1	NP_500554.1, NP_508078.1
OG0000639		NP_491240.2, NP_495557.1, NP_508116.1, NP_510849.1
OG0000640		NP_497772.2, NP_504456.1, NP_506081.1, NP_508034.3
OG0000641		NP_497825.2, NP_498425.2, NP_499442.2, NP_502164.1
OG0000642		NP_495307.3, NP_495308.3, NP_495309.3, NP_495310.1
OG0000643		NP_497162.2, NP_497163.1, NP_509835.2, NP_509836.1
OG0000644		NP_491821.1, NP_498751.1, NP_501356.2, NP_502500.3
OG0000645		NP_497193.1, NP_498728.1, NP_498883.2, NP_507142.2
OG0000646		NP_496428.1, NP_496429.3, NP_496530.1, NP_496531.1
OG0000647		NP_495506.3, NP_495507.3, NP_508695.3, NP_508696.3
OG0000648		NP_509579.3, NP_509580.6, NP_509581.4, NP_509582.1
OG0000649		NP_491941.1, NP_496763.1, NP_506825.4, NP_506826.2
OG0000650		NP_495761.2, NP_502496.3, NP_508783.2, NP_508784.1
OG0000651		NP_499208.1, NP_499808.1, NP_501733.1, NP_503065.1
OG0000652		NP_491992.1, NP_492030.1, NP_494864.2, NP_501764.2
OG0000653		NP_491657.2, NP_492100.1, NP_492454.1, NP_498458.1
OG0000654		NP_495533.2, NP_501540.2, NP_502006.2, NP_508396.3
OG0000655		NP_492131.1, NP_492132.1, NP_493057.1, NP_495713.2
OG0000656		NP_499191.1, NP_499192.1, NP_502217.1, NP_502218.1
OG0000657		NP_491610.1, NP_491776.2, NP_491873.4, NP_496952.1
OG0000658		NP_491433.2, NP_491444.3, NP_500816.3, NP_506465.2
OG0000659		NP_490859.1, NP_504659.1, NP_506869.1, NP_509509.1
OG0000660		NP_499508.2, NP_499542.1, NP_499544.1, NP_499545.1
OG0000661		NP_500454.2, NP_500458.2, NP_500460.1, NP_505513.1
OG0000662		NP_495742.1, NP_496600.1, NP_509058.1, NP_510044.2
OG0000663		NP_491767.3, NP_500444.1, NP_502002.1, NP_509087.1
OG0000664		NP_503823.2, NP_504044.3, NP_504045.1, NP_504052.1
OG0000665		NP_491002.2, NP_491003.2, NP_492914.1, NP_500952.2
OG0000666		NP_494736.1, NP_494737.1, NP_495622.2, NP_495625.3
OG0000667		NP_502370.1, NP_505411.1, NP_505412.2, NP_509260.1
OG0000668		NP_505458.1, NP_507622.2, NP_507627.1, NP_507904.2
OG0000669		NP_493866.1, NP_493867.2, NP_493904.1, NP_497627.1
OG0000670		NP_506205.1, NP_509242.1, NP_509243.1, NP_509247.2
OG0000671		NP_499464.1, NP_507251.2, NP_507795.1, NP_508333.2
OG0000672		NP_504283.1, NP_506475.1, NP_506480.1, NP_510321.1
OG0000673		NP_491575.1, NP_504554.1, NP_505941.3, NP_509415.2
OG0000674		NP_499343.2, NP_499901.1, NP_502000.1, NP_504939.1
OG0000675		NP_509213.1, NP_509214.2, NP_509215.1, NP_509216.1
OG0000676		NP_499181.1, NP_508934.1, NP_508935.2, NP_508936.1
OG0000677		NP_496141.1, NP_496142.1, NP_506212.1, NP_506213.2
OG0000678		NP_491376.1, NP_496354.1, NP_497094.1, NP_500503.1
OG0000679		NP_492736.1, NP_499864.3, NP_504537.1, NP_505931.3
OG0000680		NP_502259.1, NP_502260.1, NP_502261.1, NP_504943.2
OG0000681		NP_492772.1, NP_493620.2, NP_496323.1, NP_508850.2
OG0000682		NP_499948.1, NP_503716.1, NP_507051.2, NP_510552.2
OG0000683		NP_501598.2, NP_501599.1, NP_501601.1, NP_507841.1
OG0000684		NP_500595.2, NP_500596.2, NP_508170.2, NP_508903.1
OG0000685		NP_500370.1, NP_500371.1, NP_503252.3, NP_503604.2
OG0000686		NP_491621.1, NP_493564.1, NP_493623.1, NP_495546.2
OG0000687		NP_497974.1, NP_500925.1, NP_500926.3, NP_500927.3
OG0000688		NP_491979.1, NP_491980.1, NP_495945.2, NP_509006.2
OG0000689		NP_497284.1, NP_510011.1, NP_510012.2, NP_510521.1
OG0000690		NP_493630.2, NP_495118.1, NP_495119.1, NP_497071.1
OG0000691		NP_493841.1, NP_493843.2, NP_504625.1, NP_508954.1
OG0000692		NP_492153.2, NP_492154.2, NP_492156.1, NP_498594.1
OG0000693		NP_503189.2, NP_504963.1, NP_507364.1, NP_507429.1
OG0000694		NP_490670.1, NP_493879.2, NP_501504.1, NP_503721.1
OG0000695		NP_495434.1, NP_498277.1, NP_506136.2, NP_510139.1
OG0000696		NP_495037.1, NP_495038.1, NP_495039.1, NP_495040.2
OG0000697		NP_497044.3, NP_497045.1, NP_497046.1, NP_497047.1
OG0000698		NP_497598.2, NP_497599.2, NP_497600.1, NP_506603.2
OG0000699		NP_493599.2, NP_493600.2, NP_493601.2, NP_493602.1
OG0000700		NP_491965.1, NP_493661.1, NP_502380.1, NP_505503.1
OG0000701		NP_494368.2, NP_494416.1, NP_501346.1, NP_502856.2
OG0000702		NP_508350.1, NP_508359.1, NP_510482.1, NP_510483.1
OG0000703		NP_492724.1, NP_493593.1, NP_497778.2, NP_500321.1
OG0000704		NP_490875.1, NP_491197.3, NP_493582.3, NP_493583.1
OG0000705		NP_494770.2, NP_498465.2, NP_498978.2, NP_510496.1
OG0000706		NP_498656.3, NP_500341.1, NP_500985.4, NP_509270.1
OG0000707		NP_492399.1, NP_502534.1, NP_509128.1, NP_509129.1
OG0000708		NP_508414.2, NP_509379.1, NP_509541.1, NP_510476.2
OG0000709		NP_500135.1, NP_501495.2, NP_505802.1, NP_506168.2
OG0000710		NP_504746.1, NP_504747.1, NP_505004.1, NP_505299.1
OG0000711		CAB02911.3, NP_497498.2, NP_504348.1, NP_504648.1
OG0000712		NP_495774.1, NP_495775.1, NP_495776.1, NP_508585.1
OG0000713		NP_497612.2, NP_505167.2, NP_505983.2, NP_509828.2
OG0000714		NP_492081.1, NP_499625.2, NP_509651.2, NP_510157.2
OG0000715		NP_500305.1, NP_502770.1, NP_502771.1, NP_504598.1
OG0000716		NP_499947.1, NP_500412.1, NP_501955.2, NP_510250.3
OG0000717		NP_505016.1, NP_508556.2, NP_508557.1, NP_508558.1
OG0000718		NP_498876.1, NP_500803.1, NP_500804.1, NP_510159.1
OG0000719		NP_497982.2, NP_498181.3, NP_498182.2, NP_498183.2
OG0000720		NP_494813.2, NP_494814.1, NP_494815.1, NP_494816.2
OG0000721		NP_505044.1, NP_505046.1, NP_505048.1, NP_505795.1
OG0000722		NP_493634.4, NP_497762.2, NP_502379.1, NP_510610.2
OG0000723		NP_491854.2, NP_502137.1, NP_503548.2, NP_507903.1
OG0000724		NP_494896.2, NP_495636.2, NP_499719.1, NP_504439.2
OG0000725	6183.Smp_000020.1, 6183.Smp_210490.1	NP_509573.2
OG0000726	6183.Smp_000070.1	NP_505578.1, NP_510606.1
OG0000727	6183.Smp_000100.1, 6183.Smp_156590.1	NP_499911.1
OG0000728	6183.Smp_000270.1, 6183.Smp_000280.1, 6183.Smp_077920.1	
OG0000729	6183.Smp_000320.1, 6183.Smp_194720.1	NP_510634.1
OG0000730	6183.Smp_000410.1, 6183.Smp_000430.1, 6183.Smp_191910.1	
OG0000731	6183.Smp_000440.1, 6183.Smp_013360.1	NP_498565.2
OG0000732	6183.Smp_000460.1, 6183.Smp_000850.1	NP_508806.1
OG0000733	6183.Smp_000620.1	NP_492372.2, NP_502928.3
OG0000734	6183.Smp_000700.1, 6183.Smp_124950.1	NP_499143.1
OG0000735	6183.Smp_000890.1	NP_496324.1, NP_496325.1
OG0000736	6183.Smp_001360.1, 6183.Smp_032810.1	NP_496151.1
OG0000737	6183.Smp_001560.1, 6183.Smp_071380.4, 6183.Smp_125460.1	
OG0000738	6183.Smp_001980.1	NP_508524.2, NP_508525.3
OG0000739	6183.Smp_002280.1	NP_499383.1, NP_499384.1
OG0000740	6183.Smp_002350.1, 6183.Smp_123360.1, 6183.Smp_123370.1	
OG0000741	6183.Smp_002600.1	NP_498718.1, NP_498719.1
OG0000742	6183.Smp_002870.1, 6183.Smp_179060.1	NP_502292.1
OG0000743	6183.Smp_003300.1, 6183.Smp_090080.1, 6183.Smp_090090.1	
OG0000744	6183.Smp_003410.1	NP_492263.1, NP_508808.1
OG0000745	6183.Smp_003620.1, 6183.Smp_060070.1	NP_493388.1
OG0000746	6183.Smp_004040.1, 6183.Smp_066720.1	NP_495515.1
OG0000747	6183.Smp_004070.1	NP_503031.2, NP_509039.1
OG0000748	6183.Smp_004350.1	NP_495769.2, NP_498541.1
OG0000749	6183.Smp_004590.1, 6183.Smp_140990.1	NP_500869.1
OG0000750	6183.Smp_005020.1	NP_508145.2, NP_508146.1
OG0000751	6183.Smp_006190.1	NP_502608.3, NP_502609.2
OG0000752	6183.Smp_006680.1, 6183.Smp_031950.2	NP_496290.2
OG0000753	6183.Smp_006780.1	NP_498219.1, NP_508553.1
OG0000754	6183.Smp_006960.1, 6183.Smp_128900.1, 6183.Smp_134770.1	
OG0000755	6183.Smp_007180.1, 6183.Smp_120320.1	NP_493746.1
OG0000756	6183.Smp_007270.1, 6183.Smp_161970.1	NP_498131.1
OG0000757	6183.Smp_007300.1, 6183.Smp_014270.1	NP_497826.1
OG0000758	6183.Smp_007760.1, 6183.Smp_130540.1	NP_491690.2
OG0000759	6183.Smp_007950.1, 6183.Smp_015920.1, 6183.Smp_024650.1	
OG0000760	6183.Smp_007960.1	NP_499324.1, NP_508875.1
OG0000761	6183.Smp_008360.1, 6183.Smp_008400.1	NP_502104.1
OG0000762	6183.Smp_008610.1	NP_499061.2, NP_499062.1
OG0000763	6183.Smp_008620.1	NP_503013.2, NP_503016.1
OG0000764	6183.Smp_008660.1, 6183.Smp_197860.1	NP_505448.1
OG0000765	6183.Smp_009020.1, 6183.Smp_135380.1	NP_508976.1
OG0000766	6183.Smp_009040.1	NP_498795.2, NP_498796.1
OG0000767	6183.Smp_009230.1, 6183.Smp_191670.1, 6183.Smp_203090.1	
OG0000768	6183.Smp_009320.2	NP_497405.1, NP_508325.1
OG0000769	6183.Smp_009580.1, 6183.Smp_046690.1	NP_498289.1
OG0000770	6183.Smp_009830.1	NP_501843.1, NP_508150.1
OG0000771	6183.Smp_010160.1, 6183.Smp_168350.1	NP_505751.1
OG0000772	6183.Smp_010250.1	NP_491286.1, NP_491287.1
OG0000773	6183.Smp_010930.1, 6183.Smp_072970.1	NP_492795.1
OG0000774	6183.Smp_011100.1, 6183.Smp_128100.1, 6183.Smp_146010.1	
OG0000775	6183.Smp_012110.1	NP_497324.3, NP_502520.1
OG0000776	6183.Smp_012400.1, 6183.Smp_059290.1	NP_495826.1
OG0000777	6183.Smp_012560.1, 6183.Smp_052470.1, 6183.Smp_198020.1	
OG0000778	6183.Smp_012570.1	NP_508500.1, NP_508501.1
OG0000779	6183.Smp_012750.1	NP_502542.1, NP_502543.1
OG0000780	6183.Smp_012780.1	NP_497784.1, NP_497785.1
OG0000781	6183.Smp_013050.1	NP_497456.2, NP_497457.1
OG0000782	6183.Smp_013080.1, 6183.Smp_126110.1	NP_492257.1
OG0000783	6183.Smp_013210.1, 6183.Smp_125650.1, 6183.Smp_129310.1	
OG0000784	6183.Smp_013370.3, 6183.Smp_035020.2	NP_501853.1
OG0000785	6183.Smp_013460.1, 6183.Smp_127650.1	NP_490911.1
OG0000786	6183.Smp_013950.1, 6183.Smp_169050.1, 6183.Smp_169090.1	
OG0000787	6183.Smp_014050.1, 6183.Smp_090450.1	NP_501279.1
OG0000788	6183.Smp_015020.1, 6183.Smp_130300.1	NP_506269.1
OG0000789	6183.Smp_015030.1, 6183.Smp_015050.1	NP_508615.1
OG0000790	6183.Smp_015070.1	NP_505171.1, NP_508412.1
OG0000791	6183.Smp_015630.1, 6183.Smp_096480.1, 6183.Smp_099500.1	
OG0000792	6183.Smp_015690.1, 6183.Smp_157250.1, 6183.Smp_175070.1	
OG0000793	6183.Smp_015710.1	NP_491529.2, NP_491530.1
OG0000794	6183.Smp_015860.1	NP_498574.2, NP_499549.1
OG0000795	6183.Smp_016050.1, 6183.Smp_058170.2, 6183.Smp_099630.1	
OG0000796	6183.Smp_016180.1, 6183.Smp_034860.1, 6183.Smp_163790.1	
OG0000797	6183.Smp_016340.1	NP_496463.2, NP_496464.2
OG0000798	6183.Smp_016380.1, 6183.Smp_034660.1	NP_500420.3
OG0000799	6183.Smp_016390.1	NP_493357.2, NP_496717.1
OG0000800	6183.Smp_016540.1, 6183.Smp_143380.1	NP_505933.1
OG0000801	6183.Smp_016600.1	NP_508600.1, NP_508601.1
OG0000802	6183.Smp_016640.1	NP_498604.2, NP_508977.1
OG0000803	6183.Smp_016870.1, 6183.Smp_168220.1, 6183.Smp_169210.1	
OG0000804	6183.Smp_017750.1	NP_496146.1, NP_496147.1
OG0000805	6183.Smp_017810.1, 6183.Smp_167860.1	NP_493687.2
OG0000806	6183.Smp_017900.1	NP_492319.2, NP_492320.2
OG0000807	6183.Smp_017980.1, 6183.Smp_142960.1	NP_496011.1
OG0000808	6183.Smp_018240.3	NP_495705.1, NP_496273.1
OG0000809	6183.Smp_018610.1	NP_493585.1, NP_493586.1
OG0000810	6183.Smp_018760.1	NP_505507.1, NP_505508.1
OG0000811	6183.Smp_019010.1	NP_492287.1, NP_492288.2
OG0000812	6183.Smp_019170.1, 6183.Smp_156290.1	NP_502032.2
OG0000813	6183.Smp_019280.1, 6183.Smp_079010.1, 6183.Smp_131050.1	
OG0000814	6183.Smp_019790.1, 6183.Smp_153500.1, 6183.Smp_191470.1	
OG0000815	6183.Smp_019890.1	NP_499735.2, O16000.1
OG0000816	6183.Smp_019900.1	AAC47518.1, NP_506712.4
OG0000817	6183.Smp_020170.1, 6183.Smp_124690.1	NP_508481.1
OG0000818	6183.Smp_020340.1, 6183.Smp_133210.1	NP_501419.2
OG0000819	6183.Smp_020370.1, 6183.Smp_058240.1	NP_506658.1
OG0000820	6183.Smp_020450.1, 6183.Smp_164450.1	NP_500648.2
OG0000821	6183.Smp_021040.1	NP_499365.1, NP_499366.1
OG0000822	6183.Smp_021370.1, 6183.Smp_211240.1	NP_490872.1
OG0000823	6183.Smp_021600.1	NP_496603.2, NP_496606.2
OG0000824	6183.Smp_021750.2	NP_496572.1, NP_496573.1
OG0000825	6183.Smp_022050.1, 6183.Smp_134070.1, 6183.Smp_134080.1	
OG0000826	6183.Smp_022630.1	NP_495171.1, NP_495172.1
OG0000827	6183.Smp_023550.1, 6183.Smp_134000.1	NP_493566.1
OG0000828	6183.Smp_023620.1, 6183.Smp_095620.2, 6183.Smp_125440.1	
OG0000829	6183.Smp_024520.1, 6183.Smp_094420.1	NP_502788.1
OG0000830	6183.Smp_024660.1, 6183.Smp_204750.1	NP_508596.1
OG0000831	6183.Smp_024670.1, 6183.Smp_210340.1	NP_491733.2
OG0000832	6183.Smp_024810.1, 6183.Smp_089220.1, 6183.Smp_173640.1	
OG0000833	6183.Smp_025010.1	NP_492254.1, NP_492255.1
OG0000834	6183.Smp_025560.1	NP_502124.1, NP_502125.1
OG0000835	6183.Smp_025690.1, 6183.Smp_178810.1	NP_496405.1
OG0000836	6183.Smp_026040.1	NP_491642.2, NP_491643.2
OG0000837	6183.Smp_026390.1, 6183.Smp_138890.2	NP_506479.1
OG0000838	6183.Smp_026930.1	NP_497719.1, NP_509566.1
OG0000839	6183.Smp_027610.1, 6183.Smp_131450.1	NP_498349.1
OG0000840	6183.Smp_027890.1	NP_498309.3, NP_498310.3
OG0000841	6183.Smp_028140.1	NP_493947.1, NP_493948.1
OG0000842	6183.Smp_028190.1, 6183.Smp_171620.1	NP_495629.2
OG0000843	6183.Smp_028550.1, 6183.Smp_137580.1, 6183.Smp_177200.1	
OG0000844	6183.Smp_028630.1	NP_495005.1, NP_495006.2
OG0000845	6183.Smp_028670.1	NP_510264.1, NP_510265.1
OG0000846	6183.Smp_029360.1	NP_493751.1, NP_499743.2
OG0000847	6183.Smp_029820.1	NP_491944.2, NP_502571.1
OG0000848	6183.Smp_030000.1, 6183.Smp_083870.1	NP_506260.1
OG0000849	6183.Smp_030400.1	NP_508999.2, NP_509000.1
OG0000850	6183.Smp_030690.1	NP_498737.1, NP_502816.2
OG0000851	6183.Smp_030780.1	NP_495691.1, NP_495692.1
OG0000852	6183.Smp_030860.1, 6183.Smp_162310.1	NP_491302.1
OG0000853	6183.Smp_031680.1, 6183.Smp_139330.1	NP_491906.1
OG0000854	6183.Smp_032230.1	NP_495381.1, NP_509397.1
OG0000855	6183.Smp_032500.1, 6183.Smp_161880.1	NP_504199.1
OG0000856	6183.Smp_032520.1, 6183.Smp_073400.1, 6183.Smp_075280.3	
OG0000857	6183.Smp_032790.1, 6183.Smp_152270.1	NP_510487.1
OG0000858	6183.Smp_032800.2, 6183.Smp_032820.1	NP_493279.1
OG0000859	6183.Smp_033010.1, 6183.Smp_096390.1, 6183.Smp_096410.2	
OG0000860	6183.Smp_033020.1	NP_492567.3, NP_494837.2
OG0000861	6183.Smp_033330.1, 6183.Smp_170030.1	NP_493505.1
OG0000862	6183.Smp_033400.1	NP_500629.1, NP_506156.1
OG0000863	6183.Smp_033530.3, 6183.Smp_033540.1, 6183.Smp_140270.1	
OG0000864	6183.Smp_033670.5	NP_500213.1, NP_500214.1
OG0000865	6183.Smp_033710.1, 6183.Smp_068440.1	NP_497615.2
OG0000866	6183.Smp_034100.1	NP_500076.1, NP_506572.1
OG0000867	6183.Smp_034870.1	NP_497584.1, NP_497586.2
OG0000868	6183.Smp_035190.2, 6183.Smp_199010.1	NP_504235.2
OG0000869	6183.Smp_035460.1	NP_500264.4, NP_500265.3
OG0000870	6183.Smp_035730.1	NP_496766.1, NP_497966.2
OG0000871	6183.Smp_035800.1	NP_497072.1, NP_497727.1
OG0000872	6183.Smp_036980.1, 6183.Smp_165560.1	NP_497896.1
OG0000873	6183.Smp_037210.1, 6183.Smp_125060.1	NP_509396.1
OG0000874	6183.Smp_037930.1, 6183.Smp_061500.1	NP_497790.2
OG0000875	6183.Smp_038210.1	NP_495987.1, NP_508620.1
OG0000876	6183.Smp_038840.1	NP_492066.2, NP_501908.2
OG0000877	6183.Smp_039130.1	NP_498813.1, NP_508771.1
OG0000878	6183.Smp_039400.1	NP_495807.1, NP_499152.2
OG0000879	6183.Smp_039600.1, 6183.Smp_137750.1, 6183.Smp_146280.1	
OG0000880	6183.Smp_039650.1, 6183.Smp_104030.3, 6183.Smp_154490.1	
OG0000881	6183.Smp_039670.1	NP_506007.1, NP_506008.1
OG0000882	6183.Smp_039870.2, 6183.Smp_171040.1	NP_503360.4
OG0000883	6183.Smp_040360.1	NP_508375.1, NP_510575.1
OG0000884	6183.Smp_040510.1, 6183.Smp_102430.1, 6183.Smp_144260.1	
OG0000885	6183.Smp_040570.1	NP_492481.1, NP_508236.1
OG0000886	6183.Smp_040710.1	NP_496942.1, NP_499132.1
OG0000887	6183.Smp_040790.1	NP_493624.1, NP_497257.1
OG0000888	6183.Smp_041280.1, 6183.Smp_131780.1	NP_492958.3
OG0000889	6183.Smp_041700.1, 6183.Smp_129810.1, 6183.Smp_140250.1	
OG0000890	6183.Smp_041740.1	NP_494218.2, NP_508062.3
OG0000891	6183.Smp_042090.1	NP_491061.1, NP_491062.1
OG0000892	6183.Smp_042210.1, 6183.Smp_145740.1	NP_491343.1
OG0000893	6183.Smp_042390.1, 6183.Smp_178890.1	NP_498593.1
OG0000894	6183.Smp_042440.1	NP_501459.1, NP_508803.3
OG0000895	6183.Smp_042650.1	NP_500147.1, NP_500148.1
OG0000896	6183.Smp_043500.1	NP_491984.2, NP_491985.4
OG0000897	6183.Smp_043930.1, 6183.Smp_059660.1	NP_508918.2
OG0000898	6183.Smp_044580.1	NP_492728.2, NP_498693.2
OG0000899	6183.Smp_044610.1, 6183.Smp_125590.1	NP_509427.2
OG0000900	6183.Smp_044870.1, 6183.Smp_049580.1, 6183.Smp_145470.1	
OG0000901	6183.Smp_045040.1	NP_497655.1, NP_497656.2
OG0000902	6183.Smp_045410.1, 6183.Smp_045420.1	NP_500998.1
OG0000903	6183.Smp_045480.2	NP_508021.1, NP_508022.1
OG0000904	6183.Smp_045950.2, 6183.Smp_050920.1	NP_499533.1
OG0000905	6183.Smp_046000.1	NP_494989.2, NP_500308.2
OG0000906	6183.Smp_046140.1	NP_492021.1, NP_492022.3
OG0000907	6183.Smp_046640.1, 6183.Smp_046650.1, 6183.Smp_147550.1	
OG0000908	6183.Smp_047420.1, 6183.Smp_176120.1, 6183.Smp_205270.1	
OG0000909	6183.Smp_047440.1	NP_490811.3, NP_499182.1
OG0000910	6183.Smp_047860.1, 6183.Smp_084340.1	NP_493778.1
OG0000911	6183.Smp_048240.1	NP_491349.1, NP_491350.1
OG0000912	6183.Smp_049380.1	NP_495666.4, NP_495667.2
OG0000913	6183.Smp_049510.1, 6183.Smp_062970.1	NP_496985.1
OG0000914	6183.Smp_050280.1	NP_493391.1, NP_493392.1
OG0000915	6183.Smp_050430.1	NP_501004.2, NP_501005.2
OG0000916	6183.Smp_050940.1	NP_504008.1, NP_508413.1
OG0000917	6183.Smp_051090.1, 6183.Smp_106260.1, 6183.Smp_203590.1	
OG0000918	6183.Smp_051230.1, 6183.Smp_051300.1	NP_495921.1
OG0000919	6183.Smp_051360.1	NP_507859.2, NP_508055.2
OG0000920	6183.Smp_051410.1, 6183.Smp_127930.1, 6183.Smp_130910.1	
OG0000921	6183.Smp_051920.2, 6183.Smp_055740.1	NP_496358.1
OG0000922	6183.Smp_052140.1	NP_501910.1, NP_502395.1
OG0000923	6183.Smp_052460.1, 6183.Smp_150270.1	NP_499309.1
OG0000924	6183.Smp_053100.1	AAF22963.1, NP_501858.1
OG0000925	6183.Smp_053230.1	NP_504638.1, NP_504639.1
OG0000926	6183.Smp_053560.1	NP_500005.1, NP_500006.2
OG0000927	6183.Smp_053780.1, 6183.Smp_053790.1	NP_502546.1
OG0000928	6183.Smp_054240.1, 6183.Smp_122680.1	NP_492767.1
OG0000929	6183.Smp_054430.1	NP_491001.2, NP_492338.1
OG0000930	6183.Smp_054440.1, 6183.Smp_105540.1, 6183.Smp_139470.1	
OG0000931	6183.Smp_054540.1	NP_507526.1, NP_507528.1
OG0000932	6183.Smp_054790.2, 6183.Smp_176010.1	NP_495784.1
OG0000933	6183.Smp_055090.1	NP_510219.1, NP_510220.1
OG0000934	6183.Smp_055880.2, 6183.Smp_079000.1	NP_490974.1
OG0000935	6183.Smp_055900.3	NP_495238.2, NP_495239.2
OG0000936	6183.Smp_056060.1, 6183.Smp_056080.1, 6183.Smp_194740.1	
OG0000937	6183.Smp_056360.8, 6183.Smp_193440.1	NP_502696.1
OG0000938	6183.Smp_056440.1	NP_492290.1, NP_510764.1
OG0000939	6183.Smp_056560.1, 6183.Smp_152480.1, 6183.Smp_152500.1	
OG0000940	6183.Smp_056760.1, 6183.Smp_157700.1	NP_508778.1
OG0000941	6183.Smp_057020.1, 6183.Smp_152720.1, 6183.Smp_152770.1	
OG0000942	6183.Smp_057530.1	NP_506850.1, NP_506851.1
OG0000943	6183.Smp_057620.1, 6183.Smp_159490.1	NP_502656.1
OG0000944	6183.Smp_058050.1, 6183.Smp_153400.1	NP_491362.1
OG0000945	6183.Smp_058320.1	NP_496380.1, NP_506298.1
OG0000946	6183.Smp_058450.1	NP_492587.1, NP_492588.1
OG0000947	6183.Smp_058790.1	NP_492620.1, NP_502888.2
OG0000948	6183.Smp_059340.1, 6183.Smp_092580.1	NP_490817.4
OG0000949	6183.Smp_059810.1	NP_502672.1, NP_502673.1
OG0000950	6183.Smp_059910.3, 6183.Smp_133380.1	NP_495593.2
OG0000951	6183.Smp_060860.1	NP_501315.1, NP_501316.2
OG0000952	6183.Smp_061510.1, 6183.Smp_155220.1, 6183.Smp_156960.2	
OG0000953	6183.Smp_062070.2	NP_500688.2, NP_502729.1
OG0000954	6183.Smp_062560.1, 6183.Smp_068680.1	NP_500977.2
OG0000955	6183.Smp_062610.1, 6183.Smp_155900.1	NP_500231.1
OG0000956	6183.Smp_063390.1	NP_506135.2, NP_508153.1
OG0000957	6183.Smp_064010.1	NP_499509.2, NP_499510.2
OG0000958	6183.Smp_064250.1	NP_501936.1, NP_501937.1
OG0000959	6183.Smp_064590.1	NP_500025.1, NP_500026.1
OG0000960	6183.Smp_064950.1	NP_492514.2, NP_505885.2
OG0000961	6183.Smp_065110.1	NP_506381.1, NP_506382.1
OG0000962	6183.Smp_065130.2	NP_491097.3, NP_491098.1
OG0000963	6183.Smp_065530.1, 6183.Smp_103680.1	NP_494910.2
OG0000964	6183.Smp_066760.2	NP_491559.1, NP_491560.1
OG0000965	6183.Smp_066930.1	NP_493353.3, NP_495833.1
OG0000966	6183.Smp_066940.1	NP_493017.1, NP_502671.1
OG0000967	6183.Smp_067390.1	NP_506246.1, NP_509700.2
OG0000968	6183.Smp_067520.1, 6183.Smp_080420.1, 6183.Smp_118960.1	
OG0000969	6183.Smp_067900.1	NP_493761.1, NP_493777.2
