Orthogroup	protein_mansoni	resultado_dme
OG0000749	6183.Smp_040510.1, 6183.Smp_102430.1, 6183.Smp_144260.1	
OG0000750	6183.Smp_041060.1	AAF48645.1, NP_523430.1
OG0000751	6183.Smp_042090.1	AAF50002.2, AAF55120.1
OG0000752	6183.Smp_042560.1	AAF57268.1, Q9U4L6.2
OG0000753	6183.Smp_043920.1	AAF47928.1, AAF48704.1
OG0000754	6183.Smp_043930.1, 6183.Smp_059660.1	AAF52328.1
OG0000755	6183.Smp_044470.1, 6183.Smp_077400.1	AAF49233.1
OG0000756	6183.Smp_044690.1	AAF54725.1, AAF54726.2
OG0000757	6183.Smp_044850.1	NP_569850.1, NP_609560.2
OG0000758	6183.Smp_045070.1	AAF45766.1, NP_569993.1
OG0000759	6183.Smp_046250.1	AAF46786.1, NP_572165.1
OG0000760	6183.Smp_046410.1, 6183.Smp_170210.1	NP_611752.1
OG0000761	6183.Smp_046500.2	AAF53835.1, NP_476905.1
OG0000762	6183.Smp_046790.1, 6183.Smp_127200.1	NP_523878.1
OG0000763	6183.Smp_046800.1, 6183.Smp_095360.1	AAF54655.2
OG0000764	6183.Smp_047570.1, 6183.Smp_197890.1	AAF54481.1
OG0000765	6183.Smp_047740.1	AAF08395.1, AAF49682.1
OG0000766	6183.Smp_048430.1	AAF46354.1, NP_524216.1
OG0000767	6183.Smp_049010.1, 6183.Smp_164940.1	NP_524727.2
OG0000768	6183.Smp_049390.1	AAD49740.1, AAF55428.1
OG0000769	6183.Smp_049510.1, 6183.Smp_062970.1	AAF51974.2
OG0000770	6183.Smp_049730.2	AAF51980.2, AAF51981.2
OG0000771	6183.Smp_050830.1	AAF48627.1, NP_611178.1
OG0000772	6183.Smp_051090.1	AAF52999.1, NP_609402.1
OG0000773	6183.Smp_051410.1, 6183.Smp_127930.1, 6183.Smp_130910.1	
OG0000774	6183.Smp_051920.2, 6183.Smp_055740.1	NP_476658.1
OG0000775	6183.Smp_052740.1	AAF47147.2, AAF54495.1
OG0000776	6183.Smp_052810.1	AAF51801.4, P12646.3
OG0000777	6183.Smp_053130.1	AAF46287.3, AAF46288.1
OG0000778	6183.Smp_053230.1	AAF48930.1, AAF50004.1
OG0000779	6183.Smp_053420.1	AAF47838.1, AAF49380.1
OG0000780	6183.Smp_053780.1, 6183.Smp_053790.1	AAF55401.1
OG0000781	6183.Smp_054170.1	AAF47283.3, AAF47285.1
OG0000782	6183.Smp_054440.1, 6183.Smp_105540.1, 6183.Smp_139470.1	
OG0000783	6183.Smp_054540.1	AAF57623.2, NP_610233.1
OG0000784	6183.Smp_054640.1	AAF50577.2, NP_524429.1
OG0000785	6183.Smp_054790.2, 6183.Smp_176010.1	AAF55269.3
OG0000786	6183.Smp_055340.1, 6183.Smp_133660.1	AAF45694.3
OG0000787	6183.Smp_055390.1	AAF47748.2, NP_608449.1
OG0000788	6183.Smp_055600.1, 6183.Smp_192580.1	AAF56389.1
OG0000789	6183.Smp_055920.1	AAF51384.2, NP_477137.1
OG0000790	6183.Smp_056060.1, 6183.Smp_056080.1, 6183.Smp_194740.1	
OG0000791	6183.Smp_056350.1	AAF50740.1, AAF52000.1
OG0000792	6183.Smp_056700.1	AAF50284.1, NP_611511.3
OG0000793	6183.Smp_056810.1	AAF54259.1, AAF54964.2
OG0000794	6183.Smp_056890.1, 6183.Smp_152710.2	AAF54370.1
OG0000795	6183.Smp_056970.1	NP_525091.1, NP_525108.2
OG0000796	6183.Smp_057120.1, 6183.Smp_093430.1	AAF59406.3
OG0000797	6183.Smp_057320.1	AAF48244.2, AAF54995.2
OG0000798	6183.Smp_057620.1, 6183.Smp_159490.1	AAF47689.1
OG0000799	6183.Smp_058050.1, 6183.Smp_153400.1	AAF56030.1
OG0000800	6183.Smp_058450.1, 6183.Smp_174110.1	AAF49247.2
OG0000801	6183.Smp_058970.1	AAF52586.2, AAF53398.3
OG0000802	6183.Smp_059790.2	AAF49267.1, AAF54265.3
OG0000803	6183.Smp_059910.3	AAF47204.1, NP_569951.1
OG0000804	6183.Smp_060010.1	AAF47202.2, NP_610284.1
OG0000805	6183.Smp_060170.1	AAF46973.1, NP_611597.1
OG0000806	6183.Smp_061300.1	AAF52013.3, NP_524161.2
OG0000807	6183.Smp_061510.1, 6183.Smp_155220.1, 6183.Smp_156960.2	
OG0000808	6183.Smp_061560.1	NP_572713.1, Q9VTN3.1
OG0000809	6183.Smp_061870.1	AAF51354.3, NP_524748.2
OG0000810	6183.Smp_062250.1	AAF46045.2, NP_511049.1
OG0000811	6183.Smp_062610.1, 6183.Smp_155900.1	NP_573326.1
OG0000812	6183.Smp_062720.1	AAF57661.1, NP_611354.2
OG0000813	6183.Smp_063090.1	AAF53973.2, AAF54588.2
OG0000814	6183.Smp_063190.1, 6183.Smp_156200.1	NP_523461.1
OG0000815	6183.Smp_063580.2	AAF45606.1, T13614
OG0000816	6183.Smp_064150.1	NP_477221.1, NP_609093.1
OG0000817	6183.Smp_064320.1, 6183.Smp_105360.1	NP_476942.1
OG0000818	6183.Smp_064330.1	AAF54496.1, NP_524682.1
OG0000819	6183.Smp_064350.1	AAF55115.2, AAF55117.1
OG0000820	6183.Smp_064870.1, 6183.Smp_180470.1	AAF45366.2
OG0000821	6183.Smp_064950.1	AAF46635.3, NP_524741.1
OG0000822	6183.Smp_065190.2	AAF49991.1, NP_611838.1
OG0000823	6183.Smp_065290.1	AAF59344.2, NP_524622.1
OG0000824	6183.Smp_066430.1	AAF46652.3, AAF57358.2
OG0000825	6183.Smp_066890.1	AAF48978.2, Q9VB14.1
OG0000826	6183.Smp_067140.1	NP_524472.1, NP_609966.1
OG0000827	6183.Smp_067250.1	AAF47113.1, AAF47114.2
OG0000828	6183.Smp_067520.1, 6183.Smp_080420.1, 6183.Smp_118960.1	
OG0000829	6183.Smp_067980.4, 6183.Smp_068000.1	P25867.1
OG0000830	6183.Smp_068180.1, 6183.Smp_128860.1, 6183.Smp_159060.1	
OG0000831	6183.Smp_068510.1, 6183.Smp_158980.1, 6183.Smp_158990.1	
OG0000832	6183.Smp_069170.1	AAF47754.1, AAF51612.1
OG0000833	6183.Smp_069670.1	AAF56468.1, NP_523410.1
OG0000834	6183.Smp_069770.1	AAF49361.1, NP_573228.1
OG0000835	6183.Smp_070200.1	AAF50933.1, AAF54396.2
OG0000836	6183.Smp_070330.1	AAF52278.2, AAF52886.1
OG0000837	6183.Smp_070930.1	NP_476691.1, Q9VA12.1
OG0000838	6183.Smp_071020.1	AAF58369.1, AAF58370.1
OG0000839	6183.Smp_071150.1, 6183.Smp_147220.1	AAF47887.2
OG0000840	6183.Smp_071570.1	AAF55409.2, AAF55412.1
OG0000841	6183.Smp_071830.1	NP_524467.1, Q9W5B9.1
OG0000842	6183.Smp_072450.1, 6183.Smp_161500.1, 6183.Smp_164730.1	
OG0000843	6183.Smp_072660.1	AAF48558.2, AAF50196.1
OG0000844	6183.Smp_072800.1, 6183.Smp_078220.1	NP_524439.1
OG0000845	6183.Smp_072980.1, 6183.Smp_149500.1, 6183.Smp_166210.1	
OG0000846	6183.Smp_073070.1, 6183.Smp_201760.1	AAF46492.1
OG0000847	6183.Smp_073410.1	AAF46088.1, AAF49685.1
OG0000848	6183.Smp_073790.1	AAF46617.1, AAF55459.1
OG0000849	6183.Smp_074020.1	AAF51502.2, NP_476819.2
OG0000850	6183.Smp_074030.1	AAF53753.1, AAF55118.1
OG0000851	6183.Smp_074430.1, 6183.Smp_121930.2, 6183.Smp_162320.1	
OG0000852	6183.Smp_074830.1	AAF56685.1, NP_611433.3
OG0000853	6183.Smp_074990.1, 6183.Smp_075000.1	AAF55937.2
OG0000854	6183.Smp_075060.1, 6183.Smp_162660.1	Q9VYA0.1
OG0000855	6183.Smp_075450.1	NP_477339.1, NP_524158.2
OG0000856	6183.Smp_075470.1	AAF53142.1, NP_609533.1
OG0000857	6183.Smp_075790.1, 6183.Smp_075800.1, 6183.Smp_179170.1	
OG0000858	6183.Smp_075950.1, 6183.Smp_134860.1	AAF45332.1
OG0000859	6183.Smp_076550.1, 6183.Smp_086450.1	AAF55785.1
OG0000860	6183.Smp_078050.1	AAF55617.2, NP_609477.1
OG0000861	6183.Smp_078280.1	AAF47423.1, NP_569914.2
OG0000862	6183.Smp_078320.1	AAF52101.1, AAF57273.2
OG0000863	6183.Smp_079220.1	NP_511109.1, NP_511110.1
OG0000864	6183.Smp_079280.1, 6183.Smp_120330.1, 6183.Smp_180050.1	
OG0000865	6183.Smp_079640.1, 6183.Smp_130780.1, 6183.Smp_168000.1	
OG0000866	6183.Smp_079770.1	AAF54574.1, AAF58609.2
OG0000867	6183.Smp_079810.1, 6183.Smp_211090.1	NP_609617.1
OG0000868	6183.Smp_079950.1	NP_570080.1, Q9VCQ3.1
OG0000869	6183.Smp_080120.2	AAC41566.1, AAF47832.1
OG0000870	6183.Smp_080650.1, 6183.Smp_131050.1, 6183.Smp_147320.1	
OG0000871	6183.Smp_080730.1	NP_476797.1, NP_524420.1
OG0000872	6183.Smp_082030.1	AAF57086.3, AAF58316.2
OG0000873	6183.Smp_082660.1	AAF52617.1, AAF55786.2
OG0000874	6183.Smp_082740.1, 6183.Smp_151580.1	NP_524712.1
OG0000875	6183.Smp_083130.1	AAF50082.1, AAF52795.2
OG0000876	6183.Smp_083200.2	AAF48139.1, NP_524003.1
OG0000877	6183.Smp_083400.1	NP_511150.1, NP_609715.1
OG0000878	6183.Smp_084090.1, 6183.Smp_148200.1	NP_523525.2
OG0000879	6183.Smp_084460.1	AAF47742.1, AAF47743.2
OG0000880	6183.Smp_085150.1	AAF58201.1, NP_610453.1
OG0000881	6183.Smp_085300.1	AAF46972.1, NP_477134.1
OG0000882	6183.Smp_085650.1	NP_524175.1, NP_525093.1
OG0000883	6183.Smp_086690.1	AAF45364.1, NP_477353.1
OG0000884	6183.Smp_086900.1	AAF51497.1, NP_524098.2
OG0000885	6183.Smp_087580.1, 6183.Smp_087620.1	AAF56740.1
OG0000886	6183.Smp_087930.1	AAF47524.3, AAF47525.2
OG0000887	6183.Smp_088990.1, 6183.Smp_133050.1	AAF51683.2
OG0000888	6183.Smp_089470.1, 6183.Smp_164060.1, 6183.Smp_171000.1	
OG0000889	6183.Smp_089880.1	NP_536791.1, NP_610228.1
OG0000890	6183.Smp_090430.1, 6183.Smp_156640.1, 6183.Smp_194490.1	
OG0000891	6183.Smp_090870.1	AAD46849.2, NP_610996.1
OG0000892	6183.Smp_091300.1, 6183.Smp_113660.1	AAF55616.1
OG0000893	6183.Smp_092170.1	AAF47620.1, AAF53677.2
OG0000894	6183.Smp_092490.1	AAF56901.1, NP_573097.1
OG0000895	6183.Smp_092850.3	AAF48462.1, AAF52231.1
OG0000896	6183.Smp_093100.1	AAF50982.3, NP_477208.1
OG0000897	6183.Smp_093440.1	AAF55116.1, NP_523382.1
OG0000898	6183.Smp_093630.2	AAF54575.1, NP_611977.1
OG0000899	6183.Smp_093930.2, 6183.Smp_165470.1	NP_476759.1
OG0000900	6183.Smp_094660.1, 6183.Smp_116290.1	AAF50089.2
OG0000901	6183.Smp_094680.1, 6183.Smp_106930.1	NP_524063.1
OG0000902	6183.Smp_094870.1	NP_610884.1, NP_610885.1
OG0000903	6183.Smp_095000.2	AAF51693.3, AAF51694.1
OG0000904	6183.Smp_095350.1, 6183.Smp_165400.3	AAF57199.2
OG0000905	6183.Smp_096020.2	AAF47685.1, NP_477125.2
OG0000906	6183.Smp_096240.1, 6183.Smp_143570.1	NP_524366.1
OG0000907	6183.Smp_096670.1, 6183.Smp_103360.1, 6183.Smp_159730.1	
OG0000908	6183.Smp_097380.1	AAF49856.1, AAF55015.1
OG0000909	6183.Smp_097470.1, 6183.Smp_211230.1, 6183.Smp_211310.1	
OG0000910	6183.Smp_097490.1, 6183.Smp_212780.1	AAF49479.1
OG0000911	6183.Smp_097750.1, 6183.Smp_097800.3	AAF49961.3
OG0000912	6183.Smp_099420.1	AAF54406.1, AAF54407.1
OG0000913	6183.Smp_101220.1	AAF57497.3, AAF57498.2
OG0000914	6183.Smp_101310.1	AAF45530.1, T13382
OG0000915	6183.Smp_101670.1, 6183.Smp_170160.1	NP_610460.1
OG0000916	6183.Smp_101720.1, 6183.Smp_201080.1, 6183.Smp_202780.1	
OG0000917	6183.Smp_102210.1, 6183.Smp_131580.1, 6183.Smp_160310.1	
OG0000918	6183.Smp_103100.1	AAF55113.1, NP_572929.1
OG0000919	6183.Smp_103200.1	NP_610753.1, Q9V7D2.1
OG0000920	6183.Smp_103830.2	AAF52201.2, NP_608895.1
OG0000921	6183.Smp_104980.1	AAF45372.2, AAF52945.1
OG0000922	6183.Smp_105910.1, 6183.Smp_127010.1	AAF46516.2
OG0000923	6183.Smp_106060.1	AAF49921.2, AAF49922.2
OG0000924	6183.Smp_106750.1, 6183.Smp_205050.1, 6183.Smp_205060.1	
OG0000925	6183.Smp_107810.1, 6183.Smp_107860.1, 6183.Smp_110390.1	
OG0000926	6183.Smp_108550.1, 6183.Smp_197400.1, 6183.Smp_202190.1	
OG0000927	6183.Smp_112520.1, 6183.Smp_178360.1	AAF54073.1
OG0000928	6183.Smp_113640.1, 6183.Smp_186670.1	AAF48639.3
OG0000929	6183.Smp_114540.1, 6183.Smp_139100.2, 6183.Smp_142900.1	
OG0000930	6183.Smp_114910.1, 6183.Smp_171030.1, 6183.Smp_171960.1	
OG0000931	6183.Smp_118100.1	AAF58420.2, NP_476962.1
OG0000932	6183.Smp_118940.1, 6183.Smp_140410.1, 6183.Smp_192170.1	
OG0000933	6183.Smp_121610.2	AAF55866.2, NP_524768.2
OG0000934	6183.Smp_121800.1	AAF54205.4, NP_524274.1
OG0000935	6183.Smp_121890.1	AAF50852.1, AAF58530.1
OG0000936	6183.Smp_123010.1	AAF49291.2, AAF51880.1
OG0000937	6183.Smp_123280.1	AAF50582.1, NP_608865.2
OG0000938	6183.Smp_123300.1, 6183.Smp_155050.1	AAF50420.1
OG0000939	6183.Smp_123630.1, 6183.Smp_199130.1	AAF55646.2
OG0000940	6183.Smp_123750.1	AAF50113.1, AAF54707.2
OG0000941	6183.Smp_123840.1, 6183.Smp_123860.1, 6183.Smp_141310.1	
OG0000942	6183.Smp_123870.1	AAF47530.1, NP_523680.1
OG0000943	6183.Smp_124390.1	AAF49704.1, NP_572995.1
OG0000944	6183.Smp_124440.1	AAF47707.2, AAF47823.1
OG0000945	6183.Smp_124600.1, 6183.Smp_170130.1	AAF56935.2
OG0000946	6183.Smp_124640.1	AAF54713.4, AAF54715.1
OG0000947	6183.Smp_124730.1	AAF47508.2, AAF47510.1
OG0000948	6183.Smp_124970.1	AAF46627.2, AAF46919.3
OG0000949	6183.Smp_125530.1	AAF50536.2, NP_523409.1
OG0000950	6183.Smp_125660.1, 6183.Smp_169540.1	AAF58117.1
OG0000951	6183.Smp_126240.1	AAF59316.4, AAF59317.1
OG0000952	6183.Smp_126310.1	AAF51779.3, AAF51781.3
OG0000953	6183.Smp_126650.1	AAF48210.2, AAF53304.1
OG0000954	6183.Smp_126850.2	AAF51398.3, AAF51400.1
OG0000955	6183.Smp_127040.1	AAF48748.2, AAF48749.2
OG0000956	6183.Smp_127280.1	AAF53574.3, AAF53576.1
OG0000957	6183.Smp_127730.1	AAD34754.2, AAF58082.2
OG0000958	6183.Smp_127780.1, 6183.Smp_140100.1	AAF49537.2
OG0000959	6183.Smp_127860.1, 6183.Smp_157640.1	AAF45980.2
OG0000960	6183.Smp_128500.1	AAF47420.2, AAF49813.1
OG0000961	6183.Smp_128570.1	NP_573096.1, NP_609864.1
OG0000962	6183.Smp_128610.1	AAF57334.2, NP_610013.1
OG0000963	6183.Smp_128710.1, 6183.Smp_149170.1, 6183.Smp_173010.1	
OG0000964	6183.Smp_128920.1, 6183.Smp_143620.1, 6183.Smp_163740.1	
OG0000965	6183.Smp_129080.1	AAF52549.3, AAF53041.1
OG0000966	6183.Smp_129250.1, 6183.Smp_158620.1, 6183.Smp_199900.1	
OG0000967	6183.Smp_129330.1	AAF47362.2, AAF47363.2
OG0000968	6183.Smp_129360.1, 6183.Smp_153920.1	NP_524609.2
OG0000969	6183.Smp_129590.1, 6183.Smp_158530.1, 6183.Smp_158540.1	
OG0000970	6183.Smp_129760.1	AAF50703.1, AAF52576.1
OG0000971	6183.Smp_130040.1	AAF45756.3, NP_525045.3
OG0000972	6183.Smp_130410.1, 6183.Smp_130420.1	AAF48011.2
OG0000973	6183.Smp_130560.1, 6183.Smp_134190.1, 6183.Smp_157620.1	
OG0000974	6183.Smp_130600.1	AAF50159.1, NP_523399.1
OG0000975	6183.Smp_130660.1, 6183.Smp_163320.1	AAF49897.5
OG0000976	6183.Smp_130710.1, 6183.Smp_167040.1	NP_611530.5
OG0000977	6183.Smp_130900.1	AAF47116.2, NP_524219.1
OG0000978	6183.Smp_131030.1, 6183.Smp_143750.1	AAF59136.1
OG0000979	6183.Smp_131420.1, 6183.Smp_203220.1	NP_572275.1
OG0000980	6183.Smp_131470.1, 6183.Smp_131490.1, 6183.Smp_160300.1	
OG0000981	6183.Smp_131660.1	NP_477442.1, XP_079397.1
OG0000982	6183.Smp_131690.1	AAF55920.3, AAF55922.2
OG0000983	6183.Smp_132020.1	AAF45973.1, NP_611854.1
OG0000984	6183.Smp_132170.1	AAF58413.3, NP_610331.1
OG0000985	6183.Smp_132990.1, 6183.Smp_179000.1	AAF52001.1
OG0000986	6183.Smp_133250.1	AAF52354.1, AAF52360.1
OG0000987	6183.Smp_134690.1	AAF54999.1, NP_524825.1
OG0000988	6183.Smp_135040.1, 6183.Smp_149590.1, 6183.Smp_149600.1	
OG0000989	6183.Smp_135060.1, 6183.Smp_159360.1	AAF46177.2
OG0000990	6183.Smp_135260.1	AAF52558.3, AAF53821.2
OG0000991	6183.Smp_135480.1	AAF57219.4, NP_523613.4
OG0000992	6183.Smp_135790.1, 6183.Smp_176920.1	NP_477322.1
OG0000993	6183.Smp_135870.1	AAF52300.1, AAF52302.4
OG0000994	6183.Smp_135920.1, 6183.Smp_170870.1	AAF59122.1
OG0000995	6183.Smp_136110.1, 6183.Smp_172990.1	AAF52412.2
OG0000996	6183.Smp_136210.1	AAF49080.2, AAF54543.1
OG0000997	6183.Smp_136290.1	AAF54756.1, AAF56158.1
OG0000998	6183.Smp_136320.1	AAF51815.1, NP_611317.1
OG0000999	6183.Smp_136600.1, 6183.Smp_141650.1, 6183.Smp_190330.1	
OG0001000	6183.Smp_136670.1, 6183.Smp_154610.2, 6183.Smp_171360.1	
OG0001001	6183.Smp_136960.1	AAF49194.2, AAF52138.3
OG0001002	6183.Smp_137020.1	AAF57812.3, NP_524404.1
OG0001003	6183.Smp_137150.1	AAF52171.4, AAF52172.2
OG0001004	6183.Smp_137160.1	AAF57050.3, Q9VA73.1
OG0001005	6183.Smp_137440.1	AAF47465.2, AAF47466.1
OG0001006	6183.Smp_137960.1	AAF48004.2, AAF53624.1
OG0001007	6183.Smp_138140.1	AAF56025.1, P06602.3
OG0001008	6183.Smp_138180.1	AAD55391.1, AAF54400.2
OG0001009	6183.Smp_138400.1	AAF49771.3, AAF49772.1
OG0001010	6183.Smp_138450.1	AAF46300.3, AAF46302.4
OG0001011	6183.Smp_138620.1	AAF58317.1, AAF58318.1
OG0001012	6183.Smp_138680.2, 6183.Smp_152850.1	NP_523584.1
OG0001013	6183.Smp_138770.1, 6183.Smp_177250.1	NP_573017.2
OG0001014	6183.Smp_138860.1	AAF48307.2, AAF48308.1
OG0001015	6183.Smp_138920.1	AAF49212.1, NP_609720.1
OG0001016	6183.Smp_139160.1, 6183.Smp_149730.1, 6183.Smp_187140.1	
OG0001017	6183.Smp_139190.1	NP_477152.1, NP_477430.1
OG0001018	6183.Smp_141010.1, 6183.Smp_163750.1	AAF50355.2
OG0001019	6183.Smp_141280.1, 6183.Smp_162450.1	AAF58476.1
OG0001020	6183.Smp_141590.2, 6183.Smp_144430.1	AAF49761.3
OG0001021	6183.Smp_142010.2	AAF52949.2, AAF56327.1
OG0001022	6183.Smp_142220.1, 6183.Smp_144450.1	AAF55805.2
OG0001023	6183.Smp_142250.1, 6183.Smp_194390.1	NP_523659.1
OG0001024	6183.Smp_142360.1, 6183.Smp_197280.1	AAF59376.2
OG0001025	6183.Smp_142770.1	AAF50673.2, NP_477368.1
OG0001026	6183.Smp_142780.1	AAF49030.1, AAF51573.2
OG0001027	6183.Smp_142890.1	AAF56945.4, NP_612098.2
OG0001028	6183.Smp_142970.1, 6183.Smp_142980.1	AAF46403.2
OG0001029	6183.Smp_143400.1, 6183.Smp_190110.1, 6183.Smp_210010.1	
OG0001030	6183.Smp_143450.1, 6183.Smp_193960.1, 6183.Smp_199030.1	
OG0001031	6183.Smp_143580.1	AAF50240.1, AAF50242.1
OG0001032	6183.Smp_143760.1, 6183.Smp_146090.1	NP_612047.1
OG0001033	6183.Smp_144000.1, 6183.Smp_144010.1	AAF49015.2
OG0001034	6183.Smp_144180.1	AAF45425.1, AAF55041.2
OG0001035	6183.Smp_144310.1	AAF58829.5, AAF58830.4
OG0001036	6183.Smp_144590.1, 6183.Smp_155120.1	AAF48761.1
OG0001037	6183.Smp_144600.1, 6183.Smp_156500.1	AAF46200.2
OG0001038	6183.Smp_144840.1	AAF48579.2, AAF54029.1
OG0001039	6183.Smp_145040.1	AAF50650.1, AAF58217.1
OG0001040	6183.Smp_145140.1	AAF52503.4, NP_476810.1
OG0001041	6183.Smp_145240.1, 6183.Smp_149580.1	AAF47700.1
OG0001042	6183.Smp_145350.1	AAF54747.1, NP_572438.1
OG0001043	6183.Smp_145420.1	AAF59374.2, AAF59394.1
OG0001044	6183.Smp_145540.1, 6183.Smp_152540.1	AAF54188.2
OG0001045	6183.Smp_145720.1, 6183.Smp_206040.1	AAF47390.1
OG0001046	6183.Smp_146240.1	AAF48038.2, AAF48039.2
OG0001047	6183.Smp_146360.1, 6183.Smp_177240.1	AAF52820.1
OG0001048	6183.Smp_146790.1	NP_477311.1, NP_477340.1
OG0001049	6183.Smp_146840.1, 6183.Smp_151310.1	NP_511155.1
OG0001050	6183.Smp_147850.1	NP_569915.1, NP_610055.1
OG0001051	6183.Smp_147890.1, 6183.Smp_168870.1, 6183.Smp_180980.1	
OG0001052	6183.Smp_148080.1, 6183.Smp_148090.1, 6183.Smp_148100.1	
OG0001053	6183.Smp_148320.1	AAF51725.1, NP_524054.1
OG0001054	6183.Smp_148360.1	AAF46220.1, AAF46222.2
OG0001055	6183.Smp_148510.1	AAF56583.2, AAF56905.1
OG0001056	6183.Smp_149770.1	AAF57610.4, NP_476802.1
OG0001057	6183.Smp_150140.1, 6183.Smp_150480.1, 6183.Smp_150490.1	
OG0001058	6183.Smp_150390.3, 6183.Smp_194110.1	AAF58683.1
OG0001059	6183.Smp_150510.1	AAF50471.2, AAF53981.2
OG0001060	6183.Smp_150670.1	AAF48389.3, AAF58174.5
OG0001061	6183.Smp_151180.1	NP_608687.2, NP_609217.1
OG0001062	6183.Smp_151350.1, 6183.Smp_165540.1	NP_477441.1
OG0001063	6183.Smp_151740.1	AAF50900.3, NP_608395.6
OG0001064	6183.Smp_152200.1	NP_476633.1, NP_524547.1
OG0001065	6183.Smp_152220.1	AAF48967.1, NP_610613.1
OG0001066	6183.Smp_152480.1, 6183.Smp_152500.1	AAF48450.4
OG0001067	6183.Smp_152780.1, 6183.Smp_172420.1	AAF52092.4
OG0001068	6183.Smp_152790.1, 6183.Smp_202170.1	AAF54312.1
OG0001069	6183.Smp_153310.1, 6183.Smp_210870.1	P08111.2
OG0001070	6183.Smp_153330.1, 6183.Smp_156080.1, 6183.Smp_159840.1	
OG0001071	6183.Smp_153810.1	AAF45911.1, AAF54458.1
OG0001072	6183.Smp_154400.1	AAF48190.4, NP_572819.4
OG0001073	6183.Smp_154530.1	AAF49841.1, Q94516.2
OG0001074	6183.Smp_154560.1	AAF55539.3, NP_477342.1
OG0001075	6183.Smp_154760.1	AAF45369.1, NP_524811.1
OG0001076	6183.Smp_155970.1	AAF54374.1, AAF54970.2
OG0001077	6183.Smp_156150.1	AAF46029.4, NP_525078.3
OG0001078	6183.Smp_156410.1	AAF46196.1, AAF58060.2
OG0001079	6183.Smp_156530.1	AAF47043.2, AAF58870.1
OG0001080	6183.Smp_157300.1	AAF49759.1, AAF55489.1
OG0001081	6183.Smp_157680.1	AAF52938.3, AAF52939.2
OG0001082	6183.Smp_157740.1, 6183.Smp_212320.1	AAF48509.2
OG0001083	6183.Smp_158000.1	AAF55895.1, AAF55896.1
OG0001084	6183.Smp_158310.1	AAF56266.2, AAF56267.2
OG0001085	6183.Smp_158480.1	AAF52679.3, AAF55870.1
OG0001086	6183.Smp_158660.1	AAF49639.1, AAF54474.1
OG0001087	6183.Smp_158710.1, 6183.Smp_158940.1, 6183.Smp_174120.1	
OG0001088	6183.Smp_158910.1	AAF54272.1, NP_476947.1
OG0001089	6183.Smp_159120.1, 6183.Smp_159130.1	AAF50646.3
OG0001090	6183.Smp_159370.1	AAF56657.3, NP_523417.2
OG0001091	6183.Smp_159400.1	AAF47396.2, AAF52383.2
OG0001092	6183.Smp_159700.1	AAF46733.1, AAF55820.1
OG0001093	6183.Smp_159800.1, 6183.Smp_159830.1, 6183.Smp_180320.2	
OG0001094	6183.Smp_159930.1	AAF55935.1, AAF55936.2
OG0001095	6183.Smp_160030.1	AAF48240.1, NP_609731.1
OG0001096	6183.Smp_160240.1	AAF56463.2, NP_524885.1
OG0001097	6183.Smp_160330.1	AAF58946.1, NP_609776.1
OG0001098	6183.Smp_160550.1, 6183.Smp_160560.1, 6183.Smp_172830.1	
OG0001099	6183.Smp_160620.1	AAF48548.6, AAF55088.2
OG0001100	6183.Smp_160760.1	AAF58958.2, AAF58959.3
OG0001101	6183.Smp_160830.1	AAF53972.3, NP_610093.1
OG0001102	6183.Smp_161170.1	NP_570030.1, NP_611665.1
OG0001103	6183.Smp_161220.1	AAF56842.2, NP_477159.1
OG0001104	6183.Smp_161270.1	AAF48969.1, AAF52921.1
OG0001105	6183.Smp_161460.1, 6183.Smp_163030.1	AAF49655.1
OG0001106	6183.Smp_161670.1	AAF47858.3, AAF47865.2
OG0001107	6183.Smp_162030.1	AAF48181.2, AAF51052.2
OG0001108	6183.Smp_162430.1	AAF47959.3, NP_524111.3
OG0001109	6183.Smp_163130.1	NP_609669.1, NP_610053.1
OG0001110	6183.Smp_163210.1	AAF49698.2, Q9VUI3.3
OG0001111	6183.Smp_163450.1	AAF51056.2, AAF53045.2
OG0001112	6183.Smp_163820.1	AAF48605.1, AAF48606.2
OG0001113	6183.Smp_163900.1, 6183.Smp_178390.1	AAF46308.3
OG0001114	6183.Smp_163970.1, 6183.Smp_172590.1	AAF55705.1
OG0001115	6183.Smp_164180.1	AAF58037.1, NP_524832.3
OG0001116	6183.Smp_164410.1	AAF57884.2, NP_608708.2
OG0001117	6183.Smp_164660.1	AAF46445.2, NP_476886.1
OG0001118	6183.Smp_164760.1, 6183.Smp_171460.1	AAF45925.2
OG0001119	6183.Smp_164840.1	AAF58748.1, NP_611776.1
OG0001120	6183.Smp_164880.1, 6183.Smp_194800.1, 6183.Smp_194810.1	
OG0001121	6183.Smp_165220.1	AAF53141.1, NP_477431.1
OG0001122	6183.Smp_165480.1, 6183.Smp_186190.1	AAF53815.3
OG0001123	6183.Smp_165720.1, 6183.Smp_165840.1	AAF56031.3
OG0001124	6183.Smp_166190.1	AAF56224.1, AAF56776.1
OG0001125	6183.Smp_166200.1, 6183.Smp_171750.1	Q9V407.1
OG0001126	6183.Smp_166560.1	AAF57234.2, NP_476850.1
OG0001127	6183.Smp_166660.1	AAF50275.2, NP_608365.1
OG0001128	6183.Smp_167190.1	AAF59359.1, AAF59360.3
OG0001129	6183.Smp_167770.1	AAF58145.1, NP_524325.1
